Year,ServBasico,Province,County,Municipality,Unidad,GeoCode,Value
2015,BSRVH2O,,,Baliarrain,Percentage,Baliarrain,100.0
2016,BSRVH2O,,,Baliarrain,Percentage,Baliarrain,100.0
2017,BSRVH2O,,,Baliarrain,Percentage,Baliarrain,100.0
2018,BSRVH2O,,,Baliarrain,Percentage,Baliarrain,100.0
2019,BSRVH2O,,,Baliarrain,Percentage,Baliarrain,100.0
2020,BSRVH2O,,,Baliarrain,Percentage,Baliarrain,100.0
2021,BSRVH2O,,,Baliarrain,Percentage,Baliarrain,100.0
2022,BSRVH2O,,,Baliarrain,Percentage,Baliarrain,100.0
2010,BSRVSAN,,,Baliarrain,Percentage,Baliarrain,100.0
2011,BSRVSAN,,,Baliarrain,Percentage,Baliarrain,100.0
2013,BSRVSAN,,,Baliarrain,Percentage,Baliarrain,100.0
2014,BSRVSAN,,,Baliarrain,Percentage,Baliarrain,100.0
2015,BSRVSAN,,,Baliarrain,Percentage,Baliarrain,100.0
2016,BSRVSAN,,,Baliarrain,Percentage,Baliarrain,100.0
2017,BSRVSAN,,,Baliarrain,Percentage,Baliarrain,100.0
2018,BSRVSAN,,,Baliarrain,Percentage,Baliarrain,100.0
2019,BSRVSAN,,,Baliarrain,Percentage,Baliarrain,100.0
2020,BSRVSAN,,,Baliarrain,Percentage,Baliarrain,100.0
2021,BSRVSAN,,,Baliarrain,Percentage,Baliarrain,100.0
2022,BSRVSAN,,,Baliarrain,Percentage,Baliarrain,100.0
2010,BSRVH2O,,,Orendain,Percentage,Orendain,100.0
2011,BSRVH2O,,,Orendain,Percentage,Orendain,100.0
2013,BSRVH2O,,,Orendain,Percentage,Orendain,100.0
2014,BSRVH2O,,,Orendain,Percentage,Orendain,100.0
2015,BSRVH2O,,,Orendain,Percentage,Orendain,100.0
2016,BSRVH2O,,,Orendain,Percentage,Orendain,100.0
2017,BSRVH2O,,,Orendain,Percentage,Orendain,100.0
2018,BSRVH2O,,,Orendain,Percentage,Orendain,100.0
2019,BSRVH2O,,,Orendain,Percentage,Orendain,100.0
2020,BSRVH2O,,,Orendain,Percentage,Orendain,100.0
2021,BSRVH2O,,,Orendain,Percentage,Orendain,100.0
2022,BSRVH2O,,,Orendain,Percentage,Orendain,100.0
2010,BSRVSAN,,,Orendain,Percentage,Orendain,100.0
2011,BSRVSAN,,,Orendain,Percentage,Orendain,100.0
2013,BSRVSAN,,,Orendain,Percentage,Orendain,100.0
2014,BSRVSAN,,,Orendain,Percentage,Orendain,100.0
2015,BSRVSAN,,,Orendain,Percentage,Orendain,100.0
2016,BSRVSAN,,,Orendain,Percentage,Orendain,100.0
2017,BSRVSAN,,,Orendain,Percentage,Orendain,100.0
2018,BSRVSAN,,,Orendain,Percentage,Orendain,100.0
2019,BSRVSAN,,,Orendain,Percentage,Orendain,100.0
2020,BSRVSAN,,,Orendain,Percentage,Orendain,100.0
2021,BSRVSAN,,,Orendain,Percentage,Orendain,100.0
2022,BSRVSAN,,,Orendain,Percentage,Orendain,100.0
2010,BSRVH2O,,,Altzaga,Percentage,Altzaga,100.0
2011,BSRVH2O,,,Altzaga,Percentage,Altzaga,100.0
2013,BSRVH2O,,,Altzaga,Percentage,Altzaga,100.0
2014,BSRVH2O,,,Altzaga,Percentage,Altzaga,100.0
2015,BSRVH2O,,,Altzaga,Percentage,Altzaga,100.0
2016,BSRVH2O,,,Altzaga,Percentage,Altzaga,100.0
2017,BSRVH2O,,,Altzaga,Percentage,Altzaga,100.0
2018,BSRVH2O,,,Altzaga,Percentage,Altzaga,100.0
2019,BSRVH2O,,,Altzaga,Percentage,Altzaga,100.0
2020,BSRVH2O,,,Altzaga,Percentage,Altzaga,100.0
2021,BSRVH2O,,,Altzaga,Percentage,Altzaga,100.0
2022,BSRVH2O,,,Altzaga,Percentage,Altzaga,100.0
2010,BSRVSAN,,,Altzaga,Percentage,Altzaga,96.5
2011,BSRVSAN,,,Altzaga,Percentage,Altzaga,96.5
2013,BSRVSAN,,,Altzaga,Percentage,Altzaga,96.5
2014,BSRVSAN,,,Altzaga,Percentage,Altzaga,96.5
2015,BSRVSAN,,,Altzaga,Percentage,Altzaga,96.5
2016,BSRVSAN,,,Altzaga,Percentage,Altzaga,96.6
2017,BSRVSAN,,,Altzaga,Percentage,Altzaga,96.5
2018,BSRVSAN,,,Altzaga,Percentage,Altzaga,96.7
2019,BSRVSAN,,,Altzaga,Percentage,Altzaga,96.6
2020,BSRVSAN,,,Altzaga,Percentage,Altzaga,96.6
2021,BSRVSAN,,,Altzaga,Percentage,Altzaga,96.5
2022,BSRVSAN,,,Altzaga,Percentage,Altzaga,96.6
2010,BSRVH2O,,,Gaztelu,Percentage,Gaztelu,100.0
2011,BSRVH2O,,,Gaztelu,Percentage,Gaztelu,100.0
2013,BSRVH2O,,,Gaztelu,Percentage,Gaztelu,100.0
2014,BSRVH2O,,,Gaztelu,Percentage,Gaztelu,100.0
2015,BSRVH2O,,,Gaztelu,Percentage,Gaztelu,100.0
2016,BSRVH2O,,,Gaztelu,Percentage,Gaztelu,100.0
2017,BSRVH2O,,,Gaztelu,Percentage,Gaztelu,100.0
2018,BSRVH2O,,,Gaztelu,Percentage,Gaztelu,100.0
2019,BSRVH2O,,,Gaztelu,Percentage,Gaztelu,100.0
2020,BSRVH2O,,,Gaztelu,Percentage,Gaztelu,100.0
2021,BSRVH2O,,,Gaztelu,Percentage,Gaztelu,100.0
2022,BSRVH2O,,,Gaztelu,Percentage,Gaztelu,100.0
2010,BSRVSAN,,,Gaztelu,Percentage,Gaztelu,100.0
2011,BSRVSAN,,,Gaztelu,Percentage,Gaztelu,100.0
2013,BSRVSAN,,,Gaztelu,Percentage,Gaztelu,100.0
2014,BSRVSAN,,,Gaztelu,Percentage,Gaztelu,100.0
2015,BSRVSAN,,,Gaztelu,Percentage,Gaztelu,100.0
2016,BSRVSAN,,,Gaztelu,Percentage,Gaztelu,100.0
2017,BSRVSAN,,,Gaztelu,Percentage,Gaztelu,100.0
2018,BSRVSAN,,,Gaztelu,Percentage,Gaztelu,100.0
2019,BSRVSAN,,,Gaztelu,Percentage,Gaztelu,100.0
2020,BSRVSAN,,,Gaztelu,Percentage,Gaztelu,100.0
2021,BSRVSAN,,,Gaztelu,Percentage,Gaztelu,100.0
2022,BSRVSAN,,,Gaztelu,Percentage,Gaztelu,100.0
2010,BSRVH2O,Bizkaia,,,Percentage,Bizkaia,99.9
2011,BSRVH2O,Bizkaia,,,Percentage,Bizkaia,99.9
2013,BSRVH2O,Bizkaia,,,Percentage,Bizkaia,99.9
2014,BSRVH2O,Bizkaia,,,Percentage,Bizkaia,99.9
2015,BSRVH2O,Bizkaia,,,Percentage,Bizkaia,99.9
2016,BSRVH2O,Bizkaia,,,Percentage,Bizkaia,99.9
2017,BSRVH2O,Bizkaia,,,Percentage,Bizkaia,99.9
2018,BSRVH2O,Bizkaia,,,Percentage,Bizkaia,99.9
2019,BSRVH2O,Bizkaia,,,Percentage,Bizkaia,99.9
2020,BSRVH2O,Bizkaia,,,Percentage,Bizkaia,99.9
2021,BSRVH2O,Bizkaia,,,Percentage,Bizkaia,99.9
2022,BSRVH2O,Bizkaia,,,Percentage,Bizkaia,99.9
2010,BSRVSAN,Bizkaia,,,Percentage,Bizkaia,99.6
2011,BSRVSAN,Bizkaia,,,Percentage,Bizkaia,99.6
2013,BSRVSAN,Bizkaia,,,Percentage,Bizkaia,99.6
2014,BSRVSAN,Bizkaia,,,Percentage,Bizkaia,99.6
2015,BSRVSAN,Bizkaia,,,Percentage,Bizkaia,99.6
2016,BSRVSAN,Bizkaia,,,Percentage,Bizkaia,99.6
2017,BSRVSAN,Bizkaia,,,Percentage,Bizkaia,99.6
2018,BSRVSAN,Bizkaia,,,Percentage,Bizkaia,99.6
2019,BSRVSAN,Bizkaia,,,Percentage,Bizkaia,99.6
2020,BSRVSAN,Bizkaia,,,Percentage,Bizkaia,100.0
2021,BSRVSAN,Bizkaia,,,Percentage,Bizkaia,100.0
2022,BSRVSAN,Bizkaia,,,Percentage,Bizkaia,100.0
2010,BSRVH2O,,,Abadiño,Percentage,Abadiño,100.0
2011,BSRVH2O,,,Abadiño,Percentage,Abadiño,100.0
2013,BSRVH2O,,,Abadiño,Percentage,Abadiño,100.0
2014,BSRVH2O,,,Abadiño,Percentage,Abadiño,100.0
2015,BSRVH2O,,,Abadiño,Percentage,Abadiño,100.0
2016,BSRVH2O,,,Abadiño,Percentage,Abadiño,100.0
2017,BSRVH2O,,,Abadiño,Percentage,Abadiño,100.0
2018,BSRVH2O,,,Abadiño,Percentage,Abadiño,100.0
2019,BSRVH2O,,,Abadiño,Percentage,Abadiño,100.0
2020,BSRVH2O,,,Abadiño,Percentage,Abadiño,100.0
2021,BSRVH2O,,,Abadiño,Percentage,Abadiño,100.0
2022,BSRVH2O,,,Abadiño,Percentage,Abadiño,100.0
2010,BSRVSAN,,,Abadiño,Percentage,Abadiño,99.7
2011,BSRVSAN,,,Abadiño,Percentage,Abadiño,99.7
2013,BSRVSAN,,,Abadiño,Percentage,Abadiño,99.7
2014,BSRVSAN,,,Abadiño,Percentage,Abadiño,99.7
2015,BSRVSAN,,,Abadiño,Percentage,Abadiño,99.7
2016,BSRVSAN,,,Abadiño,Percentage,Abadiño,99.7
2017,BSRVSAN,,,Abadiño,Percentage,Abadiño,99.7
2018,BSRVSAN,,,Abadiño,Percentage,Abadiño,99.8
2019,BSRVSAN,,,Abadiño,Percentage,Abadiño,99.8
2020,BSRVSAN,,,Abadiño,Percentage,Abadiño,100.0
2021,BSRVSAN,,,Abadiño,Percentage,Abadiño,100.0
2022,BSRVSAN,,,Abadiño,Percentage,Abadiño,100.0
2010,BSRVH2O,,,Abanto y Ciérvana-Abanto Zierbena,Percentage,Abanto y Ciérvana-Abanto Zierbena,99.8
2011,BSRVH2O,,,Abanto y Ciérvana-Abanto Zierbena,Percentage,Abanto y Ciérvana-Abanto Zierbena,99.7
2013,BSRVH2O,,,Abanto y Ciérvana-Abanto Zierbena,Percentage,Abanto y Ciérvana-Abanto Zierbena,99.7
2014,BSRVH2O,,,Abanto y Ciérvana-Abanto Zierbena,Percentage,Abanto y Ciérvana-Abanto Zierbena,99.8
2015,BSRVH2O,,,Abanto y Ciérvana-Abanto Zierbena,Percentage,Abanto y Ciérvana-Abanto Zierbena,99.8
2016,BSRVH2O,,,Abanto y Ciérvana-Abanto Zierbena,Percentage,Abanto y Ciérvana-Abanto Zierbena,99.8
2017,BSRVH2O,,,Abanto y Ciérvana-Abanto Zierbena,Percentage,Abanto y Ciérvana-Abanto Zierbena,99.8
2018,BSRVH2O,,,Abanto y Ciérvana-Abanto Zierbena,Percentage,Abanto y Ciérvana-Abanto Zierbena,99.8
2019,BSRVH2O,,,Abanto y Ciérvana-Abanto Zierbena,Percentage,Abanto y Ciérvana-Abanto Zierbena,99.7
2020,BSRVH2O,,,Abanto y Ciérvana-Abanto Zierbena,Percentage,Abanto y Ciérvana-Abanto Zierbena,99.7
2021,BSRVH2O,,,Abanto y Ciérvana-Abanto Zierbena,Percentage,Abanto y Ciérvana-Abanto Zierbena,99.7
2022,BSRVH2O,,,Abanto y Ciérvana-Abanto Zierbena,Percentage,Abanto y Ciérvana-Abanto Zierbena,99.7
2010,BSRVSAN,,,Abanto y Ciérvana-Abanto Zierbena,Percentage,Abanto y Ciérvana-Abanto Zierbena,99.2
2011,BSRVSAN,,,Abanto y Ciérvana-Abanto Zierbena,Percentage,Abanto y Ciérvana-Abanto Zierbena,99.2
2013,BSRVSAN,,,Abanto y Ciérvana-Abanto Zierbena,Percentage,Abanto y Ciérvana-Abanto Zierbena,99.2
2014,BSRVSAN,,,Abanto y Ciérvana-Abanto Zierbena,Percentage,Abanto y Ciérvana-Abanto Zierbena,99.2
2015,BSRVSAN,,,Abanto y Ciérvana-Abanto Zierbena,Percentage,Abanto y Ciérvana-Abanto Zierbena,99.1
2016,BSRVSAN,,,Abanto y Ciérvana-Abanto Zierbena,Percentage,Abanto y Ciérvana-Abanto Zierbena,99.2
2017,BSRVSAN,,,Abanto y Ciérvana-Abanto Zierbena,Percentage,Abanto y Ciérvana-Abanto Zierbena,99.1
2018,BSRVSAN,,,Abanto y Ciérvana-Abanto Zierbena,Percentage,Abanto y Ciérvana-Abanto Zierbena,99.1
2019,BSRVSAN,,,Abanto y Ciérvana-Abanto Zierbena,Percentage,Abanto y Ciérvana-Abanto Zierbena,99.1
2020,BSRVSAN,,,Abanto y Ciérvana-Abanto Zierbena,Percentage,Abanto y Ciérvana-Abanto Zierbena,99.9
2021,BSRVSAN,,,Abanto y Ciérvana-Abanto Zierbena,Percentage,Abanto y Ciérvana-Abanto Zierbena,99.9
2022,BSRVSAN,,,Abanto y Ciérvana-Abanto Zierbena,Percentage,Abanto y Ciérvana-Abanto Zierbena,99.9
2010,BSRVH2O,,,Amorebieta-Etxano,Percentage,Amorebieta-Etxano,99.9
2011,BSRVH2O,,,Amorebieta-Etxano,Percentage,Amorebieta-Etxano,99.9
2013,BSRVH2O,,,Amorebieta-Etxano,Percentage,Amorebieta-Etxano,99.9
2014,BSRVH2O,,,Amorebieta-Etxano,Percentage,Amorebieta-Etxano,99.9
2015,BSRVH2O,,,Amorebieta-Etxano,Percentage,Amorebieta-Etxano,99.9
2016,BSRVH2O,,,Amorebieta-Etxano,Percentage,Amorebieta-Etxano,99.9
2017,BSRVH2O,,,Amorebieta-Etxano,Percentage,Amorebieta-Etxano,99.9
2018,BSRVH2O,,,Amorebieta-Etxano,Percentage,Amorebieta-Etxano,99.9
2019,BSRVH2O,,,Amorebieta-Etxano,Percentage,Amorebieta-Etxano,99.9
2020,BSRVH2O,,,Amorebieta-Etxano,Percentage,Amorebieta-Etxano,99.9
2021,BSRVH2O,,,Amorebieta-Etxano,Percentage,Amorebieta-Etxano,99.9
2022,BSRVH2O,,,Amorebieta-Etxano,Percentage,Amorebieta-Etxano,99.9
2010,BSRVSAN,,,Amorebieta-Etxano,Percentage,Amorebieta-Etxano,99.7
2011,BSRVSAN,,,Amorebieta-Etxano,Percentage,Amorebieta-Etxano,99.7
2013,BSRVSAN,,,Amorebieta-Etxano,Percentage,Amorebieta-Etxano,99.8
2014,BSRVSAN,,,Amorebieta-Etxano,Percentage,Amorebieta-Etxano,99.8
2015,BSRVSAN,,,Amorebieta-Etxano,Percentage,Amorebieta-Etxano,99.8
2016,BSRVSAN,,,Amorebieta-Etxano,Percentage,Amorebieta-Etxano,99.8
2017,BSRVSAN,,,Amorebieta-Etxano,Percentage,Amorebieta-Etxano,99.8
2018,BSRVSAN,,,Amorebieta-Etxano,Percentage,Amorebieta-Etxano,99.8
2019,BSRVSAN,,,Amorebieta-Etxano,Percentage,Amorebieta-Etxano,99.8
2020,BSRVSAN,,,Amorebieta-Etxano,Percentage,Amorebieta-Etxano,100.0
2021,BSRVSAN,,,Amorebieta-Etxano,Percentage,Amorebieta-Etxano,100.0
2022,BSRVSAN,,,Amorebieta-Etxano,Percentage,Amorebieta-Etxano,100.0
2010,BSRVH2O,,,Amoroto,Percentage,Amoroto,100.0
2011,BSRVH2O,,,Amoroto,Percentage,Amoroto,100.0
2013,BSRVH2O,,,Amoroto,Percentage,Amoroto,100.0
2014,BSRVH2O,,,Amoroto,Percentage,Amoroto,100.0
2015,BSRVH2O,,,Amoroto,Percentage,Amoroto,100.0
2016,BSRVH2O,,,Amoroto,Percentage,Amoroto,100.0
2017,BSRVH2O,,,Amoroto,Percentage,Amoroto,100.0
2018,BSRVH2O,,,Amoroto,Percentage,Amoroto,100.0
2019,BSRVH2O,,,Amoroto,Percentage,Amoroto,100.0
2020,BSRVH2O,,,Amoroto,Percentage,Amoroto,100.0
2021,BSRVH2O,,,Amoroto,Percentage,Amoroto,100.0
2022,BSRVH2O,,,Amoroto,Percentage,Amoroto,100.0
2010,BSRVSAN,,,Amoroto,Percentage,Amoroto,97.2
2011,BSRVSAN,,,Amoroto,Percentage,Amoroto,97.2
2013,BSRVSAN,,,Amoroto,Percentage,Amoroto,97.2
2014,BSRVSAN,,,Amoroto,Percentage,Amoroto,97.3
2015,BSRVSAN,,,Amoroto,Percentage,Amoroto,97.2
2016,BSRVSAN,,,Amoroto,Percentage,Amoroto,97.3
2017,BSRVSAN,,,Amoroto,Percentage,Amoroto,97.9
2018,BSRVSAN,,,Amoroto,Percentage,Amoroto,99.3
2019,BSRVSAN,,,Amoroto,Percentage,Amoroto,99.3
2020,BSRVSAN,,,Amoroto,Percentage,Amoroto,100.0
2021,BSRVSAN,,,Amoroto,Percentage,Amoroto,100.0
2022,BSRVSAN,,,Amoroto,Percentage,Amoroto,100.0
2010,BSRVH2O,,,Arakaldo,Percentage,Arakaldo,100.0
2011,BSRVH2O,,,Arakaldo,Percentage,Arakaldo,100.0
2013,BSRVH2O,,,Arakaldo,Percentage,Arakaldo,100.0
2014,BSRVH2O,,,Arakaldo,Percentage,Arakaldo,100.0
2015,BSRVH2O,,,Arakaldo,Percentage,Arakaldo,100.0
2016,BSRVH2O,,,Arakaldo,Percentage,Arakaldo,100.0
2017,BSRVH2O,,,Arakaldo,Percentage,Arakaldo,100.0
2018,BSRVH2O,,,Arakaldo,Percentage,Arakaldo,100.0
2019,BSRVH2O,,,Arakaldo,Percentage,Arakaldo,100.0
2020,BSRVH2O,,,Arakaldo,Percentage,Arakaldo,100.0
2021,BSRVH2O,,,Arakaldo,Percentage,Arakaldo,100.0
2022,BSRVH2O,,,Arakaldo,Percentage,Arakaldo,100.0
2010,BSRVSAN,,,Arakaldo,Percentage,Arakaldo,100.0
2011,BSRVSAN,,,Arakaldo,Percentage,Arakaldo,100.0
2013,BSRVSAN,,,Arakaldo,Percentage,Arakaldo,100.0
2014,BSRVSAN,,,Arakaldo,Percentage,Arakaldo,100.0
2015,BSRVSAN,,,Arakaldo,Percentage,Arakaldo,100.0
2016,BSRVSAN,,,Arakaldo,Percentage,Arakaldo,100.0
2017,BSRVSAN,,,Arakaldo,Percentage,Arakaldo,100.0
2018,BSRVSAN,,,Arakaldo,Percentage,Arakaldo,100.0
2019,BSRVSAN,,,Arakaldo,Percentage,Arakaldo,100.0
2020,BSRVSAN,,,Arakaldo,Percentage,Arakaldo,100.0
2021,BSRVSAN,,,Arakaldo,Percentage,Arakaldo,100.0
2022,BSRVSAN,,,Arakaldo,Percentage,Arakaldo,100.0
2010,BSRVH2O,,,Arantzazu,Percentage,Arantzazu,100.0
2011,BSRVH2O,,,Arantzazu,Percentage,Arantzazu,100.0
2013,BSRVH2O,,,Arantzazu,Percentage,Arantzazu,100.0
2014,BSRVH2O,,,Arantzazu,Percentage,Arantzazu,100.0
2015,BSRVH2O,,,Arantzazu,Percentage,Arantzazu,100.0
2016,BSRVH2O,,,Arantzazu,Percentage,Arantzazu,100.0
2017,BSRVH2O,,,Arantzazu,Percentage,Arantzazu,100.0
2018,BSRVH2O,,,Arantzazu,Percentage,Arantzazu,100.0
2019,BSRVH2O,,,Arantzazu,Percentage,Arantzazu,99.3
2020,BSRVH2O,,,Arantzazu,Percentage,Arantzazu,99.4
2021,BSRVH2O,,,Arantzazu,Percentage,Arantzazu,99.4
2022,BSRVH2O,,,Arantzazu,Percentage,Arantzazu,99.4
2010,BSRVSAN,,,Arantzazu,Percentage,Arantzazu,100.0
2011,BSRVSAN,,,Arantzazu,Percentage,Arantzazu,100.0
2013,BSRVSAN,,,Arantzazu,Percentage,Arantzazu,100.0
2014,BSRVSAN,,,Arantzazu,Percentage,Arantzazu,100.0
2015,BSRVSAN,,,Arantzazu,Percentage,Arantzazu,100.0
2016,BSRVSAN,,,Arantzazu,Percentage,Arantzazu,100.0
2017,BSRVSAN,,,Arantzazu,Percentage,Arantzazu,99.3
2018,BSRVSAN,,,Arantzazu,Percentage,Arantzazu,99.3
2019,BSRVSAN,,,Arantzazu,Percentage,Arantzazu,99.3
2020,BSRVSAN,,,Arantzazu,Percentage,Arantzazu,100.0
2021,BSRVSAN,,,Arantzazu,Percentage,Arantzazu,100.0
2022,BSRVSAN,,,Arantzazu,Percentage,Arantzazu,100.0
2010,BSRVH2O,,,Munitibar-Arbatzegi Gerrikaitz,Percentage,Munitibar-Arbatzegi Gerrikaitz,97.6
2011,BSRVH2O,,,Munitibar-Arbatzegi Gerrikaitz,Percentage,Munitibar-Arbatzegi Gerrikaitz,97.6
2013,BSRVH2O,,,Munitibar-Arbatzegi Gerrikaitz,Percentage,Munitibar-Arbatzegi Gerrikaitz,97.6
2014,BSRVH2O,,,Munitibar-Arbatzegi Gerrikaitz,Percentage,Munitibar-Arbatzegi Gerrikaitz,97.7
2015,BSRVH2O,,,Munitibar-Arbatzegi Gerrikaitz,Percentage,Munitibar-Arbatzegi Gerrikaitz,97.6
2016,BSRVH2O,,,Munitibar-Arbatzegi Gerrikaitz,Percentage,Munitibar-Arbatzegi Gerrikaitz,97.6
2017,BSRVH2O,,,Munitibar-Arbatzegi Gerrikaitz,Percentage,Munitibar-Arbatzegi Gerrikaitz,97.2
2018,BSRVH2O,,,Munitibar-Arbatzegi Gerrikaitz,Percentage,Munitibar-Arbatzegi Gerrikaitz,97.8
2019,BSRVH2O,,,Munitibar-Arbatzegi Gerrikaitz,Percentage,Munitibar-Arbatzegi Gerrikaitz,97.8
2020,BSRVH2O,,,Munitibar-Arbatzegi Gerrikaitz,Percentage,Munitibar-Arbatzegi Gerrikaitz,97.2
2021,BSRVH2O,,,Munitibar-Arbatzegi Gerrikaitz,Percentage,Munitibar-Arbatzegi Gerrikaitz,97.8
2022,BSRVH2O,,,Munitibar-Arbatzegi Gerrikaitz,Percentage,Munitibar-Arbatzegi Gerrikaitz,98.3
2010,BSRVSAN,,,Munitibar-Arbatzegi Gerrikaitz,Percentage,Munitibar-Arbatzegi Gerrikaitz,98.8
2011,BSRVSAN,,,Munitibar-Arbatzegi Gerrikaitz,Percentage,Munitibar-Arbatzegi Gerrikaitz,98.8
2013,BSRVSAN,,,Munitibar-Arbatzegi Gerrikaitz,Percentage,Munitibar-Arbatzegi Gerrikaitz,98.8
2014,BSRVSAN,,,Munitibar-Arbatzegi Gerrikaitz,Percentage,Munitibar-Arbatzegi Gerrikaitz,98.8
2015,BSRVSAN,,,Munitibar-Arbatzegi Gerrikaitz,Percentage,Munitibar-Arbatzegi Gerrikaitz,98.8
2016,BSRVSAN,,,Munitibar-Arbatzegi Gerrikaitz,Percentage,Munitibar-Arbatzegi Gerrikaitz,98.8
2017,BSRVSAN,,,Munitibar-Arbatzegi Gerrikaitz,Percentage,Munitibar-Arbatzegi Gerrikaitz,98.9
2018,BSRVSAN,,,Munitibar-Arbatzegi Gerrikaitz,Percentage,Munitibar-Arbatzegi Gerrikaitz,98.9
2019,BSRVSAN,,,Munitibar-Arbatzegi Gerrikaitz,Percentage,Munitibar-Arbatzegi Gerrikaitz,98.9
2020,BSRVSAN,,,Munitibar-Arbatzegi Gerrikaitz,Percentage,Munitibar-Arbatzegi Gerrikaitz,100.0
2021,BSRVSAN,,,Munitibar-Arbatzegi Gerrikaitz,Percentage,Munitibar-Arbatzegi Gerrikaitz,100.0
2022,BSRVSAN,,,Munitibar-Arbatzegi Gerrikaitz,Percentage,Munitibar-Arbatzegi Gerrikaitz,100.0
2010,BSRVH2O,,,Artzentales,Percentage,Artzentales,97.4
2011,BSRVH2O,,,Artzentales,Percentage,Artzentales,97.8
2013,BSRVH2O,,,Artzentales,Percentage,Artzentales,97.8
2014,BSRVH2O,,,Artzentales,Percentage,Artzentales,97.8
2015,BSRVH2O,,,Artzentales,Percentage,Artzentales,97.8
2016,BSRVH2O,,,Artzentales,Percentage,Artzentales,97.8
2017,BSRVH2O,,,Artzentales,Percentage,Artzentales,97.8
2018,BSRVH2O,,,Artzentales,Percentage,Artzentales,97.8
2019,BSRVH2O,,,Artzentales,Percentage,Artzentales,97.9
2020,BSRVH2O,,,Artzentales,Percentage,Artzentales,97.8
2021,BSRVH2O,,,Artzentales,Percentage,Artzentales,97.8
2022,BSRVH2O,,,Artzentales,Percentage,Artzentales,97.1
2010,BSRVSAN,,,Artzentales,Percentage,Artzentales,98.5
2011,BSRVSAN,,,Artzentales,Percentage,Artzentales,98.5
2013,BSRVSAN,,,Artzentales,Percentage,Artzentales,98.5
2014,BSRVSAN,,,Artzentales,Percentage,Artzentales,98.5
2015,BSRVSAN,,,Artzentales,Percentage,Artzentales,97.5
2016,BSRVSAN,,,Artzentales,Percentage,Artzentales,97.5
2017,BSRVSAN,,,Artzentales,Percentage,Artzentales,97.5
2018,BSRVSAN,,,Artzentales,Percentage,Artzentales,97.5
2019,BSRVSAN,,,Artzentales,Percentage,Artzentales,97.5
2020,BSRVSAN,,,Artzentales,Percentage,Artzentales,100.0
2021,BSRVSAN,,,Artzentales,Percentage,Artzentales,100.0
2022,BSRVSAN,,,Artzentales,Percentage,Artzentales,100.0
2010,BSRVH2O,,,Arrankudiaga-Zollo,Percentage,Arrankudiaga-Zollo,100.0
2011,BSRVH2O,,,Arrankudiaga-Zollo,Percentage,Arrankudiaga-Zollo,100.0
2013,BSRVH2O,,,Arrankudiaga-Zollo,Percentage,Arrankudiaga-Zollo,100.0
2014,BSRVH2O,,,Arrankudiaga-Zollo,Percentage,Arrankudiaga-Zollo,100.0
2015,BSRVH2O,,,Arrankudiaga-Zollo,Percentage,Arrankudiaga-Zollo,100.0
2016,BSRVH2O,,,Arrankudiaga-Zollo,Percentage,Arrankudiaga-Zollo,100.0
2017,BSRVH2O,,,Arrankudiaga-Zollo,Percentage,Arrankudiaga-Zollo,100.0
2018,BSRVH2O,,,Arrankudiaga-Zollo,Percentage,Arrankudiaga-Zollo,100.0
2019,BSRVH2O,,,Arrankudiaga-Zollo,Percentage,Arrankudiaga-Zollo,100.0
2020,BSRVH2O,,,Arrankudiaga-Zollo,Percentage,Arrankudiaga-Zollo,100.0
2021,BSRVH2O,,,Arrankudiaga-Zollo,Percentage,Arrankudiaga-Zollo,100.0
2022,BSRVH2O,,,Arrankudiaga-Zollo,Percentage,Arrankudiaga-Zollo,100.0
2010,BSRVSAN,,,Arrankudiaga-Zollo,Percentage,Arrankudiaga-Zollo,99.1
2011,BSRVSAN,,,Arrankudiaga-Zollo,Percentage,Arrankudiaga-Zollo,99.2
2013,BSRVSAN,,,Arrankudiaga-Zollo,Percentage,Arrankudiaga-Zollo,99.2
2014,BSRVSAN,,,Arrankudiaga-Zollo,Percentage,Arrankudiaga-Zollo,99.1
2015,BSRVSAN,,,Arrankudiaga-Zollo,Percentage,Arrankudiaga-Zollo,99.1
2016,BSRVSAN,,,Arrankudiaga-Zollo,Percentage,Arrankudiaga-Zollo,99.2
2017,BSRVSAN,,,Arrankudiaga-Zollo,Percentage,Arrankudiaga-Zollo,99.2
2018,BSRVSAN,,,Arrankudiaga-Zollo,Percentage,Arrankudiaga-Zollo,99.2
2019,BSRVSAN,,,Arrankudiaga-Zollo,Percentage,Arrankudiaga-Zollo,99.2
2020,BSRVSAN,,,Arrankudiaga-Zollo,Percentage,Arrankudiaga-Zollo,100.0
2021,BSRVSAN,,,Arrankudiaga-Zollo,Percentage,Arrankudiaga-Zollo,100.0
2022,BSRVSAN,,,Arrankudiaga-Zollo,Percentage,Arrankudiaga-Zollo,100.0
2010,BSRVH2O,,ES4801,,Percentage,ES4801,99.6
2011,BSRVH2O,,ES4801,,Percentage,ES4801,99.6
2013,BSRVH2O,,ES4801,,Percentage,ES4801,99.6
2014,BSRVH2O,,ES4801,,Percentage,ES4801,99.6
2015,BSRVH2O,,ES4801,,Percentage,ES4801,99.6
2016,BSRVH2O,,ES4801,,Percentage,ES4801,99.6
2017,BSRVH2O,,ES4801,,Percentage,ES4801,99.6
2018,BSRVH2O,,ES4801,,Percentage,ES4801,99.6
