Year,Series,Sexo,Tipo de renta,Territorio,Comarca,Municipio,Units,GeoCode,Value
2017,Renta personal media,Mujer,Renta del trabajo,,,Oyón-Oion,Euros,Oyón-Oion,11079.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Oyón-Oion,Euros,Oyón-Oion,11882.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Oyón-Oion,Euros,Oyón-Oion,10734.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Oyón-Oion,Euros,Oyón-Oion,11453.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Oyón-Oion,Euros,Oyón-Oion,10848.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Oyón-Oion,Euros,Oyón-Oion,10339.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Oyón-Oion,Euros,Oyón-Oion,10636.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Oyón-Oion,Euros,Oyón-Oion,10441.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Oyón-Oion,Euros,Oyón-Oion,12229.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Pasaia,Euros,Pasaia,13247.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Pasaia,Euros,Pasaia,11005.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Pasaia,Euros,Pasaia,12164.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Pasaia,Euros,Pasaia,11810.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Pasaia,Euros,Pasaia,10565.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Pasaia,Euros,Pasaia,11176.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Pasaia,Euros,Pasaia,13573.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Pasaia,Euros,Pasaia,10942.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Pasaia,Euros,Pasaia,12765.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Pasaia,Euros,Pasaia,11099.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Pasaia,Euros,Pasaia,11500.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Peñacerrada-Urizaharra,Euros,Peñacerrada-Urizaharra,14718.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Peñacerrada-Urizaharra,Euros,Peñacerrada-Urizaharra,16496.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Peñacerrada-Urizaharra,Euros,Peñacerrada-Urizaharra,14926.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Peñacerrada-Urizaharra,Euros,Peñacerrada-Urizaharra,17644.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Peñacerrada-Urizaharra,Euros,Peñacerrada-Urizaharra,13253.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Peñacerrada-Urizaharra,Euros,Peñacerrada-Urizaharra,16715.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Peñacerrada-Urizaharra,Euros,Peñacerrada-Urizaharra,14484.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Peñacerrada-Urizaharra,Euros,Peñacerrada-Urizaharra,16408.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Peñacerrada-Urizaharra,Euros,Peñacerrada-Urizaharra,12959.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Peñacerrada-Urizaharra,Euros,Peñacerrada-Urizaharra,15295.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Peñacerrada-Urizaharra,Euros,Peñacerrada-Urizaharra,14745.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Plentzia,Euros,Plentzia,15350.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Plentzia,Euros,Plentzia,18591.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Plentzia,Euros,Plentzia,15413.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Plentzia,Euros,Plentzia,14433.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Plentzia,Euros,Plentzia,15397.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Plentzia,Euros,Plentzia,15152.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Plentzia,Euros,Plentzia,15680.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Plentzia,Euros,Plentzia,15903.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Plentzia,Euros,Plentzia,16930.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Plentzia,Euros,Plentzia,17203.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Plentzia,Euros,Plentzia,14504.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Portugalete,Euros,Portugalete,10548.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Portugalete,Euros,Portugalete,11342.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Portugalete,Euros,Portugalete,10835.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Portugalete,Euros,Portugalete,12584.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Portugalete,Euros,Portugalete,10974.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Portugalete,Euros,Portugalete,12446.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Portugalete,Euros,Portugalete,10113.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Portugalete,Euros,Portugalete,13226.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Portugalete,Euros,Portugalete,9977.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Portugalete,Euros,Portugalete,10343.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Portugalete,Euros,Portugalete,11447.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Ribera Baja/Erriberabeitia,Euros,Ribera Baja/Erriberabeitia,14397.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Ribera Baja/Erriberabeitia,Euros,Ribera Baja/Erriberabeitia,11563.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Ribera Baja/Erriberabeitia,Euros,Ribera Baja/Erriberabeitia,13220.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Ribera Baja/Erriberabeitia,Euros,Ribera Baja/Erriberabeitia,11636.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Ribera Baja/Erriberabeitia,Euros,Ribera Baja/Erriberabeitia,11030.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Ribera Baja/Erriberabeitia,Euros,Ribera Baja/Erriberabeitia,11826.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Ribera Baja/Erriberabeitia,Euros,Ribera Baja/Erriberabeitia,10875.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Ribera Baja/Erriberabeitia,Euros,Ribera Baja/Erriberabeitia,12939.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Ribera Baja/Erriberabeitia,Euros,Ribera Baja/Erriberabeitia,11432.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Ribera Baja/Erriberabeitia,Euros,Ribera Baja/Erriberabeitia,12773.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Ribera Baja/Erriberabeitia,Euros,Ribera Baja/Erriberabeitia,12896.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Samaniego,Euros,Samaniego,13187.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Samaniego,Euros,Samaniego,11994.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Samaniego,Euros,Samaniego,13240.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Samaniego,Euros,Samaniego,12515.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Samaniego,Euros,Samaniego,10609.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Samaniego,Euros,Samaniego,13905.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Samaniego,Euros,Samaniego,11948.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Samaniego,Euros,Samaniego,11921.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Samaniego,Euros,Samaniego,12599.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Samaniego,Euros,Samaniego,11869.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Samaniego,Euros,Samaniego,12865.0
2015,Renta personal media,Mujer,Renta del trabajo,,,San Millán/Donemiliaga,Euros,San Millán/Donemiliaga,14180.0
2021,Renta personal media,Mujer,Renta del trabajo,,,San Millán/Donemiliaga,Euros,San Millán/Donemiliaga,17010.0
2017,Renta personal media,Mujer,Renta del trabajo,,,San Millán/Donemiliaga,Euros,San Millán/Donemiliaga,14616.0
2016,Renta personal media,Mujer,Renta del trabajo,,,San Millán/Donemiliaga,Euros,San Millán/Donemiliaga,14036.0
2014,Renta personal media,Mujer,Renta del trabajo,,,San Millán/Donemiliaga,Euros,San Millán/Donemiliaga,13829.0
2011,Renta personal media,Mujer,Renta del trabajo,,,San Millán/Donemiliaga,Euros,San Millán/Donemiliaga,13936.0
2019,Renta personal media,Mujer,Renta del trabajo,,,San Millán/Donemiliaga,Euros,San Millán/Donemiliaga,16520.0
2013,Renta personal media,Mujer,Renta del trabajo,,,San Millán/Donemiliaga,Euros,San Millán/Donemiliaga,14486.0
2018,Renta personal media,Mujer,Renta del trabajo,,,San Millán/Donemiliaga,Euros,San Millán/Donemiliaga,14742.0
2009,Renta personal media,Mujer,Renta del trabajo,,,San Millán/Donemiliaga,Euros,San Millán/Donemiliaga,13647.0
2020,Renta personal media,Mujer,Renta del trabajo,,,San Millán/Donemiliaga,Euros,San Millán/Donemiliaga,16728.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Santurtzi,Euros,Santurtzi,9592.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Santurtzi,Euros,Santurtzi,12183.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Santurtzi,Euros,Santurtzi,10048.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Santurtzi,Euros,Santurtzi,9790.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Santurtzi,Euros,Santurtzi,11161.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Santurtzi,Euros,Santurtzi,12986.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Santurtzi,Euros,Santurtzi,9685.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Santurtzi,Euros,Santurtzi,10593.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Santurtzi,Euros,Santurtzi,10382.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Santurtzi,Euros,Santurtzi,11036.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Santurtzi,Euros,Santurtzi,12383.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Segura,Euros,Segura,12436.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Segura,Euros,Segura,13197.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Segura,Euros,Segura,17922.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Segura,Euros,Segura,17035.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Segura,Euros,Segura,13867.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Segura,Euros,Segura,13065.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Segura,Euros,Segura,16257.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Segura,Euros,Segura,14125.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Segura,Euros,Segura,15279.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Segura,Euros,Segura,14694.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Segura,Euros,Segura,13070.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Sestao,Euros,Sestao,9119.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Sestao,Euros,Sestao,10817.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Sestao,Euros,Sestao,10087.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Sestao,Euros,Sestao,9689.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Sestao,Euros,Sestao,10946.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Sestao,Euros,Sestao,8896.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Sestao,Euros,Sestao,9593.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Sestao,Euros,Sestao,10008.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Sestao,Euros,Sestao,9250.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Sestao,Euros,Sestao,11469.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Sestao,Euros,Sestao,8909.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Sondika,Euros,Sondika,12982.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Sondika,Euros,Sondika,12878.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Sondika,Euros,Sondika,13794.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Sondika,Euros,Sondika,19034.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Sondika,Euros,Sondika,12573.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Sondika,Euros,Sondika,15556.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Sondika,Euros,Sondika,12802.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Sondika,Euros,Sondika,13516.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Sondika,Euros,Sondika,13126.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Sondika,Euros,Sondika,13873.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Sondika,Euros,Sondika,15219.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Sopela,Euros,Sopela,15636.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Sopela,Euros,Sopela,18318.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Sopela,Euros,Sopela,14268.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Sopela,Euros,Sopela,16832.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Sopela,Euros,Sopela,17030.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Sopela,Euros,Sopela,15407.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Sopela,Euros,Sopela,13573.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Sopela,Euros,Sopela,13520.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Sopela,Euros,Sopela,13890.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Sopela,Euros,Sopela,14375.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Sopela,Euros,Sopela,14661.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Sopuerta,Euros,Sopuerta,11066.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Sopuerta,Euros,Sopuerta,12228.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Sopuerta,Euros,Sopuerta,12947.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Sopuerta,Euros,Sopuerta,11666.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Sopuerta,Euros,Sopuerta,11157.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Sopuerta,Euros,Sopuerta,14571.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Sopuerta,Euros,Sopuerta,13507.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Sopuerta,Euros,Sopuerta,11379.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Sopuerta,Euros,Sopuerta,12444.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Sopuerta,Euros,Sopuerta,10862.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Sopuerta,Euros,Sopuerta,13500.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Soraluze-Placencia de las Armas,Euros,Soraluze-Placencia de las Armas,11500.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Soraluze-Placencia de las Armas,Euros,Soraluze-Placencia de las Armas,12887.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Soraluze-Placencia de las Armas,Euros,Soraluze-Placencia de las Armas,10536.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Soraluze-Placencia de las Armas,Euros,Soraluze-Placencia de las Armas,12931.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Soraluze-Placencia de las Armas,Euros,Soraluze-Placencia de las Armas,10787.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Soraluze-Placencia de las Armas,Euros,Soraluze-Placencia de las Armas,10865.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Soraluze-Placencia de las Armas,Euros,Soraluze-Placencia de las Armas,11883.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Soraluze-Placencia de las Armas,Euros,Soraluze-Placencia de las Armas,12357.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Soraluze-Placencia de las Armas,Euros,Soraluze-Placencia de las Armas,13237.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Soraluze-Placencia de las Armas,Euros,Soraluze-Placencia de las Armas,10382.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Soraluze-Placencia de las Armas,Euros,Soraluze-Placencia de las Armas,11410.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Sukarrieta,Euros,Sukarrieta,19432.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Sukarrieta,Euros,Sukarrieta,19054.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Sukarrieta,Euros,Sukarrieta,20755.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Sukarrieta,Euros,Sukarrieta,16984.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Sukarrieta,Euros,Sukarrieta,18890.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Sukarrieta,Euros,Sukarrieta,18735.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Sukarrieta,Euros,Sukarrieta,17819.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Sukarrieta,Euros,Sukarrieta,16536.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Sukarrieta,Euros,Sukarrieta,21348.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Sukarrieta,Euros,Sukarrieta,17778.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Sukarrieta,Euros,Sukarrieta,16849.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Tolosa,Euros,Tolosa,17669.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Tolosa,Euros,Tolosa,13879.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Tolosa,Euros,Tolosa,15705.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Tolosa,Euros,Tolosa,14079.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Tolosa,Euros,Tolosa,14345.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Tolosa,Euros,Tolosa,16879.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Tolosa,Euros,Tolosa,14716.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Tolosa,Euros,Tolosa,16372.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Tolosa,Euros,Tolosa,15513.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Tolosa,Euros,Tolosa,13935.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Tolosa,Euros,Tolosa,14491.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Trucios-Turtzioz,Euros,Trucios-Turtzioz,9672.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Trucios-Turtzioz,Euros,Trucios-Turtzioz,8831.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Trucios-Turtzioz,Euros,Trucios-Turtzioz,8682.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Trucios-Turtzioz,Euros,Trucios-Turtzioz,9622.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Trucios-Turtzioz,Euros,Trucios-Turtzioz,9139.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Trucios-Turtzioz,Euros,Trucios-Turtzioz,9464.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Trucios-Turtzioz,Euros,Trucios-Turtzioz,8138.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Trucios-Turtzioz,Euros,Trucios-Turtzioz,9553.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Trucios-Turtzioz,Euros,Trucios-Turtzioz,8765.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Trucios-Turtzioz,Euros,Trucios-Turtzioz,8204.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Trucios-Turtzioz,Euros,Trucios-Turtzioz,11294.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Ubide,Euros,Ubide,10628.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Ubide,Euros,Ubide,11122.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Ubide,Euros,Ubide,12032.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Ubide,Euros,Ubide,14215.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Ubide,Euros,Ubide,10812.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Ubide,Euros,Ubide,12643.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Ubide,Euros,Ubide,12465.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Ubide,Euros,Ubide,12239.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Ubide,Euros,Ubide,13768.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Ubide,Euros,Ubide,11375.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Ubide,Euros,Ubide,14248.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Ugao-Miraballes,Euros,Ugao-Miraballes,10819.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Ugao-Miraballes,Euros,Ugao-Miraballes,12169.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Ugao-Miraballes,Euros,Ugao-Miraballes,13459.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Ugao-Miraballes,Euros,Ugao-Miraballes,12113.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Ugao-Miraballes,Euros,Ugao-Miraballes,11050.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Ugao-Miraballes,Euros,Ugao-Miraballes,10662.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Ugao-Miraballes,Euros,Ugao-Miraballes,11492.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Ugao-Miraballes,Euros,Ugao-Miraballes,14065.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Ugao-Miraballes,Euros,Ugao-Miraballes,10972.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Ugao-Miraballes,Euros,Ugao-Miraballes,13301.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Ugao-Miraballes,Euros,Ugao-Miraballes,11529.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Urduliz,Euros,Urduliz,14244.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Urduliz,Euros,Urduliz,17769.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Urduliz,Euros,Urduliz,11916.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Urduliz,Euros,Urduliz,12950.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Urduliz,Euros,Urduliz,13575.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Urduliz,Euros,Urduliz,15477.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Urduliz,Euros,Urduliz,13929.0
