Year,Tipo de valor,Territorio,Comarca,Municipio,Units,GeoCode,Serie,Value
2017,Nominal,,,Markina-Xemein,Porcentaje,Markina-Xemein,Valor añadido del sector manufacturo en proporción al PIB,17.8
2018,Nominal,,,Markina-Xemein,Euro per cápita,Markina-Xemein,Valor añadido del sector manufacturo,4822.8
2014,Nominal,,,Markina-Xemein,Porcentaje,Markina-Xemein,Valor añadido del sector manufacturo en proporción al PIB,16.6
2015,Nominal,,,Maruri-Jatabe,Euro per cápita,Maruri-Jatabe,Valor añadido del sector manufacturo,164.5
2018,Nominal,,,Maruri-Jatabe,Euro per cápita,Maruri-Jatabe,Valor añadido del sector manufacturo,274.3
2020,Nominal,,,Maruri-Jatabe,Euro per cápita,Maruri-Jatabe,Valor añadido del sector manufacturo,230.2
2016,Nominal,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,Valor añadido del sector manufacturo en proporción al PIB,1.3
2014,Nominal,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,Valor añadido del sector manufacturo en proporción al PIB,0.6
2015,Nominal,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,Valor añadido del sector manufacturo en proporción al PIB,0.8
2017,Nominal,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,Valor añadido del sector manufacturo en proporción al PIB,1.5
2021,Nominal,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,Valor añadido del sector manufacturo en proporción al PIB,1.8
2016,Nominal,,,Maruri-Jatabe,Euro per cápita,Maruri-Jatabe,Valor añadido del sector manufacturo,219.7
2019,Nominal,,,Maruri-Jatabe,Euro per cápita,Maruri-Jatabe,Valor añadido del sector manufacturo,407.8
2014,Nominal,,,Maruri-Jatabe,Euro per cápita,Maruri-Jatabe,Valor añadido del sector manufacturo,94.8
2017,Nominal,,,Maruri-Jatabe,Euro per cápita,Maruri-Jatabe,Valor añadido del sector manufacturo,336.6
2021,Nominal,,,Maruri-Jatabe,Euro per cápita,Maruri-Jatabe,Valor añadido del sector manufacturo,380.5
2018,Nominal,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,Valor añadido del sector manufacturo en proporción al PIB,1.2
2020,Nominal,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,Valor añadido del sector manufacturo en proporción al PIB,1.4
2019,Nominal,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,Valor añadido del sector manufacturo en proporción al PIB,1.9
2019,Nominal,,,Mendaro,Porcentaje,Mendaro,Valor añadido del sector manufacturo en proporción al PIB,44.3
2020,Nominal,,,Mendaro,Porcentaje,Mendaro,Valor añadido del sector manufacturo en proporción al PIB,42.1
2017,Nominal,,,Mendaro,Porcentaje,Mendaro,Valor añadido del sector manufacturo en proporción al PIB,47.1
2018,Nominal,,,Mendaro,Porcentaje,Mendaro,Valor añadido del sector manufacturo en proporción al PIB,43.7
2014,Nominal,,,Mendaro,Porcentaje,Mendaro,Valor añadido del sector manufacturo en proporción al PIB,40.9
2021,Nominal,,,Mendaro,Porcentaje,Mendaro,Valor añadido del sector manufacturo en proporción al PIB,42.6
2016,Nominal,,,Mendaro,Porcentaje,Mendaro,Valor añadido del sector manufacturo en proporción al PIB,42.6
2021,Nominal,,,Mendaro,Euro per cápita,Mendaro,Valor añadido del sector manufacturo,33211.3
2015,Nominal,,,Mendaro,Euro per cápita,Mendaro,Valor añadido del sector manufacturo,27169.3
2019,Nominal,,,Mendaro,Euro per cápita,Mendaro,Valor añadido del sector manufacturo,33468.3
2017,Nominal,,,Mendaro,Euro per cápita,Mendaro,Valor añadido del sector manufacturo,29996.7
2014,Nominal,,,Mendaro,Euro per cápita,Mendaro,Valor añadido del sector manufacturo,24162.5
2016,Nominal,,,Mendaro,Euro per cápita,Mendaro,Valor añadido del sector manufacturo,26602.3
2018,Nominal,,,Mendaro,Euro per cápita,Mendaro,Valor añadido del sector manufacturo,30710.1
2020,Nominal,,,Mendaro,Euro per cápita,Mendaro,Valor añadido del sector manufacturo,29624.5
2015,Nominal,,,Mendaro,Porcentaje,Mendaro,Valor añadido del sector manufacturo en proporción al PIB,42.1
2018,Nominal,,,Mendata,Euro per cápita,Mendata,Valor añadido del sector manufacturo,0.0
2016,Nominal,,,Mendata,Euro per cápita,Mendata,Valor añadido del sector manufacturo,0.0
2014,Nominal,,,Mendata,Euro per cápita,Mendata,Valor añadido del sector manufacturo,0.0
2020,Nominal,,,Mendata,Porcentaje,Mendata,Valor añadido del sector manufacturo en proporción al PIB,0.0
2018,Nominal,,,Mendata,Porcentaje,Mendata,Valor añadido del sector manufacturo en proporción al PIB,0.0
2014,Nominal,,,Mendata,Porcentaje,Mendata,Valor añadido del sector manufacturo en proporción al PIB,0.0
2015,Nominal,,,Mendata,Porcentaje,Mendata,Valor añadido del sector manufacturo en proporción al PIB,0.0
2019,Nominal,,,Mendata,Porcentaje,Mendata,Valor añadido del sector manufacturo en proporción al PIB,0.0
2021,Nominal,,,Mendata,Porcentaje,Mendata,Valor añadido del sector manufacturo en proporción al PIB,2.2
2019,Nominal,,,Mendata,Euro per cápita,Mendata,Valor añadido del sector manufacturo,0.0
2015,Nominal,,,Mendata,Euro per cápita,Mendata,Valor añadido del sector manufacturo,0.0
2021,Nominal,,,Mendata,Euro per cápita,Mendata,Valor añadido del sector manufacturo,310.1
2017,Nominal,,,Mendata,Euro per cápita,Mendata,Valor añadido del sector manufacturo,0.0
2020,Nominal,,,Mendata,Euro per cápita,Mendata,Valor añadido del sector manufacturo,0.0
2016,Nominal,,,Mendata,Porcentaje,Mendata,Valor añadido del sector manufacturo en proporción al PIB,0.0
2017,Nominal,,,Mendata,Porcentaje,Mendata,Valor añadido del sector manufacturo en proporción al PIB,0.0
2020,Nominal,,,Mendexa,Euro per cápita,Mendexa,Valor añadido del sector manufacturo,1212.6
2020,Nominal,,,Mendexa,Porcentaje,Mendexa,Valor añadido del sector manufacturo en proporción al PIB,7.5
2015,Nominal,,,Mendexa,Porcentaje,Mendexa,Valor añadido del sector manufacturo en proporción al PIB,9.4
2018,Nominal,,,Mendexa,Euro per cápita,Mendexa,Valor añadido del sector manufacturo,2180.3
2016,Nominal,,,Mendexa,Euro per cápita,Mendexa,Valor añadido del sector manufacturo,1899.3
2014,Nominal,,,Mendexa,Euro per cápita,Mendexa,Valor añadido del sector manufacturo,1644.3
2016,Nominal,,,Mendexa,Porcentaje,Mendexa,Valor añadido del sector manufacturo en proporción al PIB,9.4
2014,Nominal,,,Mendexa,Porcentaje,Mendexa,Valor añadido del sector manufacturo en proporción al PIB,9.5
2019,Nominal,,,Mendexa,Porcentaje,Mendexa,Valor añadido del sector manufacturo en proporción al PIB,9.2
2021,Nominal,,,Mendexa,Porcentaje,Mendexa,Valor añadido del sector manufacturo en proporción al PIB,7.2
2017,Nominal,,,Mendexa,Porcentaje,Mendexa,Valor añadido del sector manufacturo en proporción al PIB,12.0
2015,Nominal,,,Mendexa,Euro per cápita,Mendexa,Valor añadido del sector manufacturo,1583.5
2018,Nominal,,,Mendexa,Porcentaje,Mendexa,Valor añadido del sector manufacturo en proporción al PIB,9.8
2019,Nominal,,,Mendexa,Euro per cápita,Mendexa,Valor añadido del sector manufacturo,1834.9
2017,Nominal,,,Mendexa,Euro per cápita,Mendexa,Valor añadido del sector manufacturo,2514.0
2021,Nominal,,,Mendexa,Euro per cápita,Mendexa,Valor añadido del sector manufacturo,1420.6
2018,Nominal,,,Meñaka,Euro per cápita,Meñaka,Valor añadido del sector manufacturo,257.9
2016,Nominal,,,Meñaka,Euro per cápita,Meñaka,Valor añadido del sector manufacturo,159.9
2014,Nominal,,,Meñaka,Euro per cápita,Meñaka,Valor añadido del sector manufacturo,144.0
2015,Nominal,,,Meñaka,Porcentaje,Meñaka,Valor añadido del sector manufacturo en proporción al PIB,2.2
2019,Nominal,,,Meñaka,Porcentaje,Meñaka,Valor añadido del sector manufacturo en proporción al PIB,2.0
2018,Nominal,,,Meñaka,Porcentaje,Meñaka,Valor añadido del sector manufacturo en proporción al PIB,1.5
2014,Nominal,,,Meñaka,Porcentaje,Meñaka,Valor añadido del sector manufacturo en proporción al PIB,0.8
2017,Nominal,,,Meñaka,Porcentaje,Meñaka,Valor añadido del sector manufacturo en proporción al PIB,0.9
2021,Nominal,,,Meñaka,Porcentaje,Meñaka,Valor añadido del sector manufacturo en proporción al PIB,1.2
2015,Nominal,,,Meñaka,Euro per cápita,Meñaka,Valor añadido del sector manufacturo,454.2
2019,Nominal,,,Meñaka,Euro per cápita,Meñaka,Valor añadido del sector manufacturo,417.8
2021,Nominal,,,Meñaka,Euro per cápita,Meñaka,Valor añadido del sector manufacturo,202.3
2017,Nominal,,,Meñaka,Euro per cápita,Meñaka,Valor añadido del sector manufacturo,162.1
2020,Nominal,,,Meñaka,Porcentaje,Meñaka,Valor añadido del sector manufacturo en proporción al PIB,0.6
2020,Nominal,,,Meñaka,Euro per cápita,Meñaka,Valor añadido del sector manufacturo,110.2
2016,Nominal,,,Meñaka,Porcentaje,Meñaka,Valor añadido del sector manufacturo en proporción al PIB,0.9
2017,Nominal,,,Moreda de Álava/Moreda Araba,Euro per cápita,Moreda de Álava/Moreda Araba,Valor añadido del sector manufacturo,6366.5
2020,Nominal,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,Valor añadido del sector manufacturo en proporción al PIB,34.8
2014,Nominal,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,Valor añadido del sector manufacturo en proporción al PIB,23.3
2021,Nominal,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,Valor añadido del sector manufacturo en proporción al PIB,36.0
2018,Nominal,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,Valor añadido del sector manufacturo en proporción al PIB,29.1
2017,Nominal,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,Valor añadido del sector manufacturo en proporción al PIB,27.4
2015,Nominal,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,Valor añadido del sector manufacturo en proporción al PIB,19.5
2015,Nominal,,,Moreda de Álava/Moreda Araba,Euro per cápita,Moreda de Álava/Moreda Araba,Valor añadido del sector manufacturo,5112.0
2019,Nominal,,,Moreda de Álava/Moreda Araba,Euro per cápita,Moreda de Álava/Moreda Araba,Valor añadido del sector manufacturo,5897.6
2020,Nominal,,,Moreda de Álava/Moreda Araba,Euro per cápita,Moreda de Álava/Moreda Araba,Valor añadido del sector manufacturo,8392.4
2014,Nominal,,,Moreda de Álava/Moreda Araba,Euro per cápita,Moreda de Álava/Moreda Araba,Valor añadido del sector manufacturo,4944.0
2016,Nominal,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,Valor añadido del sector manufacturo en proporción al PIB,21.8
2021,Nominal,,,Moreda de Álava/Moreda Araba,Euro per cápita,Moreda de Álava/Moreda Araba,Valor añadido del sector manufacturo,10011.6
2018,Nominal,,,Moreda de Álava/Moreda Araba,Euro per cápita,Moreda de Álava/Moreda Araba,Valor añadido del sector manufacturo,7289.5
2016,Nominal,,,Moreda de Álava/Moreda Araba,Euro per cápita,Moreda de Álava/Moreda Araba,Valor añadido del sector manufacturo,5131.7
2019,Nominal,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,Valor añadido del sector manufacturo en proporción al PIB,25.3
2017,Nominal,,,Morga,Euro per cápita,Morga,Valor añadido del sector manufacturo,1392.8
2019,Nominal,,,Morga,Euro per cápita,Morga,Valor añadido del sector manufacturo,5159.4
2018,Nominal,,,Morga,Euro per cápita,Morga,Valor añadido del sector manufacturo,2452.3
2020,Nominal,,,Morga,Euro per cápita,Morga,Valor añadido del sector manufacturo,675.8
2014,Nominal,,,Morga,Euro per cápita,Morga,Valor añadido del sector manufacturo,1100.8
2018,Nominal,,,Morga,Porcentaje,Morga,Valor añadido del sector manufacturo en proporción al PIB,13.3
2015,Nominal,,,Morga,Porcentaje,Morga,Valor añadido del sector manufacturo en proporción al PIB,6.8
2019,Nominal,,,Morga,Porcentaje,Morga,Valor añadido del sector manufacturo en proporción al PIB,21.3
2016,Nominal,,,Morga,Porcentaje,Morga,Valor añadido del sector manufacturo en proporción al PIB,5.1
2014,Nominal,,,Morga,Porcentaje,Morga,Valor añadido del sector manufacturo en proporción al PIB,7.8
2017,Nominal,,,Morga,Porcentaje,Morga,Valor añadido del sector manufacturo en proporción al PIB,8.5
2021,Nominal,,,Morga,Porcentaje,Morga,Valor añadido del sector manufacturo en proporción al PIB,6.1
2015,Nominal,,,Morga,Euro per cápita,Morga,Valor añadido del sector manufacturo,924.0
2021,Nominal,,,Morga,Euro per cápita,Morga,Valor añadido del sector manufacturo,1004.7
2020,Nominal,,,Morga,Porcentaje,Morga,Valor añadido del sector manufacturo en proporción al PIB,4.4
2016,Nominal,,,Morga,Euro per cápita,Morga,Valor añadido del sector manufacturo,778.0
2017,Nominal,,,Mundaka,Euro per cápita,Mundaka,Valor añadido del sector manufacturo,2766.0
2014,Nominal,,,Mundaka,Euro per cápita,Mundaka,Valor añadido del sector manufacturo,2735.5
2016,Nominal,,,Mundaka,Euro per cápita,Mundaka,Valor añadido del sector manufacturo,3360.6
2018,Nominal,,,Mundaka,Euro per cápita,Mundaka,Valor añadido del sector manufacturo,2463.5
2015,Nominal,,,Mundaka,Porcentaje,Mundaka,Valor añadido del sector manufacturo en proporción al PIB,11.7
2020,Nominal,,,Mundaka,Porcentaje,Mundaka,Valor añadido del sector manufacturo en proporción al PIB,13.0
2019,Nominal,,,Mundaka,Porcentaje,Mundaka,Valor añadido del sector manufacturo en proporción al PIB,9.0
2014,Nominal,,,Mundaka,Porcentaje,Mundaka,Valor añadido del sector manufacturo en proporción al PIB,9.9
2016,Nominal,,,Mundaka,Porcentaje,Mundaka,Valor añadido del sector manufacturo en proporción al PIB,11.3
2017,Nominal,,,Mundaka,Porcentaje,Mundaka,Valor añadido del sector manufacturo en proporción al PIB,8.9
2021,Nominal,,,Mundaka,Porcentaje,Mundaka,Valor añadido del sector manufacturo en proporción al PIB,13.2
2015,Nominal,,,Mundaka,Euro per cápita,Mundaka,Valor añadido del sector manufacturo,3355.1
2019,Nominal,,,Mundaka,Euro per cápita,Mundaka,Valor añadido del sector manufacturo,2183.3
2018,Nominal,,,Mundaka,Porcentaje,Mundaka,Valor añadido del sector manufacturo en proporción al PIB,8.2
2020,Nominal,,,Mundaka,Euro per cápita,Mundaka,Valor añadido del sector manufacturo,2879.9
2021,Nominal,,,Mundaka,Euro per cápita,Mundaka,Valor añadido del sector manufacturo,3039.7
2019,Nominal,,,Mungia,Euro per cápita,Mungia,Valor añadido del sector manufacturo,13243.9
2016,Nominal,,,Mungia,Euro per cápita,Mungia,Valor añadido del sector manufacturo,12066.5
2017,Nominal,,,Mungia,Euro per cápita,Mungia,Valor añadido del sector manufacturo,12528.4
2020,Nominal,,,Mungia,Euro per cápita,Mungia,Valor añadido del sector manufacturo,12737.8
2014,Nominal,,,Mungia,Euro per cápita,Mungia,Valor añadido del sector manufacturo,11940.3
2018,Nominal,,,Mungia,Porcentaje,Mungia,Valor añadido del sector manufacturo en proporción al PIB,34.8
2015,Nominal,,,Mungia,Porcentaje,Mungia,Valor añadido del sector manufacturo en proporción al PIB,32.8
2015,Nominal,,,Mungia,Euro per cápita,Mungia,Valor añadido del sector manufacturo,12017.2
2019,Nominal,,,Mungia,Porcentaje,Mungia,Valor añadido del sector manufacturo en proporción al PIB,33.8
2020,Nominal,,,Mungia,Porcentaje,Mungia,Valor añadido del sector manufacturo en proporción al PIB,35.2
2014,Nominal,,,Mungia,Porcentaje,Mungia,Valor añadido del sector manufacturo en proporción al PIB,32.5
2017,Nominal,,,Mungia,Porcentaje,Mungia,Valor añadido del sector manufacturo en proporción al PIB,35.0
2021,Nominal,,,Mungia,Porcentaje,Mungia,Valor añadido del sector manufacturo en proporción al PIB,35.1
2021,Nominal,,,Mungia,Euro per cápita,Mungia,Valor añadido del sector manufacturo,14016.8
2018,Nominal,,,Mungia,Euro per cápita,Mungia,Valor añadido del sector manufacturo,12843.9
2016,Nominal,,,Mungia,Porcentaje,Mungia,Valor añadido del sector manufacturo en proporción al PIB,35.1
2019,Nominal,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,Valor añadido del sector manufacturo en proporción al PIB,0.0
2014,Nominal,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,Valor añadido del sector manufacturo en proporción al PIB,0.0
2015,Nominal,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,Valor añadido del sector manufacturo en proporción al PIB,0.0
2017,Nominal,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,Valor añadido del sector manufacturo en proporción al PIB,0.0
2016,Nominal,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,Valor añadido del sector manufacturo en proporción al PIB,0.0
2021,Nominal,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,Valor añadido del sector manufacturo en proporción al PIB,0.0
2020,Nominal,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,Valor añadido del sector manufacturo en proporción al PIB,0.0
2018,Nominal,,,Munitibar-Arbatzegi Gerrikaitz,Euro per cápita,Munitibar-Arbatzegi Gerrikaitz,Valor añadido del sector manufacturo,0.0
2019,Nominal,,,Munitibar-Arbatzegi Gerrikaitz,Euro per cápita,Munitibar-Arbatzegi Gerrikaitz,Valor añadido del sector manufacturo,0.0
2017,Nominal,,,Munitibar-Arbatzegi Gerrikaitz,Euro per cápita,Munitibar-Arbatzegi Gerrikaitz,Valor añadido del sector manufacturo,0.0
2014,Nominal,,,Munitibar-Arbatzegi Gerrikaitz,Euro per cápita,Munitibar-Arbatzegi Gerrikaitz,Valor añadido del sector manufacturo,0.0
2015,Nominal,,,Munitibar-Arbatzegi Gerrikaitz,Euro per cápita,Munitibar-Arbatzegi Gerrikaitz,Valor añadido del sector manufacturo,0.0
2016,Nominal,,,Munitibar-Arbatzegi Gerrikaitz,Euro per cápita,Munitibar-Arbatzegi Gerrikaitz,Valor añadido del sector manufacturo,0.0
2020,Nominal,,,Munitibar-Arbatzegi Gerrikaitz,Euro per cápita,Munitibar-Arbatzegi Gerrikaitz,Valor añadido del sector manufacturo,0.0
2021,Nominal,,,Munitibar-Arbatzegi Gerrikaitz,Euro per cápita,Munitibar-Arbatzegi Gerrikaitz,Valor añadido del sector manufacturo,0.0
2018,Nominal,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,Valor añadido del sector manufacturo en proporción al PIB,0.0
2020,Nominal,,,Murueta,Porcentaje,Murueta,Valor añadido del sector manufacturo en proporción al PIB,-21.7
2020,Nominal,,,Murueta,Euro per cápita,Murueta,Valor añadido del sector manufacturo,-2213.7
2015,Nominal,,,Murueta,Porcentaje,Murueta,Valor añadido del sector manufacturo en proporción al PIB,50.3
2018,Nominal,,,Murueta,Porcentaje,Murueta,Valor añadido del sector manufacturo en proporción al PIB,21.7
2019,Nominal,,,Murueta,Euro per cápita,Murueta,Valor añadido del sector manufacturo,8708.9
2019,Nominal,,,Murueta,Porcentaje,Murueta,Valor añadido del sector manufacturo en proporción al PIB,34.5
2017,Nominal,,,Murueta,Porcentaje,Murueta,Valor añadido del sector manufacturo en proporción al PIB,21.6
2014,Nominal,,,Murueta,Euro per cápita,Murueta,Valor añadido del sector manufacturo,11564.9
2016,Nominal,,,Murueta,Euro per cápita,Murueta,Valor añadido del sector manufacturo,5856.4
2016,Nominal,,,Murueta,Porcentaje,Murueta,Valor añadido del sector manufacturo en proporción al PIB,26.3
