Year,Edad,Nivel educativo,Territorio,Comarca,Municipio,Units,GeoCode,Value
2010,10 años y más,Estudios medios,,,Sukarrieta,Porcentaje,Sukarrieta,27.5
2018,10 años y más,Estudios medios,,,Sukarrieta,Porcentaje,Sukarrieta,27.6
2013,10 años y más,Estudios medios,,,Sukarrieta,Porcentaje,Sukarrieta,23.1
2015,10 años y más,Estudios medios,,,Sukarrieta,Porcentaje,Sukarrieta,26.9
2021,10 años y más,Estudios medios,,,Sukarrieta,Porcentaje,Sukarrieta,22.0
2016,10 años y más,Estudios medios,,,Sukarrieta,Porcentaje,Sukarrieta,25.9
2014,10 años y más,Estudios medios,,,Sukarrieta,Porcentaje,Sukarrieta,24.5
2019,10 años y más,Estudios medios,,,Sukarrieta,Porcentaje,Sukarrieta,27.4
2010,10 años y más,Estudios medios,,,Tolosa,Porcentaje,Tolosa,20.8
2021,10 años y más,Estudios medios,,,Tolosa,Porcentaje,Tolosa,20.4
2016,10 años y más,Estudios medios,,,Tolosa,Porcentaje,Tolosa,20.2
2013,10 años y más,Estudios medios,,,Tolosa,Porcentaje,Tolosa,20.3
2015,10 años y más,Estudios medios,,,Tolosa,Porcentaje,Tolosa,20.5
2018,10 años y más,Estudios medios,,,Tolosa,Porcentaje,Tolosa,20.8
2019,10 años y más,Estudios medios,,,Tolosa,Porcentaje,Tolosa,20.6
2014,10 años y más,Estudios medios,,,Tolosa,Porcentaje,Tolosa,20.3
2020,10 años y más,Estudios medios,,,Tolosa,Porcentaje,Tolosa,20.1
2015,10 años y más,Estudios medios,,,Trucios-Turtzioz,Porcentaje,Trucios-Turtzioz,17.2
2016,10 años y más,Estudios medios,,,Trucios-Turtzioz,Porcentaje,Trucios-Turtzioz,15.7
2010,10 años y más,Estudios medios,,,Trucios-Turtzioz,Porcentaje,Trucios-Turtzioz,17.6
2019,10 años y más,Estudios medios,,,Trucios-Turtzioz,Porcentaje,Trucios-Turtzioz,17.2
2021,10 años y más,Estudios medios,,,Trucios-Turtzioz,Porcentaje,Trucios-Turtzioz,15.7
2018,10 años y más,Estudios medios,,,Trucios-Turtzioz,Porcentaje,Trucios-Turtzioz,17.0
2013,10 años y más,Estudios medios,,,Trucios-Turtzioz,Porcentaje,Trucios-Turtzioz,17.2
2020,10 años y más,Estudios medios,,,Trucios-Turtzioz,Porcentaje,Trucios-Turtzioz,14.9
2014,10 años y más,Estudios medios,,,Trucios-Turtzioz,Porcentaje,Trucios-Turtzioz,16.8
2020,10 años y más,Estudios medios,,,Ubide,Porcentaje,Ubide,15.7
2013,10 años y más,Estudios medios,,,Ubide,Porcentaje,Ubide,17.4
2016,10 años y más,Estudios medios,,,Ubide,Porcentaje,Ubide,17.2
2019,10 años y más,Estudios medios,,,Ubide,Porcentaje,Ubide,16.8
2014,10 años y más,Estudios medios,,,Ubide,Porcentaje,Ubide,15.7
2010,10 años y más,Estudios medios,,,Ubide,Porcentaje,Ubide,16.7
2021,10 años y más,Estudios medios,,,Ubide,Porcentaje,Ubide,17.0
2018,10 años y más,Estudios medios,,,Ubide,Porcentaje,Ubide,20.3
2015,10 años y más,Estudios medios,,,Ubide,Porcentaje,Ubide,17.1
2015,10 años y más,Estudios medios,,,Ugao-Miraballes,Porcentaje,Ugao-Miraballes,21.4
2020,10 años y más,Estudios medios,,,Ugao-Miraballes,Porcentaje,Ugao-Miraballes,21.4
2016,10 años y más,Estudios medios,,,Ugao-Miraballes,Porcentaje,Ugao-Miraballes,21.1
2021,10 años y más,Estudios medios,,,Ugao-Miraballes,Porcentaje,Ugao-Miraballes,21.9
2018,10 años y más,Estudios medios,,,Ugao-Miraballes,Porcentaje,Ugao-Miraballes,21.5
2014,10 años y más,Estudios medios,,,Ugao-Miraballes,Porcentaje,Ugao-Miraballes,21.3
2019,10 años y más,Estudios medios,,,Ugao-Miraballes,Porcentaje,Ugao-Miraballes,22.0
2013,10 años y más,Estudios medios,,,Ugao-Miraballes,Porcentaje,Ugao-Miraballes,21.5
2010,10 años y más,Estudios medios,,,Ugao-Miraballes,Porcentaje,Ugao-Miraballes,21.9
2010,10 años y más,Estudios medios,,,Urduliz,Porcentaje,Urduliz,20.7
2019,10 años y más,Estudios medios,,,Urduliz,Porcentaje,Urduliz,20.0
2014,10 años y más,Estudios medios,,,Urduliz,Porcentaje,Urduliz,19.9
2015,10 años y más,Estudios medios,,,Urduliz,Porcentaje,Urduliz,20.0
2020,10 años y más,Estudios medios,,,Urduliz,Porcentaje,Urduliz,20.0
2018,10 años y más,Estudios medios,,,Urduliz,Porcentaje,Urduliz,20.0
2013,10 años y más,Estudios medios,,,Urduliz,Porcentaje,Urduliz,20.2
2021,10 años y más,Estudios medios,,,Urduliz,Porcentaje,Urduliz,20.6
2016,10 años y más,Estudios medios,,,Urduliz,Porcentaje,Urduliz,20.1
2013,10 años y más,Estudios medios,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,21.6
2018,10 años y más,Estudios medios,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,23.6
2014,10 años y más,Estudios medios,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,21.9
2010,10 años y más,Estudios medios,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,21.8
2019,10 años y más,Estudios medios,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,22.5
2016,10 años y más,Estudios medios,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,22.0
2021,10 años y más,Estudios medios,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,22.5
2020,10 años y más,Estudios medios,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,22.0
2015,10 años y más,Estudios medios,,,Urduña/Orduña,Porcentaje,Urduña/Orduña,22.0
2020,10 años y más,Estudios medios,,,Urkabustaiz,Porcentaje,Urkabustaiz,24.7
2010,10 años y más,Estudios medios,,,Urkabustaiz,Porcentaje,Urkabustaiz,22.7
2018,10 años y más,Estudios medios,,,Urkabustaiz,Porcentaje,Urkabustaiz,23.6
2014,10 años y más,Estudios medios,,,Urkabustaiz,Porcentaje,Urkabustaiz,22.2
2015,10 años y más,Estudios medios,,,Urkabustaiz,Porcentaje,Urkabustaiz,23.5
2019,10 años y más,Estudios medios,,,Urkabustaiz,Porcentaje,Urkabustaiz,24.3
2016,10 años y más,Estudios medios,,,Urkabustaiz,Porcentaje,Urkabustaiz,24.5
2021,10 años y más,Estudios medios,,,Urkabustaiz,Porcentaje,Urkabustaiz,24.0
2013,10 años y más,Estudios medios,,,Urkabustaiz,Porcentaje,Urkabustaiz,23.1
2016,10 años y más,Estudios medios,,,Urnieta,Porcentaje,Urnieta,20.2
2018,10 años y más,Estudios medios,,,Urnieta,Porcentaje,Urnieta,20.5
2015,10 años y más,Estudios medios,,,Urnieta,Porcentaje,Urnieta,20.9
2013,10 años y más,Estudios medios,,,Urnieta,Porcentaje,Urnieta,20.3
2021,10 años y más,Estudios medios,,,Urnieta,Porcentaje,Urnieta,20.4
2010,10 años y más,Estudios medios,,,Urnieta,Porcentaje,Urnieta,20.7
2014,10 años y más,Estudios medios,,,Urnieta,Porcentaje,Urnieta,20.3
2019,10 años y más,Estudios medios,,,Urnieta,Porcentaje,Urnieta,20.2
2020,10 años y más,Estudios medios,,,Urnieta,Porcentaje,Urnieta,20.5
2020,10 años y más,Estudios medios,,,Urretxu,Porcentaje,Urretxu,20.2
2021,10 años y más,Estudios medios,,,Urretxu,Porcentaje,Urretxu,21.0
2010,10 años y más,Estudios medios,,,Urretxu,Porcentaje,Urretxu,19.8
2014,10 años y más,Estudios medios,,,Urretxu,Porcentaje,Urretxu,20.0
2018,10 años y más,Estudios medios,,,Urretxu,Porcentaje,Urretxu,20.9
2013,10 años y más,Estudios medios,,,Urretxu,Porcentaje,Urretxu,19.8
2019,10 años y más,Estudios medios,,,Urretxu,Porcentaje,Urretxu,20.5
2015,10 años y más,Estudios medios,,,Urretxu,Porcentaje,Urretxu,20.1
2016,10 años y más,Estudios medios,,,Urretxu,Porcentaje,Urretxu,19.8
2021,10 años y más,Estudios medios,,,Usurbil,Porcentaje,Usurbil,20.7
2010,10 años y más,Estudios medios,,,Usurbil,Porcentaje,Usurbil,19.2
2019,10 años y más,Estudios medios,,,Usurbil,Porcentaje,Usurbil,20.9
2016,10 años y más,Estudios medios,,,Usurbil,Porcentaje,Usurbil,19.7
2018,10 años y más,Estudios medios,,,Usurbil,Porcentaje,Usurbil,20.4
2020,10 años y más,Estudios medios,,,Usurbil,Porcentaje,Usurbil,20.0
2015,10 años y más,Estudios medios,,,Usurbil,Porcentaje,Usurbil,19.8
2013,10 años y más,Estudios medios,,,Usurbil,Porcentaje,Usurbil,19.5
2014,10 años y más,Estudios medios,,,Usurbil,Porcentaje,Usurbil,19.6
2013,10 años y más,Estudios medios,,,Valdegovía/Gaubea,Porcentaje,Valdegovía/Gaubea,17.6
2018,10 años y más,Estudios medios,,,Valdegovía/Gaubea,Porcentaje,Valdegovía/Gaubea,20.6
2015,10 años y más,Estudios medios,,,Valdegovía/Gaubea,Porcentaje,Valdegovía/Gaubea,18.3
2021,10 años y más,Estudios medios,,,Valdegovía/Gaubea,Porcentaje,Valdegovía/Gaubea,20.1
2019,10 años y más,Estudios medios,,,Valdegovía/Gaubea,Porcentaje,Valdegovía/Gaubea,19.0
2016,10 años y más,Estudios medios,,,Valdegovía/Gaubea,Porcentaje,Valdegovía/Gaubea,18.9
2010,10 años y más,Estudios medios,,,Valdegovía/Gaubea,Porcentaje,Valdegovía/Gaubea,17.0
2020,10 años y más,Estudios medios,,,Valdegovía/Gaubea,Porcentaje,Valdegovía/Gaubea,19.5
2014,10 años y más,Estudios medios,,,Valdegovía/Gaubea,Porcentaje,Valdegovía/Gaubea,17.5
2016,10 años y más,Estudios medios,,,Valle de Trápaga-Trapagaran,Porcentaje,Valle de Trápaga-Trapagaran,20.0
2018,10 años y más,Estudios medios,,,Valle de Trápaga-Trapagaran,Porcentaje,Valle de Trápaga-Trapagaran,21.1
2020,10 años y más,Estudios medios,,,Valle de Trápaga-Trapagaran,Porcentaje,Valle de Trápaga-Trapagaran,20.7
2015,10 años y más,Estudios medios,,,Valle de Trápaga-Trapagaran,Porcentaje,Valle de Trápaga-Trapagaran,19.7
2013,10 años y más,Estudios medios,,,Valle de Trápaga-Trapagaran,Porcentaje,Valle de Trápaga-Trapagaran,19.6
2021,10 años y más,Estudios medios,,,Valle de Trápaga-Trapagaran,Porcentaje,Valle de Trápaga-Trapagaran,21.0
2010,10 años y más,Estudios medios,,,Valle de Trápaga-Trapagaran,Porcentaje,Valle de Trápaga-Trapagaran,19.9
2014,10 años y más,Estudios medios,,,Valle de Trápaga-Trapagaran,Porcentaje,Valle de Trápaga-Trapagaran,19.3
2019,10 años y más,Estudios medios,,,Valle de Trápaga-Trapagaran,Porcentaje,Valle de Trápaga-Trapagaran,21.0
2018,10 años y más,Estudios medios,,,Villabona,Porcentaje,Villabona,19.2
2015,10 años y más,Estudios medios,,,Villabona,Porcentaje,Villabona,19.4
2016,10 años y más,Estudios medios,,,Villabona,Porcentaje,Villabona,19.5
2010,10 años y más,Estudios medios,,,Villabona,Porcentaje,Villabona,18.4
2021,10 años y más,Estudios medios,,,Villabona,Porcentaje,Villabona,19.6
2020,10 años y más,Estudios medios,,,Villabona,Porcentaje,Villabona,19.2
2014,10 años y más,Estudios medios,,,Villabona,Porcentaje,Villabona,18.8
2019,10 años y más,Estudios medios,,,Villabona,Porcentaje,Villabona,19.2
2013,10 años y más,Estudios medios,,,Villabona,Porcentaje,Villabona,19.1
2016,10 años y más,Estudios medios,,,Villabuena de Álava/Eskuernaga,Porcentaje,Villabuena de Álava/Eskuernaga,19.8
2018,10 años y más,Estudios medios,,,Villabuena de Álava/Eskuernaga,Porcentaje,Villabuena de Álava/Eskuernaga,18.8
2013,10 años y más,Estudios medios,,,Villabuena de Álava/Eskuernaga,Porcentaje,Villabuena de Álava/Eskuernaga,18.5
2021,10 años y más,Estudios medios,,,Villabuena de Álava/Eskuernaga,Porcentaje,Villabuena de Álava/Eskuernaga,19.7
2019,10 años y más,Estudios medios,,,Villabuena de Álava/Eskuernaga,Porcentaje,Villabuena de Álava/Eskuernaga,18.2
2014,10 años y más,Estudios medios,,,Villabuena de Álava/Eskuernaga,Porcentaje,Villabuena de Álava/Eskuernaga,19.7
2010,10 años y más,Estudios medios,,,Villabuena de Álava/Eskuernaga,Porcentaje,Villabuena de Álava/Eskuernaga,16.8
2015,10 años y más,Estudios medios,,,Villabuena de Álava/Eskuernaga,Porcentaje,Villabuena de Álava/Eskuernaga,17.8
2020,10 años y más,Estudios medios,,,Villabuena de Álava/Eskuernaga,Porcentaje,Villabuena de Álava/Eskuernaga,20.2
2016,10 años y más,Estudios medios,,,Vitoria-Gasteiz,Porcentaje,Vitoria-Gasteiz,23.4
2013,10 años y más,Estudios medios,,,Vitoria-Gasteiz,Porcentaje,Vitoria-Gasteiz,23.6
2010,10 años y más,Estudios medios,,,Vitoria-Gasteiz,Porcentaje,Vitoria-Gasteiz,24.0
2021,10 años y más,Estudios medios,,,Vitoria-Gasteiz,Porcentaje,Vitoria-Gasteiz,23.5
2019,10 años y más,Estudios medios,,,Vitoria-Gasteiz,Porcentaje,Vitoria-Gasteiz,23.5
2018,10 años y más,Estudios medios,,,Vitoria-Gasteiz,Porcentaje,Vitoria-Gasteiz,23.7
2014,10 años y más,Estudios medios,,,Vitoria-Gasteiz,Porcentaje,Vitoria-Gasteiz,23.4
2015,10 años y más,Estudios medios,,,Vitoria-Gasteiz,Porcentaje,Vitoria-Gasteiz,23.7
2020,10 años y más,Estudios medios,,,Vitoria-Gasteiz,Porcentaje,Vitoria-Gasteiz,23.2
2015,10 años y más,Estudios medios,,,Yécora/Iekora,Porcentaje,Yécora/Iekora,24.9
2014,10 años y más,Estudios medios,,,Yécora/Iekora,Porcentaje,Yécora/Iekora,23.4
2019,10 años y más,Estudios medios,,,Yécora/Iekora,Porcentaje,Yécora/Iekora,25.9
2016,10 años y más,Estudios medios,,,Yécora/Iekora,Porcentaje,Yécora/Iekora,29.1
2021,10 años y más,Estudios medios,,,Yécora/Iekora,Porcentaje,Yécora/Iekora,24.9
2020,10 años y más,Estudios medios,,,Yécora/Iekora,Porcentaje,Yécora/Iekora,28.3
2013,10 años y más,Estudios medios,,,Yécora/Iekora,Porcentaje,Yécora/Iekora,22.4
2018,10 años y más,Estudios medios,,,Yécora/Iekora,Porcentaje,Yécora/Iekora,25.8
2010,10 años y más,Estudios medios,,,Yécora/Iekora,Porcentaje,Yécora/Iekora,17.6
2010,10 años y más,Estudios medios,,,Zaldibar,Porcentaje,Zaldibar,17.7
2015,10 años y más,Estudios medios,,,Zaldibar,Porcentaje,Zaldibar,17.0
2014,10 años y más,Estudios medios,,,Zaldibar,Porcentaje,Zaldibar,16.6
2021,10 años y más,Estudios medios,,,Zaldibar,Porcentaje,Zaldibar,18.1
2019,10 años y más,Estudios medios,,,Zaldibar,Porcentaje,Zaldibar,18.2
2016,10 años y más,Estudios medios,,,Zaldibar,Porcentaje,Zaldibar,16.9
2018,10 años y más,Estudios medios,,,Zaldibar,Porcentaje,Zaldibar,17.5
2013,10 años y más,Estudios medios,,,Zaldibar,Porcentaje,Zaldibar,16.5
2020,10 años y más,Estudios medios,,,Zaldibar,Porcentaje,Zaldibar,18.2
2020,10 años y más,Estudios medios,,,Zaldibia,Porcentaje,Zaldibia,19.8
2019,10 años y más,Estudios medios,,,Zaldibia,Porcentaje,Zaldibia,19.8
2013,10 años y más,Estudios medios,,,Zaldibia,Porcentaje,Zaldibia,19.3
2014,10 años y más,Estudios medios,,,Zaldibia,Porcentaje,Zaldibia,18.0
2016,10 años y más,Estudios medios,,,Zaldibia,Porcentaje,Zaldibia,18.3
2021,10 años y más,Estudios medios,,,Zaldibia,Porcentaje,Zaldibia,20.0
2015,10 años y más,Estudios medios,,,Zaldibia,Porcentaje,Zaldibia,18.2
2010,10 años y más,Estudios medios,,,Zaldibia,Porcentaje,Zaldibia,19.5
2018,10 años y más,Estudios medios,,,Zaldibia,Porcentaje,Zaldibia,19.2
2015,10 años y más,Estudios medios,,,Zalduondo,Porcentaje,Zalduondo,19.6
2021,10 años y más,Estudios medios,,,Zalduondo,Porcentaje,Zalduondo,20.2
2014,10 años y más,Estudios medios,,,Zalduondo,Porcentaje,Zalduondo,21.3
2019,10 años y más,Estudios medios,,,Zalduondo,Porcentaje,Zalduondo,18.9
2013,10 años y más,Estudios medios,,,Zalduondo,Porcentaje,Zalduondo,19.5
2016,10 años y más,Estudios medios,,,Zalduondo,Porcentaje,Zalduondo,21.7
2010,10 años y más,Estudios medios,,,Zalduondo,Porcentaje,Zalduondo,16.3
2020,10 años y más,Estudios medios,,,Zalduondo,Porcentaje,Zalduondo,17.9
2018,10 años y más,Estudios medios,,,Zalduondo,Porcentaje,Zalduondo,21.8
2018,10 años y más,Estudios medios,,,Zalla,Porcentaje,Zalla,20.7
2021,10 años y más,Estudios medios,,,Zalla,Porcentaje,Zalla,20.5
2016,10 años y más,Estudios medios,,,Zalla,Porcentaje,Zalla,19.9
2015,10 años y más,Estudios medios,,,Zalla,Porcentaje,Zalla,19.8
2020,10 años y más,Estudios medios,,,Zalla,Porcentaje,Zalla,20.4
2013,10 años y más,Estudios medios,,,Zalla,Porcentaje,Zalla,20.0
2014,10 años y más,Estudios medios,,,Zalla,Porcentaje,Zalla,19.4
2010,10 años y más,Estudios medios,,,Zalla,Porcentaje,Zalla,20.1
2019,10 años y más,Estudios medios,,,Zalla,Porcentaje,Zalla,20.7
2019,10 años y más,Estudios medios,,,Zambrana,Porcentaje,Zambrana,22.8
2016,10 años y más,Estudios medios,,,Zambrana,Porcentaje,Zambrana,21.1
2020,10 años y más,Estudios medios,,,Zambrana,Porcentaje,Zambrana,21.8
2021,10 años y más,Estudios medios,,,Zambrana,Porcentaje,Zambrana,22.7
2010,10 años y más,Estudios medios,,,Zambrana,Porcentaje,Zambrana,17.1
2014,10 años y más,Estudios medios,,,Zambrana,Porcentaje,Zambrana,18.5
2018,10 años y más,Estudios medios,,,Zambrana,Porcentaje,Zambrana,23.5
2013,10 años y más,Estudios medios,,,Zambrana,Porcentaje,Zambrana,17.8
2015,10 años y más,Estudios medios,,,Zambrana,Porcentaje,Zambrana,19.3
2018,10 años y más,Estudios medios,,,Zamudio,Porcentaje,Zamudio,22.8
2013,10 años y más,Estudios medios,,,Zamudio,Porcentaje,Zamudio,20.1
2019,10 años y más,Estudios medios,,,Zamudio,Porcentaje,Zamudio,23.5
2020,10 años y más,Estudios medios,,,Zamudio,Porcentaje,Zamudio,23.2
2015,10 años y más,Estudios medios,,,Zamudio,Porcentaje,Zamudio,20.2
2016,10 años y más,Estudios medios,,,Zamudio,Porcentaje,Zamudio,21.1
2021,10 años y más,Estudios medios,,,Zamudio,Porcentaje,Zamudio,23.1
2014,10 años y más,Estudios medios,,,Zamudio,Porcentaje,Zamudio,20.2
2010,10 años y más,Estudios medios,,,Zamudio,Porcentaje,Zamudio,20.0
2016,10 años y más,Estudios medios,,,Zaratamo,Porcentaje,Zaratamo,18.9
2019,10 años y más,Estudios medios,,,Zaratamo,Porcentaje,Zaratamo,20.1
2010,10 años y más,Estudios medios,,,Zaratamo,Porcentaje,Zaratamo,19.9
2021,10 años y más,Estudios medios,,,Zaratamo,Porcentaje,Zaratamo,20.5
2014,10 años y más,Estudios medios,,,Zaratamo,Porcentaje,Zaratamo,19.3
2013,10 años y más,Estudios medios,,,Zaratamo,Porcentaje,Zaratamo,19.6
2015,10 años y más,Estudios medios,,,Zaratamo,Porcentaje,Zaratamo,19.2
2020,10 años y más,Estudios medios,,,Zaratamo,Porcentaje,Zaratamo,20.2
2018,10 años y más,Estudios medios,,,Zaratamo,Porcentaje,Zaratamo,20.3
2019,10 años y más,Estudios medios,,,Zarautz,Porcentaje,Zarautz,22.5
2016,10 años y más,Estudios medios,,,Zarautz,Porcentaje,Zarautz,23.1
2021,10 años y más,Estudios medios,,,Zarautz,Porcentaje,Zarautz,22.5
2014,10 años y más,Estudios medios,,,Zarautz,Porcentaje,Zarautz,23.1
2018,10 años y más,Estudios medios,,,Zarautz,Porcentaje,Zarautz,22.9
2020,10 años y más,Estudios medios,,,Zarautz,Porcentaje,Zarautz,22.3
2013,10 años y más,Estudios medios,,,Zarautz,Porcentaje,Zarautz,23.8
2015,10 años y más,Estudios medios,,,Zarautz,Porcentaje,Zarautz,23.3
2010,10 años y más,Estudios medios,,,Zarautz,Porcentaje,Zarautz,24.1
2015,10 años y más,Estudios medios,,,Zeanuri,Porcentaje,Zeanuri,16.3
2010,10 años y más,Estudios medios,,,Zeanuri,Porcentaje,Zeanuri,16.0
2019,10 años y más,Estudios medios,,,Zeanuri,Porcentaje,Zeanuri,17.0
2014,10 años y más,Estudios medios,,,Zeanuri,Porcentaje,Zeanuri,16.2
2021,10 años y más,Estudios medios,,,Zeanuri,Porcentaje,Zeanuri,18.3
2016,10 años y más,Estudios medios,,,Zeanuri,Porcentaje,Zeanuri,16.8
2013,10 años y más,Estudios medios,,,Zeanuri,Porcentaje,Zeanuri,16.1
2018,10 años y más,Estudios medios,,,Zeanuri,Porcentaje,Zeanuri,17.4
2020,10 años y más,Estudios medios,,,Zeanuri,Porcentaje,Zeanuri,16.7
2015,10 años y más,Estudios medios,,,Zeberio,Porcentaje,Zeberio,18.8
2013,10 años y más,Estudios medios,,,Zeberio,Porcentaje,Zeberio,17.6
2020,10 años y más,Estudios medios,,,Zeberio,Porcentaje,Zeberio,17.7
2021,10 años y más,Estudios medios,,,Zeberio,Porcentaje,Zeberio,19.3
2016,10 años y más,Estudios medios,,,Zeberio,Porcentaje,Zeberio,20.4
2018,10 años y más,Estudios medios,,,Zeberio,Porcentaje,Zeberio,19.5
2019,10 años y más,Estudios medios,,,Zeberio,Porcentaje,Zeberio,17.9
2010,10 años y más,Estudios medios,,,Zeberio,Porcentaje,Zeberio,17.2
2014,10 años y más,Estudios medios,,,Zeberio,Porcentaje,Zeberio,17.5
2010,10 años y más,Estudios medios,,,Zegama,Porcentaje,Zegama,25.1
2013,10 años y más,Estudios medios,,,Zegama,Porcentaje,Zegama,23.4
2015,10 años y más,Estudios medios,,,Zegama,Porcentaje,Zegama,24.3
2020,10 años y más,Estudios medios,,,Zegama,Porcentaje,Zegama,25.0
2016,10 años y más,Estudios medios,,,Zegama,Porcentaje,Zegama,24.2
2021,10 años y más,Estudios medios,,,Zegama,Porcentaje,Zegama,26.1
2019,10 años y más,Estudios medios,,,Zegama,Porcentaje,Zegama,24.4
2018,10 años y más,Estudios medios,,,Zegama,Porcentaje,Zegama,25.0
2014,10 años y más,Estudios medios,,,Zegama,Porcentaje,Zegama,23.9
2019,10 años y más,Estudios medios,,,Zerain,Porcentaje,Zerain,16.3
2013,10 años y más,Estudios medios,,,Zerain,Porcentaje,Zerain,15.0
2015,10 años y más,Estudios medios,,,Zerain,Porcentaje,Zerain,17.6
2010,10 años y más,Estudios medios,,,Zerain,Porcentaje,Zerain,18.2
2014,10 años y más,Estudios medios,,,Zerain,Porcentaje,Zerain,16.2
2018,10 años y más,Estudios medios,,,Zerain,Porcentaje,Zerain,15.6
2021,10 años y más,Estudios medios,,,Zerain,Porcentaje,Zerain,15.6
2020,10 años y más,Estudios medios,,,Zerain,Porcentaje,Zerain,15.4
2016,10 años y más,Estudios medios,,,Zerain,Porcentaje,Zerain,19.5
2016,10 años y más,Estudios medios,,,Zestoa,Porcentaje,Zestoa,18.5
2019,10 años y más,Estudios medios,,,Zestoa,Porcentaje,Zestoa,19.8
