Year,Series,Tipo de valor,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Itsasondo,Euro per cápita,Itsasondo,27516.7
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Itsasondo,Porcentaje,Itsasondo,60.6
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Iurreta,Euro per cápita,Iurreta,26023.8
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Iurreta,Porcentaje,Iurreta,36.7
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Iurreta,Euro per cápita,Iurreta,28293.7
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Iurreta,Euro per cápita,Iurreta,29131.1
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Iurreta,Euro per cápita,Iurreta,34981.2
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Iurreta,Euro per cápita,Iurreta,26033.2
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Iurreta,Euro per cápita,Iurreta,29823.8
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Iurreta,Porcentaje,Iurreta,38.4
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Iurreta,Porcentaje,Iurreta,41.6
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Iurreta,Porcentaje,Iurreta,42.1
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Iurreta,Porcentaje,Iurreta,35.7
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Iurreta,Porcentaje,Iurreta,38.6
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Iurreta,Porcentaje,Iurreta,35.8
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Iurreta,Euro per cápita,Iurreta,34445.4
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Iurreta,Euro per cápita,Iurreta,35087.0
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Iurreta,Porcentaje,Iurreta,41.1
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Izurtza,Porcentaje,Izurtza,69.7
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Izurtza,Porcentaje,Izurtza,76.2
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Izurtza,Porcentaje,Izurtza,74.6
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Izurtza,Porcentaje,Izurtza,68.1
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Izurtza,Porcentaje,Izurtza,67.2
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Izurtza,Euro per cápita,Izurtza,98145.6
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Izurtza,Euro per cápita,Izurtza,110926.9
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Izurtza,Euro per cápita,Izurtza,127677.0
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Izurtza,Euro per cápita,Izurtza,85111.1
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Izurtza,Euro per cápita,Izurtza,103152.4
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Izurtza,Porcentaje,Izurtza,75.4
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Izurtza,Porcentaje,Izurtza,72.0
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Izurtza,Porcentaje,Izurtza,74.4
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Izurtza,Euro per cápita,Izurtza,123323.6
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Izurtza,Euro per cápita,Izurtza,107881.5
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Izurtza,Euro per cápita,Izurtza,78661.7
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Karrantza Harana/Valle de Carranza,Porcentaje,Karrantza Harana/Valle de Carranza,12.0
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Karrantza Harana/Valle de Carranza,Porcentaje,Karrantza Harana/Valle de Carranza,9.0
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Karrantza Harana/Valle de Carranza,Euro per cápita,Karrantza Harana/Valle de Carranza,1739.4
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Karrantza Harana/Valle de Carranza,Porcentaje,Karrantza Harana/Valle de Carranza,5.9
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Karrantza Harana/Valle de Carranza,Porcentaje,Karrantza Harana/Valle de Carranza,7.1
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Karrantza Harana/Valle de Carranza,Porcentaje,Karrantza Harana/Valle de Carranza,17.4
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Karrantza Harana/Valle de Carranza,Porcentaje,Karrantza Harana/Valle de Carranza,4.9
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Karrantza Harana/Valle de Carranza,Porcentaje,Karrantza Harana/Valle de Carranza,-4.0
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Karrantza Harana/Valle de Carranza,Porcentaje,Karrantza Harana/Valle de Carranza,5.7
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Karrantza Harana/Valle de Carranza,Euro per cápita,Karrantza Harana/Valle de Carranza,3502.0
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Karrantza Harana/Valle de Carranza,Euro per cápita,Karrantza Harana/Valle de Carranza,923.6
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Karrantza Harana/Valle de Carranza,Euro per cápita,Karrantza Harana/Valle de Carranza,1063.7
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Karrantza Harana/Valle de Carranza,Euro per cápita,Karrantza Harana/Valle de Carranza,1326.1
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Karrantza Harana/Valle de Carranza,Euro per cápita,Karrantza Harana/Valle de Carranza,2467.4
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Karrantza Harana/Valle de Carranza,Euro per cápita,Karrantza Harana/Valle de Carranza,-667.8
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Karrantza Harana/Valle de Carranza,Euro per cápita,Karrantza Harana/Valle de Carranza,1046.5
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Kortezubi,Porcentaje,Kortezubi,2.5
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Kortezubi,Euro per cápita,Kortezubi,424.5
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Kortezubi,Porcentaje,Kortezubi,1.0
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Kortezubi,Euro per cápita,Kortezubi,0.0
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Kortezubi,Euro per cápita,Kortezubi,0.0
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Kortezubi,Porcentaje,Kortezubi,0.0
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Kortezubi,Euro per cápita,Kortezubi,0.0
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Kortezubi,Porcentaje,Kortezubi,0.0
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Kortezubi,Euro per cápita,Kortezubi,405.3
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Kortezubi,Porcentaje,Kortezubi,0.0
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Kortezubi,Euro per cápita,Kortezubi,0.0
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Kortezubi,Porcentaje,Kortezubi,0.0
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Kortezubi,Porcentaje,Kortezubi,2.3
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Kortezubi,Euro per cápita,Kortezubi,0.0
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Kortezubi,Porcentaje,Kortezubi,0.0
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Kortezubi,Euro per cápita,Kortezubi,183.7
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Kripan,Porcentaje,Kripan,8.4
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Kripan,Porcentaje,Kripan,12.4
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Kripan,Euro per cápita,Kripan,1471.1
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Kripan,Porcentaje,Kripan,11.2
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Kripan,Porcentaje,Kripan,10.2
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Kripan,Euro per cápita,Kripan,2300.3
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Kripan,Euro per cápita,Kripan,2274.2
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Kripan,Euro per cápita,Kripan,1940.5
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Kripan,Euro per cápita,Kripan,1902.4
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Kripan,Porcentaje,Kripan,9.0
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Kripan,Porcentaje,Kripan,10.9
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Kripan,Porcentaje,Kripan,9.9
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Kripan,Euro per cápita,Kripan,1919.6
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Kripan,Porcentaje,Kripan,8.1
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Kripan,Euro per cápita,Kripan,1913.0
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Kripan,Euro per cápita,Kripan,1258.2
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Kuartango,Euro per cápita,Kuartango,-10.4
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Kuartango,Euro per cápita,Kuartango,1006.3
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Kuartango,Euro per cápita,Kuartango,0.0
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Kuartango,Porcentaje,Kuartango,3.7
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Kuartango,Porcentaje,Kuartango,3.7
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Kuartango,Euro per cápita,Kuartango,422.1
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Kuartango,Porcentaje,Kuartango,6.1
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Kuartango,Euro per cápita,Kuartango,793.9
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Kuartango,Euro per cápita,Kuartango,754.6
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Kuartango,Euro per cápita,Kuartango,664.8
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Kuartango,Porcentaje,Kuartango,2.4
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Kuartango,Euro per cápita,Kuartango,530.8
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Kuartango,Porcentaje,Kuartango,4.2
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Kuartango,Porcentaje,Kuartango,-0.1
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Kuartango,Porcentaje,Kuartango,0.0
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Kuartango,Porcentaje,Kuartango,3.5
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,39.2
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,47.8
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Labastida/Bastida,Euro per cápita,Labastida/Bastida,16825.0
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,41.0
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,45.9
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Labastida/Bastida,Euro per cápita,Labastida/Bastida,17153.0
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Labastida/Bastida,Euro per cápita,Labastida/Bastida,13025.7
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Labastida/Bastida,Euro per cápita,Labastida/Bastida,10171.1
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Labastida/Bastida,Euro per cápita,Labastida/Bastida,18684.5
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Labastida/Bastida,Euro per cápita,Labastida/Bastida,17221.0
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,51.7
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,47.7
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Labastida/Bastida,Euro per cápita,Labastida/Bastida,18366.3
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Labastida/Bastida,Euro per cápita,Labastida/Bastida,15938.6
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,48.4
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,45.7
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Lagrán,Porcentaje,Lagrán,0.0
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Lagrán,Porcentaje,Lagrán,9.2
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Lagrán,Porcentaje,Lagrán,0.0
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Lagrán,Euro per cápita,Lagrán,2314.0
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Lagrán,Porcentaje,Lagrán,7.1
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Lagrán,Euro per cápita,Lagrán,541.8
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Lagrán,Euro per cápita,Lagrán,0.0
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Lagrán,Euro per cápita,Lagrán,0.0
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Lagrán,Porcentaje,Lagrán,0.0
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Lagrán,Porcentaje,Lagrán,0.0
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Lagrán,Porcentaje,Lagrán,2.5
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Lagrán,Euro per cápita,Lagrán,853.7
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Lagrán,Euro per cápita,Lagrán,0.0
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Lagrán,Porcentaje,Lagrán,3.1
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Lagrán,Euro per cápita,Lagrán,0.0
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Lagrán,Euro per cápita,Lagrán,1467.8
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Laguardia,Euro per cápita,Laguardia,42179.4
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Laguardia,Euro per cápita,Laguardia,52802.8
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Laguardia,Porcentaje,Laguardia,45.3
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Laguardia,Euro per cápita,Laguardia,53659.9
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Laguardia,Porcentaje,Laguardia,39.7
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Laguardia,Euro per cápita,Laguardia,53758.7
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Laguardia,Euro per cápita,Laguardia,55831.3
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Laguardia,Euro per cápita,Laguardia,57092.7
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Laguardia,Porcentaje,Laguardia,41.7
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Laguardia,Porcentaje,Laguardia,44.0
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Laguardia,Euro per cápita,Laguardia,58670.7
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Laguardia,Porcentaje,Laguardia,43.0
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Laguardia,Porcentaje,Laguardia,49.1
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Laguardia,Porcentaje,Laguardia,46.1
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Laguardia,Euro per cápita,Laguardia,44024.0
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Laguardia,Porcentaje,Laguardia,45.0
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Lanciego/Lantziego,Euro per cápita,Lanciego/Lantziego,25345.7
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,52.9
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Lanciego/Lantziego,Euro per cápita,Lanciego/Lantziego,29496.0
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,56.2
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,53.7
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,47.3
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Lanciego/Lantziego,Euro per cápita,Lanciego/Lantziego,25578.3
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Lanciego/Lantziego,Euro per cápita,Lanciego/Lantziego,28815.2
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,42.0
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,51.3
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,48.9
