Year,Series,Actividad económica,Forma de medir el empleo,Sexo,Territorio histórico,Units,Value
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Leioa,Porcentaje,7.9
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Leioa,Porcentaje,7.0
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arabako Mendialdea / Montaña Alavesa,Porcentaje,19.5
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Leioa,Porcentaje,7.4
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Goierri,Porcentaje,40.9
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Laukiz,Porcentaje,2.0
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zalduondo,Porcentaje,0.0
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Laukiz,Porcentaje,0.8
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arabako Mendialdea / Montaña Alavesa,Porcentaje,21.3
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zalduondo,Porcentaje,0.0
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Laukiz,Porcentaje,0.8
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Laukiz,Porcentaje,0.8
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Laukiz,Porcentaje,1.1
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Goierri,Porcentaje,41.0
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Laukiz,Porcentaje,0.8
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Goierri,Porcentaje,40.9
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Laukiz,Porcentaje,1.1
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Goierri,Porcentaje,41.3
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Larrabetzu,Porcentaje,15.1
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Larrabetzu,Porcentaje,13.0
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Larrabetzu,Porcentaje,14.5
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Goierri,Porcentaje,40.3
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Larrabetzu,Porcentaje,13.1
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Amurrio,Porcentaje,50.3
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arabako Mendialdea / Montaña Alavesa,Porcentaje,19.5
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zalduondo,Porcentaje,0.0
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Goierri,Porcentaje,41.0
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Larrabetzu,Porcentaje,15.9
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zalduondo,Porcentaje,0.0
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Goierri,Porcentaje,41.4
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Larrabetzu,Porcentaje,13.8
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Yécora/Iekora,Porcentaje,9.4
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Larrabetzu,Porcentaje,13.2
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lanestosa,Porcentaje,2.5
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lanestosa,Porcentaje,2.5
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lazkao,Porcentaje,33.3
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lanestosa,Porcentaje,2.4
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lazkao,Porcentaje,35.7
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lanestosa,Porcentaje,2.6
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Yécora/Iekora,Porcentaje,10.8
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lazkao,Porcentaje,32.9
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lazkao,Porcentaje,34.8
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lazkao,Porcentaje,34.8
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lazkao,Porcentaje,35.5
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Labastida/Bastida,Porcentaje,31.0
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lazkao,Porcentaje,36.2
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lanestosa,Porcentaje,4.7
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Izurtza,Porcentaje,78.1
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Izurtza,Porcentaje,76.0
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Izurtza,Porcentaje,77.5
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Labastida/Bastida,Porcentaje,30.7
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Izurtza,Porcentaje,72.8
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Izurtza,Porcentaje,72.2
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Izurtza,Porcentaje,79.5
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Izurtza,Porcentaje,78.4
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gernika-Bermeo,Porcentaje,20.7
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gernika-Bermeo,Porcentaje,20.2
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Larraul,Porcentaje,3.3
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gernika-Bermeo,Porcentaje,19.7
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gernika-Bermeo,Porcentaje,20.2
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Labastida/Bastida,Porcentaje,31.6
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Yécora/Iekora,Porcentaje,9.4
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Larraul,Porcentaje,3.2
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Larraul,Porcentaje,2.7
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Larraul,Porcentaje,3.2
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Yécora/Iekora,Porcentaje,8.0
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gernika-Bermeo,Porcentaje,18.8
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ispaster,Porcentaje,5.2
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ispaster,Porcentaje,4.1
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Larraul,Porcentaje,3.4
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ispaster,Porcentaje,29.3
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,,Porcentaje,18.9
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ayala/Aiara,Porcentaje,34.1
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Labastida/Bastida,Porcentaje,29.8
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Yécora/Iekora,Porcentaje,10.1
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Larraul,Porcentaje,3.9
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ispaster,Porcentaje,4.3
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Yécora/Iekora,Porcentaje,9.6
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Larraul,Porcentaje,3.2
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ispaster,Porcentaje,22.5
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Labastida/Bastida,Porcentaje,30.8
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ispaster,Porcentaje,5.8
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ibarrangelu,Porcentaje,2.4
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ibarrangelu,Porcentaje,0.7
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Itsasondo,Porcentaje,67.3
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ibarrangelu,Porcentaje,0.7
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Labastida/Bastida,Porcentaje,30.1
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ibarrangelu,Porcentaje,0.6
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Itsasondo,Porcentaje,69.0
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ibarrangelu,Porcentaje,1.8
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Itsasondo,Porcentaje,67.9
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Itsasondo,Porcentaje,60.8
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Itsasondo,Porcentaje,67.1
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arabako Kantaurialdea / Cantábrica Alavesa,Porcentaje,40.3
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Itsasondo,Porcentaje,67.2
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gizaburuaga,Porcentaje,67.7
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gizaburuaga,Porcentaje,71.2
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gizaburuaga,Porcentaje,69.3
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gizaburuaga,Porcentaje,71.3
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ayala/Aiara,Porcentaje,32.9
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gizaburuaga,Porcentaje,68.4
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Itsasondo,Porcentaje,67.6
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Irura,Porcentaje,62.5
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gizaburuaga,Porcentaje,66.0
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gizaburuaga,Porcentaje,71.1
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gizaburuaga,Porcentaje,70.1
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gernika-Lumo,Porcentaje,14.9
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gernika-Lumo,Porcentaje,13.3
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gernika-Lumo,Porcentaje,15.5
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gernika-Lumo,Porcentaje,13.9
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ayala/Aiara,Porcentaje,34.6
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Labastida/Bastida,Porcentaje,31.1
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arabako Kantaurialdea / Cantábrica Alavesa,Porcentaje,41.1
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Irura,Porcentaje,62.4
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Irura,Porcentaje,62.6
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arabako Kantaurialdea / Cantábrica Alavesa,Porcentaje,37.2
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Irura,Porcentaje,62.7
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gernika-Lumo,Porcentaje,15.1
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Irura,Porcentaje,63.6
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gernika-Lumo,Porcentaje,14.0
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Güeñes,Porcentaje,10.4
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arabako Kantaurialdea / Cantábrica Alavesa,Porcentaje,39.6
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Güeñes,Porcentaje,11.3
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Güeñes,Porcentaje,12.4
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ayala/Aiara,Porcentaje,34.9
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Güeñes,Porcentaje,12.5
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Güeñes,Porcentaje,13.1
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arabako Kantaurialdea / Cantábrica Alavesa,Porcentaje,38.8
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Irura,Porcentaje,57.9
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Irura,Porcentaje,61.1
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Irun,Porcentaje,17.3
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Güeñes,Porcentaje,10.3
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Vitoria-Gasteiz,Porcentaje,18.7
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Güeñes,Porcentaje,12.9
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Getxo,Porcentaje,2.1
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Getxo,Porcentaje,2.4
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Irun,Porcentaje,16.6
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Getxo,Porcentaje,2.4
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Getxo,Porcentaje,2.1
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Getxo,Porcentaje,2.1
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Vitoria-Gasteiz,Porcentaje,18.9
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Irun,Porcentaje,16.9
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Irun,Porcentaje,16.9
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Irun,Porcentaje,17.0
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Vitoria-Gasteiz,Porcentaje,19.3
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Irun,Porcentaje,16.3
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Getxo,Porcentaje,2.3
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gorliz,Porcentaje,2.7
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gorliz,Porcentaje,2.1
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gorliz,Porcentaje,2.2
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Añana (comarca),Porcentaje,55.6
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Vitoria-Gasteiz,Porcentaje,18.7
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gorliz,Porcentaje,2.2
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Irun,Porcentaje,16.9
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Vitoria-Gasteiz,Porcentaje,19.2
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gorliz,Porcentaje,2.2
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gorliz,Porcentaje,2.5
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gorliz,Porcentaje,2.5
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gordexola,Porcentaje,17.5
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gordexola,Porcentaje,15.7
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gordexola,Porcentaje,13.5
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gordexola,Porcentaje,14.0
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ikaztegieta,Porcentaje,56.5
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gordexola,Porcentaje,15.6
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ikaztegieta,Porcentaje,61.5
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gordexola,Porcentaje,15.2
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Vitoria-Gasteiz,Porcentaje,19.1
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ikaztegieta,Porcentaje,61.2
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gordexola,Porcentaje,14.0
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ikaztegieta,Porcentaje,61.3
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gautegiz Arteaga,Porcentaje,1.2
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gautegiz Arteaga,Porcentaje,2.5
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ikaztegieta,Porcentaje,61.2
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gautegiz Arteaga,Porcentaje,2.4
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Añana (comarca),Porcentaje,54.3
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Iruraiz-Gauna,Porcentaje,3.6
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ikaztegieta,Porcentaje,53.6
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gautegiz Arteaga,Porcentaje,1.8
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ikaztegieta,Porcentaje,51.0
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ikaztegieta,Porcentaje,59.8
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gautegiz Arteaga,Porcentaje,1.8
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Legutio,Porcentaje,68.8
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gautegiz Arteaga,Porcentaje,1.2
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gatika,Porcentaje,28.9
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gatika,Porcentaje,20.5
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Idiazabal,Porcentaje,57.5
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gatika,Porcentaje,28.3
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Iruraiz-Gauna,Porcentaje,2.9
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Legutio,Porcentaje,69.3
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Idiazabal,Porcentaje,58.4
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gatika,Porcentaje,25.1
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Idiazabal,Porcentaje,57.3
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Idiazabal,Porcentaje,57.3
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Idiazabal,Porcentaje,56.4
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gatika,Porcentaje,22.7
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gatika,Porcentaje,32.3
