Year,Tipo de violencia,Territorio,Units,Value
2019,Violencia intrafamiliar,Abaltzisketa,Por 10.000,0.0
2020,Violencia intrafamiliar,Muskiz,Por 10.000,18.8
2019,Violencia intrafamiliar,Muskiz,Por 10.000,31.7
2018,Violencia intrafamiliar,Muskiz,Por 10.000,7.9
2020,Violencia intrafamiliar,Lizartza,Por 10.000,0.0
2019,Violencia intrafamiliar,Lizartza,Por 10.000,0.0
2020,Violencia intrafamiliar,Aulesti,Por 10.000,0.0
2019,Violencia intrafamiliar,Arraia-Maeztu,Por 10.000,0.0
2019,Violencia intrafamiliar,Aulesti,Por 10.000,0.0
2020,Violencia intrafamiliar,Lantarón,Por 10.000,23.8
2018,Violencia intrafamiliar,Lizartza,Por 10.000,0.0
2018,Violencia intrafamiliar,Aulesti,Por 10.000,0.0
2020,Violencia intrafamiliar,Urduliz,Por 10.000,7.9
2021,Violencia intrafamiliar,Plentzia-Mungia,Por 10.000,10.2
2019,Violencia intrafamiliar,Plentzia-Mungia,Por 10.000,8.1
2020,Violencia intrafamiliar,Lezo,Por 10.000,9.8
2018,Violencia intrafamiliar,Plentzia-Mungia,Por 10.000,8.3
2020,Violencia intrafamiliar,Plentzia-Mungia,Por 10.000,8.3
2019,Violencia intrafamiliar,Lezo,Por 10.000,13.1
2019,Violencia intrafamiliar,Lantarón,Por 10.000,24.0
2018,Violencia intrafamiliar,Lezo,Por 10.000,0.0
2020,Violencia intrafamiliar,Mungia,Por 10.000,10.1
2018,Violencia intrafamiliar,Mungia,Por 10.000,2.2
2020,Violencia intrafamiliar,Aramaio,Por 10.000,14.0
2020,Violencia intrafamiliar,Asparrena,Por 10.000,24.1
2018,Violencia intrafamiliar,Campezo/Kanpezu,Por 10.000,40.2
2019,Violencia intrafamiliar,Lapuebla de Labarca,Por 10.000,0.0
2018,Violencia intrafamiliar,Lantarón,Por 10.000,24.2
2019,Violencia intrafamiliar,Mungia,Por 10.000,7.9
2020,Violencia intrafamiliar,Oiartzun,Por 10.000,13.3
2019,Violencia intrafamiliar,Atxondo,Por 10.000,0.0
2020,Violencia intrafamiliar,Mundaka,Por 10.000,20.5
2020,Violencia intrafamiliar,Legorreta,Por 10.000,13.8
2019,Violencia intrafamiliar,Mundaka,Por 10.000,0.0
2018,Violencia intrafamiliar,Legorreta,Por 10.000,0.0
2018,Violencia intrafamiliar,Mundaka,Por 10.000,0.0
2019,Violencia intrafamiliar,Legorreta,Por 10.000,0.0
2020,Violencia intrafamiliar,Muxika,Por 10.000,0.0
2018,Violencia intrafamiliar,Lapuebla de Labarca,Por 10.000,0.0
2018,Violencia intrafamiliar,Iruña Oka/Iruña de Oca,Por 10.000,5.8
2019,Violencia intrafamiliar,Muxika,Por 10.000,28.2
2018,Violencia intrafamiliar,Muxika,Por 10.000,0.0
2020,Violencia intrafamiliar,Iruña Oka/Iruña de Oca,Por 10.000,29.6
2020,Violencia intrafamiliar,Morga,Por 10.000,0.0
2019,Violencia intrafamiliar,Morga,Por 10.000,0.0
2019,Violencia intrafamiliar,Arratzua-Ubarrundia,Por 10.000,0.0
2019,Violencia intrafamiliar,Legazpi,Por 10.000,12.0
2018,Violencia intrafamiliar,Morga,Por 10.000,0.0
2020,Violencia intrafamiliar,Legazpi,Por 10.000,2.4
2018,Violencia intrafamiliar,Legazpi,Por 10.000,7.2
2020,Violencia intrafamiliar,Ugao-Miraballes,Por 10.000,4.9
2018,Violencia intrafamiliar,Alkiza,Por 10.000,0.0
2018,Violencia intrafamiliar,Ugao-Miraballes,Por 10.000,0.0
2019,Violencia intrafamiliar,Iruña Oka/Iruña de Oca,Por 10.000,41.1
2019,Violencia intrafamiliar,Ugao-Miraballes,Por 10.000,29.6
2019,Violencia intrafamiliar,Lanciego/Lantziego,Por 10.000,0.0
2019,Violencia intrafamiliar,Leaburu,Por 10.000,0.0
2020,Violencia intrafamiliar,Leaburu,Por 10.000,0.0
2020,Violencia intrafamiliar,Meñaka,Por 10.000,0.0
2018,Violencia intrafamiliar,Bernedo,Por 10.000,0.0
2018,Violencia intrafamiliar,Leaburu,Por 10.000,57.5
2019,Violencia intrafamiliar,Meñaka,Por 10.000,0.0
2018,Violencia intrafamiliar,Meñaka,Por 10.000,0.0
2021,Violencia intrafamiliar,,Por 10.000,9.9
2019,Violencia intrafamiliar,Zuia,Por 10.000,0.0
2020,Violencia intrafamiliar,Mendexa,Por 10.000,0.0
2019,Violencia intrafamiliar,Mendexa,Por 10.000,0.0
2018,Violencia intrafamiliar,Mendexa,Por 10.000,0.0
2019,Violencia intrafamiliar,Bernedo,Por 10.000,0.0
2019,Violencia intrafamiliar,Mendata,Por 10.000,0.0
2018,Violencia intrafamiliar,Mendata,Por 10.000,0.0
2019,Violencia intrafamiliar,Zigoitia,Por 10.000,0.0
2020,Violencia intrafamiliar,Zaldibar,Por 10.000,6.6
2020,Violencia intrafamiliar,Mendata,Por 10.000,0.0
2021,Violencia intrafamiliar,Goierri,Por 10.000,8.3
2020,Violencia intrafamiliar,Goierri,Por 10.000,6.2
2018,Violencia intrafamiliar,Goierri,Por 10.000,7.3
2020,Violencia intrafamiliar,Maruri-Jatabe,Por 10.000,0.0
2020,Violencia intrafamiliar,Zuia,Por 10.000,8.9
2019,Violencia intrafamiliar,Goierri,Por 10.000,9.4
2019,Violencia intrafamiliar,Maruri-Jatabe,Por 10.000,0.0
2020,Violencia intrafamiliar,Bernedo,Por 10.000,0.0
2018,Violencia intrafamiliar,Zuia,Por 10.000,0.0
2018,Violencia intrafamiliar,Maruri-Jatabe,Por 10.000,0.0
2020,Violencia intrafamiliar,Markina-Xemein,Por 10.000,4.1
2019,Violencia intrafamiliar,Markina-Xemein,Por 10.000,8.1
2020,Violencia intrafamiliar,Lanciego/Lantziego,Por 10.000,0.0
2018,Violencia intrafamiliar,Markina-Xemein,Por 10.000,4.1
2020,Violencia intrafamiliar,Lazkao,Por 10.000,0.0
2020,Violencia intrafamiliar,Moreda de Álava/Moreda Araba,Por 10.000,0.0
2019,Violencia intrafamiliar,Lazkao,Por 10.000,10.5
2018,Violencia intrafamiliar,Lazkao,Por 10.000,3.6
2018,Violencia intrafamiliar,Arratzua-Ubarrundia,Por 10.000,0.0
2021,Violencia intrafamiliar,Markina-Ondarroa,Por 10.000,15.7
2018,Violencia intrafamiliar,Lanciego/Lantziego,Por 10.000,29.2
2020,Violencia intrafamiliar,Markina-Ondarroa,Por 10.000,7.8
2019,Violencia intrafamiliar,Markina-Ondarroa,Por 10.000,11.6
2020,Violencia intrafamiliar,Zambrana,Por 10.000,0.0
2018,Violencia intrafamiliar,Markina-Ondarroa,Por 10.000,7.0
2019,Violencia intrafamiliar,Zambrana,Por 10.000,0.0
2019,Violencia intrafamiliar,Larraul,Por 10.000,0.0
2019,Violencia intrafamiliar,Derio,Por 10.000,31.4
2020,Violencia intrafamiliar,Larraul,Por 10.000,0.0
2020,Violencia intrafamiliar,Mañaria,Por 10.000,0.0
2018,Violencia intrafamiliar,Larraul,Por 10.000,0.0
2019,Violencia intrafamiliar,Mañaria,Por 10.000,0.0
2020,Violencia intrafamiliar,Laguardia,Por 10.000,0.0
2018,Violencia intrafamiliar,Mañaria,Por 10.000,0.0
2020,Violencia intrafamiliar,Mallabia,Por 10.000,0.0
2019,Violencia intrafamiliar,Mallabia,Por 10.000,0.0
2018,Violencia intrafamiliar,Zambrana,Por 10.000,0.0
2018,Violencia intrafamiliar,Mallabia,Por 10.000,0.0
2018,Violencia intrafamiliar,Aramaio,Por 10.000,0.0
2019,Violencia intrafamiliar,Zalduondo,Por 10.000,0.0
2020,Violencia intrafamiliar,Lekeitio,Por 10.000,8.2
2019,Violencia intrafamiliar,Lekeitio,Por 10.000,10.9
2018,Violencia intrafamiliar,Lekeitio,Por 10.000,2.7
2020,Violencia intrafamiliar,Loiu,Por 10.000,0.0
2019,Violencia intrafamiliar,Itsasondo,Por 10.000,0.0
2020,Violencia intrafamiliar,Itsasondo,Por 10.000,0.0
2018,Violencia intrafamiliar,Laguardia,Por 10.000,0.0
2018,Violencia intrafamiliar,Itsasondo,Por 10.000,0.0
2020,Violencia intrafamiliar,Lemoiz,Por 10.000,0.0
2019,Violencia intrafamiliar,Lemoiz,Por 10.000,0.0
2018,Violencia intrafamiliar,Lemoiz,Por 10.000,17.3
2020,Violencia intrafamiliar,Zalduondo,Por 10.000,101.0
2020,Violencia intrafamiliar,Lemoa,Por 10.000,17.0
2019,Violencia intrafamiliar,Lemoa,Por 10.000,11.2
2018,Violencia intrafamiliar,Lemoa,Por 10.000,11.1
2018,Violencia intrafamiliar,Irura,Por 10.000,0.0
2020,Violencia intrafamiliar,Irura,Por 10.000,0.0
2019,Violencia intrafamiliar,Irura,Por 10.000,0.0
2019,Violencia intrafamiliar,Leioa,Por 10.000,6.1
2018,Violencia intrafamiliar,Leioa,Por 10.000,9.9
2018,Violencia intrafamiliar,Zalduondo,Por 10.000,0.0
2020,Violencia intrafamiliar,Leioa,Por 10.000,14.6
2020,Violencia intrafamiliar,Yécora/Iekora,Por 10.000,0.0
2020,Violencia intrafamiliar,Irun,Por 10.000,10.7
2020,Violencia intrafamiliar,Laukiz,Por 10.000,0.0
2019,Violencia intrafamiliar,Irun,Por 10.000,13.6
2018,Violencia intrafamiliar,Laukiz,Por 10.000,16.3
2018,Violencia intrafamiliar,Irun,Por 10.000,13.0
2019,Violencia intrafamiliar,Laukiz,Por 10.000,15.6
2019,Violencia intrafamiliar,Laguardia,Por 10.000,0.0
2020,Violencia intrafamiliar,Larrabetzu,Por 10.000,0.0
2019,Violencia intrafamiliar,Larrabetzu,Por 10.000,0.0
2018,Violencia intrafamiliar,Larrabetzu,Por 10.000,9.4
2019,Violencia intrafamiliar,Yécora/Iekora,Por 10.000,0.0
2020,Violencia intrafamiliar,Lanestosa,Por 10.000,75.8
2020,Violencia intrafamiliar,Forua,Por 10.000,0.0
2019,Violencia intrafamiliar,Lanestosa,Por 10.000,0.0
2018,Violencia intrafamiliar,Lanestosa,Por 10.000,0.0
2019,Violencia intrafamiliar,Aramaio,Por 10.000,13.9
2020,Violencia intrafamiliar,Ikaztegieta,Por 10.000,0.0
2018,Violencia intrafamiliar,Lagrán,Por 10.000,0.0
2018,Violencia intrafamiliar,Yécora/Iekora,Por 10.000,0.0
2019,Violencia intrafamiliar,Ikaztegieta,Por 10.000,0.0
2018,Violencia intrafamiliar,Ikaztegieta,Por 10.000,0.0
2019,Violencia intrafamiliar,Izurtza,Por 10.000,0.0
2018,Violencia intrafamiliar,Izurtza,Por 10.000,0.0
2020,Violencia intrafamiliar,Izurtza,Por 10.000,0.0
2021,Violencia intrafamiliar,Gernika-Bermeo,Por 10.000,11.5
2019,Violencia intrafamiliar,Gernika-Bermeo,Por 10.000,11.5
2020,Violencia intrafamiliar,Idiazabal,Por 10.000,0.0
2018,Violencia intrafamiliar,Gernika-Bermeo,Por 10.000,7.3
2019,Violencia intrafamiliar,Idiazabal,Por 10.000,25.8
2021,Violencia intrafamiliar,Arabako Kantaurialdea / Cantábrica Alavesa,Por 10.000,9.1
2020,Violencia intrafamiliar,Gernika-Bermeo,Por 10.000,9.4
2018,Violencia intrafamiliar,Idiazabal,Por 10.000,8.5
2019,Violencia intrafamiliar,Urola Kosta,Por 10.000,4.9
2020,Violencia intrafamiliar,Murueta,Por 10.000,0.0
2020,Violencia intrafamiliar,Arratzua-Ubarrundia,Por 10.000,0.0
2020,Violencia intrafamiliar,Ispaster,Por 10.000,0.0
2018,Violencia intrafamiliar,Ispaster,Por 10.000,0.0
2018,Violencia intrafamiliar,Arabako Kantaurialdea / Cantábrica Alavesa,Por 10.000,10.2
2019,Violencia intrafamiliar,Ispaster,Por 10.000,0.0
2020,Violencia intrafamiliar,Ibarra,Por 10.000,4.8
2020,Violencia intrafamiliar,Ibarrangelu,Por 10.000,0.0
2020,Violencia intrafamiliar,Arabako Kantaurialdea / Cantábrica Alavesa,Por 10.000,16.6
2019,Violencia intrafamiliar,Ibarra,Por 10.000,0.0
2019,Violencia intrafamiliar,Ibarrangelu,Por 10.000,62.9
2018,Violencia intrafamiliar,Ibarra,Por 10.000,0.0
2018,Violencia intrafamiliar,Ibarrangelu,Por 10.000,0.0
2020,Violencia intrafamiliar,Lagrán,Por 10.000,0.0
2019,Violencia intrafamiliar,Arabako Kantaurialdea / Cantábrica Alavesa,Por 10.000,14.2
2020,Violencia intrafamiliar,Gizaburuaga,Por 10.000,0.0
2019,Violencia intrafamiliar,Gizaburuaga,Por 10.000,0.0
2018,Violencia intrafamiliar,Gizaburuaga,Por 10.000,0.0
2019,Violencia intrafamiliar,Lagrán,Por 10.000,0.0
2019,Violencia intrafamiliar,Gernika-Lumo,Por 10.000,11.4
2018,Violencia intrafamiliar,Amurrio,Por 10.000,11.4
2018,Violencia intrafamiliar,Berantevilla,Por 10.000,0.0
2019,Violencia intrafamiliar,Hernialde,Por 10.000,0.0
2018,Violencia intrafamiliar,Gernika-Lumo,Por 10.000,5.7
2018,Violencia intrafamiliar,Hernialde,Por 10.000,0.0
2020,Violencia intrafamiliar,Gernika-Lumo,Por 10.000,8.0
2019,Violencia intrafamiliar,Segura,Por 10.000,26.7
2019,Violencia intrafamiliar,Ajangiz,Por 10.000,0.0
2020,Violencia intrafamiliar,Güeñes,Por 10.000,0.0
2019,Violencia intrafamiliar,Vitoria-Gasteiz,Por 10.000,8.0
2020,Violencia intrafamiliar,Hernialde,Por 10.000,0.0
2018,Violencia intrafamiliar,Güeñes,Por 10.000,8.9
2019,Violencia intrafamiliar,Hernani,Por 10.000,5.8
2018,Violencia intrafamiliar,Hernani,Por 10.000,10.7
2019,Violencia intrafamiliar,Güeñes,Por 10.000,5.9
2018,Violencia intrafamiliar,Arabako Mendialdea / Montaña Alavesa,Por 10.000,30.1
2020,Violencia intrafamiliar,Getxo,Por 10.000,9.1
2019,Violencia intrafamiliar,Getxo,Por 10.000,7.3
2018,Violencia intrafamiliar,Getxo,Por 10.000,9.2
2020,Violencia intrafamiliar,Hernani,Por 10.000,20.0
2020,Violencia intrafamiliar,Gorliz,Por 10.000,6.5
2021,Violencia intrafamiliar,Arabako Mendialdea / Montaña Alavesa,Por 10.000,0.0
2019,Violencia intrafamiliar,Gorliz,Por 10.000,3.3
2018,Violencia intrafamiliar,Gorliz,Por 10.000,9.9
2020,Violencia intrafamiliar,Vitoria-Gasteiz,Por 10.000,9.2
2018,Violencia intrafamiliar,Vitoria-Gasteiz,Por 10.000,9.4
2020,Violencia intrafamiliar,Gordexola,Por 10.000,36.5
2019,Violencia intrafamiliar,Gordexola,Por 10.000,0.0
2018,Violencia intrafamiliar,Gordexola,Por 10.000,0.0
2020,Violencia intrafamiliar,Donostialdea,Por 10.000,11.3
2021,Violencia intrafamiliar,Donostialdea,Por 10.000,11.6
2019,Violencia intrafamiliar,Donostialdea,Por 10.000,8.1
2018,Violencia intrafamiliar,Donostialdea,Por 10.000,8.9
2020,Violencia intrafamiliar,Gautegiz Arteaga,Por 10.000,0.0
2019,Violencia intrafamiliar,Legutio,Por 10.000,0.0
2018,Violencia intrafamiliar,Gautegiz Arteaga,Por 10.000,0.0
2019,Violencia intrafamiliar,Gautegiz Arteaga,Por 10.000,0.0
2020,Violencia intrafamiliar,Gatika,Por 10.000,0.0
2019,Violencia intrafamiliar,Arabako Mendialdea / Montaña Alavesa,Por 10.000,14.6
2018,Violencia intrafamiliar,Legutio,Por 10.000,11.6
2019,Violencia intrafamiliar,Gatika,Por 10.000,0.0
2020,Violencia intrafamiliar,Arratzu,Por 10.000,45.5
2018,Violencia intrafamiliar,Gatika,Por 10.000,12.1
2020,Violencia intrafamiliar,Getaria,Por 10.000,0.0
2020,Violencia intrafamiliar,,Por 10.000,9.8
2019,Violencia intrafamiliar,,Por 10.000,9.9
2019,Violencia intrafamiliar,Getaria,Por 10.000,7.1
2021,Violencia intrafamiliar,Enkartazioak / Encartaciones,Por 10.000,12.3
2020,Violencia intrafamiliar,Enkartazioak / Encartaciones,Por 10.000,9.2
2019,Violencia intrafamiliar,Berantevilla,Por 10.000,0.0
2020,Violencia intrafamiliar,Arabako Mendialdea / Montaña Alavesa,Por 10.000,7.0
2020,Violencia intrafamiliar,Legutio,Por 10.000,21.1
2018,Violencia intrafamiliar,Getaria,Por 10.000,0.0
2019,Violencia intrafamiliar,Enkartazioak / Encartaciones,Por 10.000,11.7
2021,Violencia intrafamiliar,Araba/Álava,Por 10.000,9.6
2020,Violencia intrafamiliar,Araba/Álava,Por 10.000,10.2
2019,Violencia intrafamiliar,Araba/Álava,Por 10.000,8.8
2018,Violencia intrafamiliar,Araba/Álava,Por 10.000,9.9
2021,Violencia intrafamiliar,Bizkaia,Por 10.000,9.6
2020,Violencia intrafamiliar,Bizkaia,Por 10.000,9.6
2019,Violencia intrafamiliar,Bizkaia,Por 10.000,11.0
2018,Violencia intrafamiliar,Bizkaia,Por 10.000,8.8
2020,Violencia intrafamiliar,Gipuzkoa,Por 10.000,9.9
2018,Violencia intrafamiliar,Gipuzkoa,Por 10.000,8.7
2019,Violencia intrafamiliar,Gipuzkoa,Por 10.000,8.5
2021,Violencia intrafamiliar,Gipuzkoa,Por 10.000,10.5
