Year,Province,County,Municipality,Unidad,GeoCode,Value
2017,,ES4801,,"Per 1,000 people",ES4801,0.0
2018,,ES4801,,"Per 1,000 people",ES4801,0.0
2019,,ES4801,,"Per 1,000 people",ES4801,0.0
2020,,ES4801,,"Per 1,000 people",ES4801,0.0
2021,,ES4801,,"Per 1,000 people",ES4801,0.0
2022,,ES4801,,"Per 1,000 people",ES4801,0.0
2010,,,Arrieta,"Per 1,000 people",Arrieta,0.0
2011,,,Arrieta,"Per 1,000 people",Arrieta,0.0
2012,,,Arrieta,"Per 1,000 people",Arrieta,0.0
2013,,,Arrieta,"Per 1,000 people",Arrieta,0.0
2014,,,Arrieta,"Per 1,000 people",Arrieta,0.0
2015,,,Arrieta,"Per 1,000 people",Arrieta,0.0
2016,,,Arrieta,"Per 1,000 people",Arrieta,0.0
2017,,,Arrieta,"Per 1,000 people",Arrieta,0.0
2018,,,Arrieta,"Per 1,000 people",Arrieta,0.0
2019,,,Arrieta,"Per 1,000 people",Arrieta,0.0
2020,,,Arrieta,"Per 1,000 people",Arrieta,0.0
2021,,,Arrieta,"Per 1,000 people",Arrieta,0.0
2022,,,Arrieta,"Per 1,000 people",Arrieta,0.0
2010,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,4.4
2011,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,4.4
2012,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,4.4
2013,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,0.0
2014,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,0.0
2015,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,0.0
2016,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,0.0
2017,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,0.0
2018,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,0.0
2019,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,0.0
2020,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,0.0
2021,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,0.0
2022,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,0.0
2010,,,Bakio,"Per 1,000 people",Bakio,0.0
2011,,,Bakio,"Per 1,000 people",Bakio,0.0
2012,,,Bakio,"Per 1,000 people",Bakio,0.0
2013,,,Bakio,"Per 1,000 people",Bakio,0.0
2014,,,Bakio,"Per 1,000 people",Bakio,0.0
2015,,,Bakio,"Per 1,000 people",Bakio,0.0
2016,,,Bakio,"Per 1,000 people",Bakio,0.0
2017,,,Bakio,"Per 1,000 people",Bakio,0.0
2018,,,Bakio,"Per 1,000 people",Bakio,0.0
2019,,,Bakio,"Per 1,000 people",Bakio,0.0
2020,,,Bakio,"Per 1,000 people",Bakio,0.0
2021,,,Bakio,"Per 1,000 people",Bakio,0.0
2022,,,Bakio,"Per 1,000 people",Bakio,0.0
2010,,,Barakaldo,"Per 1,000 people",Barakaldo,0.0
2011,,,Barakaldo,"Per 1,000 people",Barakaldo,0.0
2012,,,Barakaldo,"Per 1,000 people",Barakaldo,0.9
2013,,,Barakaldo,"Per 1,000 people",Barakaldo,2.1
2014,,,Barakaldo,"Per 1,000 people",Barakaldo,2.1
2015,,,Barakaldo,"Per 1,000 people",Barakaldo,2.1
2016,,,Barakaldo,"Per 1,000 people",Barakaldo,2.1
2017,,,Barakaldo,"Per 1,000 people",Barakaldo,1.9
2018,,,Barakaldo,"Per 1,000 people",Barakaldo,0.7
2019,,,Barakaldo,"Per 1,000 people",Barakaldo,0.7
2020,,,Barakaldo,"Per 1,000 people",Barakaldo,0.7
2021,,,Barakaldo,"Per 1,000 people",Barakaldo,0.7
2022,,,Barakaldo,"Per 1,000 people",Barakaldo,0.0
2010,,,Barrika,"Per 1,000 people",Barrika,0.0
2011,,,Barrika,"Per 1,000 people",Barrika,0.0
2012,,,Barrika,"Per 1,000 people",Barrika,0.0
2013,,,Barrika,"Per 1,000 people",Barrika,0.0
2014,,,Barrika,"Per 1,000 people",Barrika,0.0
2015,,,Barrika,"Per 1,000 people",Barrika,0.0
2016,,,Barrika,"Per 1,000 people",Barrika,0.0
2017,,,Barrika,"Per 1,000 people",Barrika,0.0
2018,,,Barrika,"Per 1,000 people",Barrika,0.0
2019,,,Barrika,"Per 1,000 people",Barrika,0.0
2020,,,Barrika,"Per 1,000 people",Barrika,0.0
2021,,,Barrika,"Per 1,000 people",Barrika,0.0
2022,,,Barrika,"Per 1,000 people",Barrika,0.0
2010,,,Basauri,"Per 1,000 people",Basauri,2.1
2011,,,Basauri,"Per 1,000 people",Basauri,2.9
2012,,,Basauri,"Per 1,000 people",Basauri,4.1
2013,,,Basauri,"Per 1,000 people",Basauri,4.2
2014,,,Basauri,"Per 1,000 people",Basauri,2.0
2015,,,Basauri,"Per 1,000 people",Basauri,5.8
2016,,,Basauri,"Per 1,000 people",Basauri,5.0
2017,,,Basauri,"Per 1,000 people",Basauri,5.0
2018,,,Basauri,"Per 1,000 people",Basauri,5.1
2019,,,Basauri,"Per 1,000 people",Basauri,5.1
2020,,,Basauri,"Per 1,000 people",Basauri,1.3
2021,,,Basauri,"Per 1,000 people",Basauri,1.3
2022,,,Basauri,"Per 1,000 people",Basauri,0.9
2010,,,Berango,"Per 1,000 people",Berango,2.9
2011,,,Berango,"Per 1,000 people",Berango,0.0
2012,,,Berango,"Per 1,000 people",Berango,0.0
2013,,,Berango,"Per 1,000 people",Berango,0.0
2014,,,Berango,"Per 1,000 people",Berango,0.0
2015,,,Berango,"Per 1,000 people",Berango,0.0
2016,,,Berango,"Per 1,000 people",Berango,0.0
2017,,,Berango,"Per 1,000 people",Berango,0.0
2018,,,Berango,"Per 1,000 people",Berango,0.0
2019,,,Berango,"Per 1,000 people",Berango,0.0
2020,,,Berango,"Per 1,000 people",Berango,0.0
2021,,,Berango,"Per 1,000 people",Berango,0.0
2022,,,Berango,"Per 1,000 people",Berango,0.0
2010,,,Bermeo,"Per 1,000 people",Bermeo,0.0
2011,,,Bermeo,"Per 1,000 people",Bermeo,0.0
2012,,,Bermeo,"Per 1,000 people",Bermeo,0.0
2013,,,Bermeo,"Per 1,000 people",Bermeo,0.0
2014,,,Bermeo,"Per 1,000 people",Bermeo,0.0
2015,,,Bermeo,"Per 1,000 people",Bermeo,0.0
2016,,,Bermeo,"Per 1,000 people",Bermeo,0.0
2017,,,Bermeo,"Per 1,000 people",Bermeo,0.0
2018,,,Bermeo,"Per 1,000 people",Bermeo,0.0
2019,,,Bermeo,"Per 1,000 people",Bermeo,0.0
2020,,,Bermeo,"Per 1,000 people",Bermeo,0.0
2021,,,Bermeo,"Per 1,000 people",Bermeo,0.0
2022,,,Bermeo,"Per 1,000 people",Bermeo,0.0
2010,,,Berriatua,"Per 1,000 people",Berriatua,0.0
2011,,,Berriatua,"Per 1,000 people",Berriatua,0.0
2012,,,Berriatua,"Per 1,000 people",Berriatua,0.0
2013,,,Berriatua,"Per 1,000 people",Berriatua,0.0
2014,,,Berriatua,"Per 1,000 people",Berriatua,0.0
2015,,,Berriatua,"Per 1,000 people",Berriatua,0.0
2016,,,Berriatua,"Per 1,000 people",Berriatua,0.0
2017,,,Berriatua,"Per 1,000 people",Berriatua,0.0
2018,,,Berriatua,"Per 1,000 people",Berriatua,0.0
2019,,,Berriatua,"Per 1,000 people",Berriatua,0.0
2020,,,Berriatua,"Per 1,000 people",Berriatua,0.0
2021,,,Berriatua,"Per 1,000 people",Berriatua,0.0
2022,,,Berriatua,"Per 1,000 people",Berriatua,0.0
2010,,,Berriz,"Per 1,000 people",Berriz,0.0
2011,,,Berriz,"Per 1,000 people",Berriz,0.0
2012,,,Berriz,"Per 1,000 people",Berriz,0.0
2013,,,Berriz,"Per 1,000 people",Berriz,0.0
2014,,,Berriz,"Per 1,000 people",Berriz,0.0
2015,,,Berriz,"Per 1,000 people",Berriz,0.0
2016,,,Berriz,"Per 1,000 people",Berriz,0.0
2017,,,Berriz,"Per 1,000 people",Berriz,0.0
2018,,,Berriz,"Per 1,000 people",Berriz,0.0
2019,,,Berriz,"Per 1,000 people",Berriz,0.0
2020,,,Berriz,"Per 1,000 people",Berriz,0.0
2021,,,Berriz,"Per 1,000 people",Berriz,0.0
2022,,,Berriz,"Per 1,000 people",Berriz,0.0
2010,,ES4802,,"Per 1,000 people",ES4802,1.7
2011,,ES4802,,"Per 1,000 people",ES4802,1.6
2012,,ES4802,,"Per 1,000 people",ES4802,2.0
2013,,ES4802,,"Per 1,000 people",ES4802,2.3
2014,,ES4802,,"Per 1,000 people",ES4802,2.1
2015,,ES4802,,"Per 1,000 people",ES4802,1.9
2016,,ES4802,,"Per 1,000 people",ES4802,1.6
2017,,ES4802,,"Per 1,000 people",ES4802,1.6
2018,,ES4802,,"Per 1,000 people",ES4802,1.3
2019,,ES4802,,"Per 1,000 people",ES4802,1.4
2020,,ES4802,,"Per 1,000 people",ES4802,1.5
2021,,ES4802,,"Per 1,000 people",ES4802,1.5
2022,,ES4802,,"Per 1,000 people",ES4802,1.3
2010,,,Bilbao,"Per 1,000 people",Bilbao,2.4
2011,,,Bilbao,"Per 1,000 people",Bilbao,1.8
2012,,,Bilbao,"Per 1,000 people",Bilbao,1.8
2013,,,Bilbao,"Per 1,000 people",Bilbao,2.0
2014,,,Bilbao,"Per 1,000 people",Bilbao,1.9
2015,,,Bilbao,"Per 1,000 people",Bilbao,1.5
2016,,,Bilbao,"Per 1,000 people",Bilbao,1.5
2017,,,Bilbao,"Per 1,000 people",Bilbao,2.0
2018,,,Bilbao,"Per 1,000 people",Bilbao,1.8
2019,,,Bilbao,"Per 1,000 people",Bilbao,2.1
2020,,,Bilbao,"Per 1,000 people",Bilbao,2.1
2021,,,Bilbao,"Per 1,000 people",Bilbao,1.7
2022,,,Bilbao,"Per 1,000 people",Bilbao,1.5
2010,,,Busturia,"Per 1,000 people",Busturia,0.0
2011,,,Busturia,"Per 1,000 people",Busturia,0.0
2012,,,Busturia,"Per 1,000 people",Busturia,0.0
2013,,,Busturia,"Per 1,000 people",Busturia,0.0
2014,,,Busturia,"Per 1,000 people",Busturia,0.0
2015,,,Busturia,"Per 1,000 people",Busturia,0.0
2016,,,Busturia,"Per 1,000 people",Busturia,0.0
2017,,,Busturia,"Per 1,000 people",Busturia,0.0
2018,,,Busturia,"Per 1,000 people",Busturia,0.0
2019,,,Busturia,"Per 1,000 people",Busturia,0.0
2020,,,Busturia,"Per 1,000 people",Busturia,0.0
2021,,,Busturia,"Per 1,000 people",Busturia,0.0
2022,,,Busturia,"Per 1,000 people",Busturia,0.0
2010,,,Karrantza Harana/Valle de Carranza,"Per 1,000 people",Karrantza Harana/Valle de Carranza,0.0
2011,,,Karrantza Harana/Valle de Carranza,"Per 1,000 people",Karrantza Harana/Valle de Carranza,0.0
2012,,,Karrantza Harana/Valle de Carranza,"Per 1,000 people",Karrantza Harana/Valle de Carranza,0.0
2013,,,Karrantza Harana/Valle de Carranza,"Per 1,000 people",Karrantza Harana/Valle de Carranza,0.0
2014,,,Karrantza Harana/Valle de Carranza,"Per 1,000 people",Karrantza Harana/Valle de Carranza,0.0
2015,,,Karrantza Harana/Valle de Carranza,"Per 1,000 people",Karrantza Harana/Valle de Carranza,0.0
2016,,,Karrantza Harana/Valle de Carranza,"Per 1,000 people",Karrantza Harana/Valle de Carranza,0.0
2017,,,Karrantza Harana/Valle de Carranza,"Per 1,000 people",Karrantza Harana/Valle de Carranza,0.0
2018,,,Karrantza Harana/Valle de Carranza,"Per 1,000 people",Karrantza Harana/Valle de Carranza,0.0
2019,,,Karrantza Harana/Valle de Carranza,"Per 1,000 people",Karrantza Harana/Valle de Carranza,0.0
2020,,,Karrantza Harana/Valle de Carranza,"Per 1,000 people",Karrantza Harana/Valle de Carranza,0.0
2021,,,Karrantza Harana/Valle de Carranza,"Per 1,000 people",Karrantza Harana/Valle de Carranza,0.0
2022,,,Karrantza Harana/Valle de Carranza,"Per 1,000 people",Karrantza Harana/Valle de Carranza,0.0
2010,,,Artea,"Per 1,000 people",Artea,0.0
2011,,,Artea,"Per 1,000 people",Artea,0.0
2012,,,Artea,"Per 1,000 people",Artea,0.0
2013,,,Artea,"Per 1,000 people",Artea,0.0
2014,,,Artea,"Per 1,000 people",Artea,0.0
2015,,,Artea,"Per 1,000 people",Artea,0.0
2016,,,Artea,"Per 1,000 people",Artea,0.0
2017,,,Artea,"Per 1,000 people",Artea,0.0
2018,,,Artea,"Per 1,000 people",Artea,0.0
2019,,,Artea,"Per 1,000 people",Artea,0.0
2020,,,Artea,"Per 1,000 people",Artea,0.0
2021,,,Artea,"Per 1,000 people",Artea,0.0
2022,,,Artea,"Per 1,000 people",Artea,0.0
2010,,,Zeanuri,"Per 1,000 people",Zeanuri,0.0
2011,,,Zeanuri,"Per 1,000 people",Zeanuri,0.0
2012,,,Zeanuri,"Per 1,000 people",Zeanuri,0.0
2013,,,Zeanuri,"Per 1,000 people",Zeanuri,0.0
2014,,,Zeanuri,"Per 1,000 people",Zeanuri,0.0
2015,,,Zeanuri,"Per 1,000 people",Zeanuri,0.0
2016,,,Zeanuri,"Per 1,000 people",Zeanuri,0.0
2017,,,Zeanuri,"Per 1,000 people",Zeanuri,0.0
2018,,,Zeanuri,"Per 1,000 people",Zeanuri,0.0
2019,,,Zeanuri,"Per 1,000 people",Zeanuri,0.0
2020,,,Zeanuri,"Per 1,000 people",Zeanuri,0.0
2021,,,Zeanuri,"Per 1,000 people",Zeanuri,0.0
2022,,,Zeanuri,"Per 1,000 people",Zeanuri,0.0
2010,,,Zeberio,"Per 1,000 people",Zeberio,0.0
2011,,,Zeberio,"Per 1,000 people",Zeberio,0.0
2012,,,Zeberio,"Per 1,000 people",Zeberio,0.0
2013,,,Zeberio,"Per 1,000 people",Zeberio,0.0
2014,,,Zeberio,"Per 1,000 people",Zeberio,0.0
2015,,,Zeberio,"Per 1,000 people",Zeberio,0.0
2016,,,Zeberio,"Per 1,000 people",Zeberio,0.0
2017,,,Zeberio,"Per 1,000 people",Zeberio,0.0
2018,,,Zeberio,"Per 1,000 people",Zeberio,0.0
2019,,,Zeberio,"Per 1,000 people",Zeberio,0.0
2020,,,Zeberio,"Per 1,000 people",Zeberio,0.0
2021,,,Zeberio,"Per 1,000 people",Zeberio,0.0
2022,,,Zeberio,"Per 1,000 people",Zeberio,0.0
2010,,,Dima,"Per 1,000 people",Dima,0.0
2011,,,Dima,"Per 1,000 people",Dima,0.0
2012,,,Dima,"Per 1,000 people",Dima,0.0
2013,,,Dima,"Per 1,000 people",Dima,0.0
2014,,,Dima,"Per 1,000 people",Dima,0.0
2015,,,Dima,"Per 1,000 people",Dima,0.0
2016,,,Dima,"Per 1,000 people",Dima,0.0
2017,,,Dima,"Per 1,000 people",Dima,0.0
2018,,,Dima,"Per 1,000 people",Dima,0.0
2019,,,Dima,"Per 1,000 people",Dima,0.0
2020,,,Dima,"Per 1,000 people",Dima,0.0
2021,,,Dima,"Per 1,000 people",Dima,0.0
2022,,,Dima,"Per 1,000 people",Dima,0.0
2010,,,Durango,"Per 1,000 people",Durango,0.9
2011,,,Durango,"Per 1,000 people",Durango,6.9
2012,,,Durango,"Per 1,000 people",Durango,6.8
2013,,,Durango,"Per 1,000 people",Durango,6.8
2014,,,Durango,"Per 1,000 people",Durango,6.8
2015,,,Durango,"Per 1,000 people",Durango,5.9
2016,,,Durango,"Per 1,000 people",Durango,0.0
2017,,,Durango,"Per 1,000 people",Durango,0.0
2018,,,Durango,"Per 1,000 people",Durango,0.0
2019,,,Durango,"Per 1,000 people",Durango,0.0
2020,,,Durango,"Per 1,000 people",Durango,0.0
2021,,,Durango,"Per 1,000 people",Durango,0.0
2022,,,Durango,"Per 1,000 people",Durango,0.0
2010,,,Ea,"Per 1,000 people",Ea,0.0
2011,,,Ea,"Per 1,000 people",Ea,0.0
2012,,,Ea,"Per 1,000 people",Ea,0.0
2013,,,Ea,"Per 1,000 people",Ea,0.0
2014,,,Ea,"Per 1,000 people",Ea,0.0
2015,,,Ea,"Per 1,000 people",Ea,0.0
2016,,,Ea,"Per 1,000 people",Ea,0.0
2017,,,Ea,"Per 1,000 people",Ea,0.0
2018,,,Ea,"Per 1,000 people",Ea,0.0
2019,,,Ea,"Per 1,000 people",Ea,0.0
2020,,,Ea,"Per 1,000 people",Ea,0.0
2021,,,Ea,"Per 1,000 people",Ea,0.0
2022,,,Ea,"Per 1,000 people",Ea,0.0
2010,,,Etxebarri,"Per 1,000 people",Etxebarri,5.0
2011,,,Etxebarri,"Per 1,000 people",Etxebarri,1.2
2012,,,Etxebarri,"Per 1,000 people",Etxebarri,1.2
2013,,,Etxebarri,"Per 1,000 people",Etxebarri,1.1
2014,,,Etxebarri,"Per 1,000 people",Etxebarri,0.0
2015,,,Etxebarri,"Per 1,000 people",Etxebarri,0.0
2016,,,Etxebarri,"Per 1,000 people",Etxebarri,0.0
2017,,,Etxebarri,"Per 1,000 people",Etxebarri,0.0
2018,,,Etxebarri,"Per 1,000 people",Etxebarri,0.0
2019,,,Etxebarri,"Per 1,000 people",Etxebarri,0.0
2020,,,Etxebarri,"Per 1,000 people",Etxebarri,0.0
2021,,,Etxebarri,"Per 1,000 people",Etxebarri,0.0
2022,,,Etxebarri,"Per 1,000 people",Etxebarri,0.0
2010,,ES4803,,"Per 1,000 people",ES4803,3.8
2011,,ES4803,,"Per 1,000 people",ES4803,5.5
2012,,ES4803,,"Per 1,000 people",ES4803,5.5
2013,,ES4803,,"Per 1,000 people",ES4803,5.7
2014,,ES4803,,"Per 1,000 people",ES4803,4.1
2015,,ES4803,,"Per 1,000 people",ES4803,2.9
2016,,ES4803,,"Per 1,000 people",ES4803,0.6
2017,,ES4803,,"Per 1,000 people",ES4803,0.6
2018,,ES4803,,"Per 1,000 people",ES4803,0.0
2019,,ES4803,,"Per 1,000 people",ES4803,0.0
2020,,ES4803,,"Per 1,000 people",ES4803,0.0
2021,,ES4803,,"Per 1,000 people",ES4803,0.0
2022,,ES4803,,"Per 1,000 people",ES4803,0.0
2010,,,Etxebarria,"Per 1,000 people",Etxebarria,0.0
2011,,,Etxebarria,"Per 1,000 people",Etxebarria,0.0
2012,,,Etxebarria,"Per 1,000 people",Etxebarria,0.0
2013,,,Etxebarria,"Per 1,000 people",Etxebarria,0.0
2014,,,Etxebarria,"Per 1,000 people",Etxebarria,0.0
2015,,,Etxebarria,"Per 1,000 people",Etxebarria,0.0
2016,,,Etxebarria,"Per 1,000 people",Etxebarria,0.0
2017,,,Etxebarria,"Per 1,000 people",Etxebarria,0.0
2018,,,Etxebarria,"Per 1,000 people",Etxebarria,0.0
2019,,,Etxebarria,"Per 1,000 people",Etxebarria,0.0
2020,,,Etxebarria,"Per 1,000 people",Etxebarria,0.0
2021,,,Etxebarria,"Per 1,000 people",Etxebarria,0.0
2022,,,Etxebarria,"Per 1,000 people",Etxebarria,0.0
2010,,,Elantxobe,"Per 1,000 people",Elantxobe,0.0
2011,,,Elantxobe,"Per 1,000 people",Elantxobe,0.0
2012,,,Elantxobe,"Per 1,000 people",Elantxobe,0.0
2013,,,Elantxobe,"Per 1,000 people",Elantxobe,0.0
2014,,,Elantxobe,"Per 1,000 people",Elantxobe,0.0
2015,,,Elantxobe,"Per 1,000 people",Elantxobe,0.0
2016,,,Elantxobe,"Per 1,000 people",Elantxobe,0.0
2017,,,Elantxobe,"Per 1,000 people",Elantxobe,0.0
2018,,,Elantxobe,"Per 1,000 people",Elantxobe,0.0
2019,,,Elantxobe,"Per 1,000 people",Elantxobe,0.0
2020,,,Elantxobe,"Per 1,000 people",Elantxobe,0.0
2021,,,Elantxobe,"Per 1,000 people",Elantxobe,0.0
2022,,,Elantxobe,"Per 1,000 people",Elantxobe,0.0
2010,,,Elorrio,"Per 1,000 people",Elorrio,8.3
2011,,,Elorrio,"Per 1,000 people",Elorrio,8.2
2012,,,Elorrio,"Per 1,000 people",Elorrio,8.2
2013,,,Elorrio,"Per 1,000 people",Elorrio,3.3
2014,,,Elorrio,"Per 1,000 people",Elorrio,3.3
2015,,,Elorrio,"Per 1,000 people",Elorrio,0.0
2016,,,Elorrio,"Per 1,000 people",Elorrio,0.0
2017,,,Elorrio,"Per 1,000 people",Elorrio,0.0
2018,,,Elorrio,"Per 1,000 people",Elorrio,0.0
2019,,,Elorrio,"Per 1,000 people",Elorrio,0.0
2020,,,Elorrio,"Per 1,000 people",Elorrio,0.0
2021,,,Elorrio,"Per 1,000 people",Elorrio,0.0
2022,,,Elorrio,"Per 1,000 people",Elorrio,0.0
2010,,,Ereño,"Per 1,000 people",Ereño,0.0
2011,,,Ereño,"Per 1,000 people",Ereño,0.0
2012,,,Ereño,"Per 1,000 people",Ereño,0.0
2013,,,Ereño,"Per 1,000 people",Ereño,0.0
2014,,,Ereño,"Per 1,000 people",Ereño,0.0
2015,,,Ereño,"Per 1,000 people",Ereño,0.0
2016,,,Ereño,"Per 1,000 people",Ereño,0.0
2017,,,Ereño,"Per 1,000 people",Ereño,0.0
2018,,,Ereño,"Per 1,000 people",Ereño,0.0
2019,,,Ereño,"Per 1,000 people",Ereño,0.0
2020,,,Ereño,"Per 1,000 people",Ereño,0.0
2021,,,Ereño,"Per 1,000 people",Ereño,0.0
2022,,,Ereño,"Per 1,000 people",Ereño,0.0
2010,,,Ermua,"Per 1,000 people",Ermua,3.6
2011,,,Ermua,"Per 1,000 people",Ermua,0.0
2012,,,Ermua,"Per 1,000 people",Ermua,0.0
2013,,,Ermua,"Per 1,000 people",Ermua,3.5
2014,,,Ermua,"Per 1,000 people",Ermua,3.5
2015,,,Ermua,"Per 1,000 people",Ermua,3.5
2016,,,Ermua,"Per 1,000 people",Ermua,3.5
2017,,,Ermua,"Per 1,000 people",Ermua,3.5
2018,,,Ermua,"Per 1,000 people",Ermua,0.0
2019,,,Ermua,"Per 1,000 people",Ermua,0.0
2020,,,Ermua,"Per 1,000 people",Ermua,0.0
2021,,,Ermua,"Per 1,000 people",Ermua,0.0
2022,,,Ermua,"Per 1,000 people",Ermua,0.0
2010,,,Fruiz,"Per 1,000 people",Fruiz,0.0
2011,,,Fruiz,"Per 1,000 people",Fruiz,0.0
2012,,,Fruiz,"Per 1,000 people",Fruiz,0.0
2013,,,Fruiz,"Per 1,000 people",Fruiz,0.0
2014,,,Fruiz,"Per 1,000 people",Fruiz,0.0
2015,,,Fruiz,"Per 1,000 people",Fruiz,0.0
2016,,,Fruiz,"Per 1,000 people",Fruiz,0.0
2017,,,Fruiz,"Per 1,000 people",Fruiz,0.0
2018,,,Fruiz,"Per 1,000 people",Fruiz,0.0
2019,,,Fruiz,"Per 1,000 people",Fruiz,0.0
2020,,,Fruiz,"Per 1,000 people",Fruiz,0.0
2021,,,Fruiz,"Per 1,000 people",Fruiz,0.0
2022,,,Fruiz,"Per 1,000 people",Fruiz,0.0
2010,,,Galdakao,"Per 1,000 people",Galdakao,0.0
2011,,,Galdakao,"Per 1,000 people",Galdakao,0.0
2012,,,Galdakao,"Per 1,000 people",Galdakao,0.0
2013,,,Galdakao,"Per 1,000 people",Galdakao,0.0
2014,,,Galdakao,"Per 1,000 people",Galdakao,0.0
2015,,,Galdakao,"Per 1,000 people",Galdakao,0.0
2016,,,Galdakao,"Per 1,000 people",Galdakao,0.0
2017,,,Galdakao,"Per 1,000 people",Galdakao,0.0
2018,,,Galdakao,"Per 1,000 people",Galdakao,0.0
2019,,,Galdakao,"Per 1,000 people",Galdakao,0.0
2020,,,Galdakao,"Per 1,000 people",Galdakao,0.0
2021,,,Galdakao,"Per 1,000 people",Galdakao,0.0
2022,,,Galdakao,"Per 1,000 people",Galdakao,0.0
2010,,,Galdames,"Per 1,000 people",Galdames,0.0
2011,,,Galdames,"Per 1,000 people",Galdames,0.0
2012,,,Galdames,"Per 1,000 people",Galdames,0.0
2013,,,Galdames,"Per 1,000 people",Galdames,0.0
2014,,,Galdames,"Per 1,000 people",Galdames,0.0
2015,,,Galdames,"Per 1,000 people",Galdames,0.0
2016,,,Galdames,"Per 1,000 people",Galdames,0.0
2017,,,Galdames,"Per 1,000 people",Galdames,0.0
2018,,,Galdames,"Per 1,000 people",Galdames,0.0
2019,,,Galdames,"Per 1,000 people",Galdames,0.0
2020,,,Galdames,"Per 1,000 people",Galdames,0.0
2021,,,Galdames,"Per 1,000 people",Galdames,0.0
2022,,,Galdames,"Per 1,000 people",Galdames,0.0
2010,,,Gamiz-Fika,"Per 1,000 people",Gamiz-Fika,0.0
2011,,,Gamiz-Fika,"Per 1,000 people",Gamiz-Fika,0.0
2012,,,Gamiz-Fika,"Per 1,000 people",Gamiz-Fika,0.0
2013,,,Gamiz-Fika,"Per 1,000 people",Gamiz-Fika,0.0
2014,,,Gamiz-Fika,"Per 1,000 people",Gamiz-Fika,0.0
2015,,,Gamiz-Fika,"Per 1,000 people",Gamiz-Fika,0.0
2016,,,Gamiz-Fika,"Per 1,000 people",Gamiz-Fika,0.0
2017,,,Gamiz-Fika,"Per 1,000 people",Gamiz-Fika,0.0
2018,,,Gamiz-Fika,"Per 1,000 people",Gamiz-Fika,0.0
2019,,,Gamiz-Fika,"Per 1,000 people",Gamiz-Fika,0.0
2020,,,Gamiz-Fika,"Per 1,000 people",Gamiz-Fika,0.0
2021,,,Gamiz-Fika,"Per 1,000 people",Gamiz-Fika,0.0
2022,,,Gamiz-Fika,"Per 1,000 people",Gamiz-Fika,0.0
2010,,,Garai,"Per 1,000 people",Garai,0.0
2011,,,Garai,"Per 1,000 people",Garai,0.0
2012,,,Garai,"Per 1,000 people",Garai,0.0
2013,,,Garai,"Per 1,000 people",Garai,0.0
2014,,,Garai,"Per 1,000 people",Garai,0.0
2015,,,Garai,"Per 1,000 people",Garai,0.0
2016,,,Garai,"Per 1,000 people",Garai,0.0
2017,,,Garai,"Per 1,000 people",Garai,0.0
2018,,,Garai,"Per 1,000 people",Garai,0.0
2019,,,Garai,"Per 1,000 people",Garai,0.0
2020,,,Garai,"Per 1,000 people",Garai,0.0
2021,,,Garai,"Per 1,000 people",Garai,0.0
2022,,,Garai,"Per 1,000 people",Garai,0.0
2010,,ES4804,,"Per 1,000 people",ES4804,2.3
2011,,ES4804,,"Per 1,000 people",ES4804,2.3
2012,,ES4804,,"Per 1,000 people",ES4804,2.3
2013,,ES4804,,"Per 1,000 people",ES4804,0.0
2014,,ES4804,,"Per 1,000 people",ES4804,0.0
2015,,ES4804,,"Per 1,000 people",ES4804,0.0
2016,,ES4804,,"Per 1,000 people",ES4804,0.0
2017,,ES4804,,"Per 1,000 people",ES4804,0.0
2018,,ES4804,,"Per 1,000 people",ES4804,0.0
2019,,ES4804,,"Per 1,000 people",ES4804,0.0
2020,,ES4804,,"Per 1,000 people",ES4804,0.0
2021,,ES4804,,"Per 1,000 people",ES4804,0.0
2022,,ES4804,,"Per 1,000 people",ES4804,0.0
2010,,,Gatika,"Per 1,000 people",Gatika,0.0
2011,,,Gatika,"Per 1,000 people",Gatika,0.0
2012,,,Gatika,"Per 1,000 people",Gatika,0.0
2013,,,Gatika,"Per 1,000 people",Gatika,0.0
2014,,,Gatika,"Per 1,000 people",Gatika,0.0
2015,,,Gatika,"Per 1,000 people",Gatika,0.0
2016,,,Gatika,"Per 1,000 people",Gatika,0.0
2017,,,Gatika,"Per 1,000 people",Gatika,0.0
2018,,,Gatika,"Per 1,000 people",Gatika,0.0
2019,,,Gatika,"Per 1,000 people",Gatika,0.0
2020,,,Gatika,"Per 1,000 people",Gatika,0.0
2021,,,Gatika,"Per 1,000 people",Gatika,0.0
2022,,,Gatika,"Per 1,000 people",Gatika,0.0
2010,,,Gautegiz Arteaga,"Per 1,000 people",Gautegiz Arteaga,0.0
2011,,,Gautegiz Arteaga,"Per 1,000 people",Gautegiz Arteaga,0.0
