Year,ServBasico,Lurraldea,Eskualdea,Udalerria,Unidad,GeoCode,Value
2017,BSRVSAN,,,Altzaga,Ehunekoa,Altzaga,96.5
2018,BSRVSAN,,,Altzaga,Ehunekoa,Altzaga,96.7
2019,BSRVSAN,,,Altzaga,Ehunekoa,Altzaga,96.6
2020,BSRVSAN,,,Altzaga,Ehunekoa,Altzaga,96.6
2021,BSRVSAN,,,Altzaga,Ehunekoa,Altzaga,96.5
2022,BSRVSAN,,,Altzaga,Ehunekoa,Altzaga,96.6
2010,BSRVH2O,,,Gaztelu,Ehunekoa,Gaztelu,100.0
2011,BSRVH2O,,,Gaztelu,Ehunekoa,Gaztelu,100.0
2013,BSRVH2O,,,Gaztelu,Ehunekoa,Gaztelu,100.0
2014,BSRVH2O,,,Gaztelu,Ehunekoa,Gaztelu,100.0
2015,BSRVH2O,,,Gaztelu,Ehunekoa,Gaztelu,100.0
2016,BSRVH2O,,,Gaztelu,Ehunekoa,Gaztelu,100.0
2017,BSRVH2O,,,Gaztelu,Ehunekoa,Gaztelu,100.0
2018,BSRVH2O,,,Gaztelu,Ehunekoa,Gaztelu,100.0
2019,BSRVH2O,,,Gaztelu,Ehunekoa,Gaztelu,100.0
2020,BSRVH2O,,,Gaztelu,Ehunekoa,Gaztelu,100.0
2021,BSRVH2O,,,Gaztelu,Ehunekoa,Gaztelu,100.0
2022,BSRVH2O,,,Gaztelu,Ehunekoa,Gaztelu,100.0
2010,BSRVSAN,,,Gaztelu,Ehunekoa,Gaztelu,100.0
2011,BSRVSAN,,,Gaztelu,Ehunekoa,Gaztelu,100.0
2013,BSRVSAN,,,Gaztelu,Ehunekoa,Gaztelu,100.0
2014,BSRVSAN,,,Gaztelu,Ehunekoa,Gaztelu,100.0
2015,BSRVSAN,,,Gaztelu,Ehunekoa,Gaztelu,100.0
2016,BSRVSAN,,,Gaztelu,Ehunekoa,Gaztelu,100.0
2017,BSRVSAN,,,Gaztelu,Ehunekoa,Gaztelu,100.0
2018,BSRVSAN,,,Gaztelu,Ehunekoa,Gaztelu,100.0
2019,BSRVSAN,,,Gaztelu,Ehunekoa,Gaztelu,100.0
2020,BSRVSAN,,,Gaztelu,Ehunekoa,Gaztelu,100.0
2021,BSRVSAN,,,Gaztelu,Ehunekoa,Gaztelu,100.0
2022,BSRVSAN,,,Gaztelu,Ehunekoa,Gaztelu,100.0
2010,BSRVH2O,Bizkaia,,,Ehunekoa,Bizkaia,99.9
2011,BSRVH2O,Bizkaia,,,Ehunekoa,Bizkaia,99.9
2013,BSRVH2O,Bizkaia,,,Ehunekoa,Bizkaia,99.9
2014,BSRVH2O,Bizkaia,,,Ehunekoa,Bizkaia,99.9
2015,BSRVH2O,Bizkaia,,,Ehunekoa,Bizkaia,99.9
2016,BSRVH2O,Bizkaia,,,Ehunekoa,Bizkaia,99.9
2017,BSRVH2O,Bizkaia,,,Ehunekoa,Bizkaia,99.9
2018,BSRVH2O,Bizkaia,,,Ehunekoa,Bizkaia,99.9
2019,BSRVH2O,Bizkaia,,,Ehunekoa,Bizkaia,99.9
2020,BSRVH2O,Bizkaia,,,Ehunekoa,Bizkaia,99.9
2021,BSRVH2O,Bizkaia,,,Ehunekoa,Bizkaia,99.9
2022,BSRVH2O,Bizkaia,,,Ehunekoa,Bizkaia,99.9
2010,BSRVSAN,Bizkaia,,,Ehunekoa,Bizkaia,99.6
2011,BSRVSAN,Bizkaia,,,Ehunekoa,Bizkaia,99.6
2013,BSRVSAN,Bizkaia,,,Ehunekoa,Bizkaia,99.6
2014,BSRVSAN,Bizkaia,,,Ehunekoa,Bizkaia,99.6
2015,BSRVSAN,Bizkaia,,,Ehunekoa,Bizkaia,99.6
2016,BSRVSAN,Bizkaia,,,Ehunekoa,Bizkaia,99.6
2017,BSRVSAN,Bizkaia,,,Ehunekoa,Bizkaia,99.6
2018,BSRVSAN,Bizkaia,,,Ehunekoa,Bizkaia,99.6
2019,BSRVSAN,Bizkaia,,,Ehunekoa,Bizkaia,99.6
2020,BSRVSAN,Bizkaia,,,Ehunekoa,Bizkaia,100.0
2021,BSRVSAN,Bizkaia,,,Ehunekoa,Bizkaia,100.0
2022,BSRVSAN,Bizkaia,,,Ehunekoa,Bizkaia,100.0
2010,BSRVH2O,,,Abadiño,Ehunekoa,Abadiño,100.0
2011,BSRVH2O,,,Abadiño,Ehunekoa,Abadiño,100.0
2013,BSRVH2O,,,Abadiño,Ehunekoa,Abadiño,100.0
2014,BSRVH2O,,,Abadiño,Ehunekoa,Abadiño,100.0
2015,BSRVH2O,,,Abadiño,Ehunekoa,Abadiño,100.0
2016,BSRVH2O,,,Abadiño,Ehunekoa,Abadiño,100.0
2017,BSRVH2O,,,Abadiño,Ehunekoa,Abadiño,100.0
2018,BSRVH2O,,,Abadiño,Ehunekoa,Abadiño,100.0
2019,BSRVH2O,,,Abadiño,Ehunekoa,Abadiño,100.0
2020,BSRVH2O,,,Abadiño,Ehunekoa,Abadiño,100.0
2021,BSRVH2O,,,Abadiño,Ehunekoa,Abadiño,100.0
2022,BSRVH2O,,,Abadiño,Ehunekoa,Abadiño,100.0
2010,BSRVSAN,,,Abadiño,Ehunekoa,Abadiño,99.7
2011,BSRVSAN,,,Abadiño,Ehunekoa,Abadiño,99.7
2013,BSRVSAN,,,Abadiño,Ehunekoa,Abadiño,99.7
2014,BSRVSAN,,,Abadiño,Ehunekoa,Abadiño,99.7
2015,BSRVSAN,,,Abadiño,Ehunekoa,Abadiño,99.7
2016,BSRVSAN,,,Abadiño,Ehunekoa,Abadiño,99.7
2017,BSRVSAN,,,Abadiño,Ehunekoa,Abadiño,99.7
2018,BSRVSAN,,,Abadiño,Ehunekoa,Abadiño,99.8
2019,BSRVSAN,,,Abadiño,Ehunekoa,Abadiño,99.8
2020,BSRVSAN,,,Abadiño,Ehunekoa,Abadiño,100.0
2021,BSRVSAN,,,Abadiño,Ehunekoa,Abadiño,100.0
2022,BSRVSAN,,,Abadiño,Ehunekoa,Abadiño,100.0
2010,BSRVH2O,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,99.8
2011,BSRVH2O,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,99.7
2013,BSRVH2O,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,99.7
2014,BSRVH2O,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,99.8
2015,BSRVH2O,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,99.8
2016,BSRVH2O,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,99.8
2017,BSRVH2O,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,99.8
2018,BSRVH2O,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,99.8
2019,BSRVH2O,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,99.7
2020,BSRVH2O,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,99.7
2021,BSRVH2O,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,99.7
2022,BSRVH2O,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,99.7
2010,BSRVSAN,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,99.2
2011,BSRVSAN,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,99.2
2013,BSRVSAN,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,99.2
2014,BSRVSAN,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,99.2
2015,BSRVSAN,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,99.1
2016,BSRVSAN,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,99.2
2017,BSRVSAN,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,99.1
2018,BSRVSAN,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,99.1
2019,BSRVSAN,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,99.1
2020,BSRVSAN,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,99.9
2021,BSRVSAN,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,99.9
2022,BSRVSAN,,,Abanto y Ciérvana-Abanto Zierbena,Ehunekoa,Abanto y Ciérvana-Abanto Zierbena,99.9
2010,BSRVH2O,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,99.9
2011,BSRVH2O,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,99.9
2013,BSRVH2O,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,99.9
2014,BSRVH2O,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,99.9
2015,BSRVH2O,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,99.9
2016,BSRVH2O,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,99.9
2017,BSRVH2O,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,99.9
2018,BSRVH2O,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,99.9
2019,BSRVH2O,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,99.9
2020,BSRVH2O,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,99.9
2021,BSRVH2O,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,99.9
2022,BSRVH2O,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,99.9
2010,BSRVSAN,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,99.7
2011,BSRVSAN,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,99.7
2013,BSRVSAN,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,99.8
2014,BSRVSAN,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,99.8
2015,BSRVSAN,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,99.8
2016,BSRVSAN,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,99.8
2017,BSRVSAN,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,99.8
2018,BSRVSAN,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,99.8
2019,BSRVSAN,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,99.8
2020,BSRVSAN,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,100.0
2021,BSRVSAN,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,100.0
2022,BSRVSAN,,,Amorebieta-Etxano,Ehunekoa,Amorebieta-Etxano,100.0
2010,BSRVH2O,,,Amoroto,Ehunekoa,Amoroto,100.0
2011,BSRVH2O,,,Amoroto,Ehunekoa,Amoroto,100.0
2013,BSRVH2O,,,Amoroto,Ehunekoa,Amoroto,100.0
2014,BSRVH2O,,,Amoroto,Ehunekoa,Amoroto,100.0
2015,BSRVH2O,,,Amoroto,Ehunekoa,Amoroto,100.0
2016,BSRVH2O,,,Amoroto,Ehunekoa,Amoroto,100.0
2017,BSRVH2O,,,Amoroto,Ehunekoa,Amoroto,100.0
2018,BSRVH2O,,,Amoroto,Ehunekoa,Amoroto,100.0
2019,BSRVH2O,,,Amoroto,Ehunekoa,Amoroto,100.0
2020,BSRVH2O,,,Amoroto,Ehunekoa,Amoroto,100.0
2021,BSRVH2O,,,Amoroto,Ehunekoa,Amoroto,100.0
2022,BSRVH2O,,,Amoroto,Ehunekoa,Amoroto,100.0
2010,BSRVSAN,,,Amoroto,Ehunekoa,Amoroto,97.2
2011,BSRVSAN,,,Amoroto,Ehunekoa,Amoroto,97.2
2013,BSRVSAN,,,Amoroto,Ehunekoa,Amoroto,97.2
2014,BSRVSAN,,,Amoroto,Ehunekoa,Amoroto,97.3
2015,BSRVSAN,,,Amoroto,Ehunekoa,Amoroto,97.2
2016,BSRVSAN,,,Amoroto,Ehunekoa,Amoroto,97.3
2017,BSRVSAN,,,Amoroto,Ehunekoa,Amoroto,97.9
2018,BSRVSAN,,,Amoroto,Ehunekoa,Amoroto,99.3
2019,BSRVSAN,,,Amoroto,Ehunekoa,Amoroto,99.3
2020,BSRVSAN,,,Amoroto,Ehunekoa,Amoroto,100.0
2021,BSRVSAN,,,Amoroto,Ehunekoa,Amoroto,100.0
2022,BSRVSAN,,,Amoroto,Ehunekoa,Amoroto,100.0
2010,BSRVH2O,,,Arakaldo,Ehunekoa,Arakaldo,100.0
2011,BSRVH2O,,,Arakaldo,Ehunekoa,Arakaldo,100.0
2013,BSRVH2O,,,Arakaldo,Ehunekoa,Arakaldo,100.0
2014,BSRVH2O,,,Arakaldo,Ehunekoa,Arakaldo,100.0
2015,BSRVH2O,,,Arakaldo,Ehunekoa,Arakaldo,100.0
2016,BSRVH2O,,,Arakaldo,Ehunekoa,Arakaldo,100.0
2017,BSRVH2O,,,Arakaldo,Ehunekoa,Arakaldo,100.0
2018,BSRVH2O,,,Arakaldo,Ehunekoa,Arakaldo,100.0
2019,BSRVH2O,,,Arakaldo,Ehunekoa,Arakaldo,100.0
2020,BSRVH2O,,,Arakaldo,Ehunekoa,Arakaldo,100.0
2021,BSRVH2O,,,Arakaldo,Ehunekoa,Arakaldo,100.0
2022,BSRVH2O,,,Arakaldo,Ehunekoa,Arakaldo,100.0
2010,BSRVSAN,,,Arakaldo,Ehunekoa,Arakaldo,100.0
2011,BSRVSAN,,,Arakaldo,Ehunekoa,Arakaldo,100.0
2013,BSRVSAN,,,Arakaldo,Ehunekoa,Arakaldo,100.0
2014,BSRVSAN,,,Arakaldo,Ehunekoa,Arakaldo,100.0
2015,BSRVSAN,,,Arakaldo,Ehunekoa,Arakaldo,100.0
2016,BSRVSAN,,,Arakaldo,Ehunekoa,Arakaldo,100.0
2017,BSRVSAN,,,Arakaldo,Ehunekoa,Arakaldo,100.0
2018,BSRVSAN,,,Arakaldo,Ehunekoa,Arakaldo,100.0
2019,BSRVSAN,,,Arakaldo,Ehunekoa,Arakaldo,100.0
2020,BSRVSAN,,,Arakaldo,Ehunekoa,Arakaldo,100.0
2021,BSRVSAN,,,Arakaldo,Ehunekoa,Arakaldo,100.0
2022,BSRVSAN,,,Arakaldo,Ehunekoa,Arakaldo,100.0
2010,BSRVH2O,,,Arantzazu,Ehunekoa,Arantzazu,100.0
2011,BSRVH2O,,,Arantzazu,Ehunekoa,Arantzazu,100.0
2013,BSRVH2O,,,Arantzazu,Ehunekoa,Arantzazu,100.0
2014,BSRVH2O,,,Arantzazu,Ehunekoa,Arantzazu,100.0
2015,BSRVH2O,,,Arantzazu,Ehunekoa,Arantzazu,100.0
2016,BSRVH2O,,,Arantzazu,Ehunekoa,Arantzazu,100.0
2017,BSRVH2O,,,Arantzazu,Ehunekoa,Arantzazu,100.0
2018,BSRVH2O,,,Arantzazu,Ehunekoa,Arantzazu,100.0
2019,BSRVH2O,,,Arantzazu,Ehunekoa,Arantzazu,99.3
2020,BSRVH2O,,,Arantzazu,Ehunekoa,Arantzazu,99.4
2021,BSRVH2O,,,Arantzazu,Ehunekoa,Arantzazu,99.4
2022,BSRVH2O,,,Arantzazu,Ehunekoa,Arantzazu,99.4
2010,BSRVSAN,,,Arantzazu,Ehunekoa,Arantzazu,100.0
2011,BSRVSAN,,,Arantzazu,Ehunekoa,Arantzazu,100.0
2013,BSRVSAN,,,Arantzazu,Ehunekoa,Arantzazu,100.0
2014,BSRVSAN,,,Arantzazu,Ehunekoa,Arantzazu,100.0
2015,BSRVSAN,,,Arantzazu,Ehunekoa,Arantzazu,100.0
2016,BSRVSAN,,,Arantzazu,Ehunekoa,Arantzazu,100.0
2017,BSRVSAN,,,Arantzazu,Ehunekoa,Arantzazu,99.3
2018,BSRVSAN,,,Arantzazu,Ehunekoa,Arantzazu,99.3
2019,BSRVSAN,,,Arantzazu,Ehunekoa,Arantzazu,99.3
2020,BSRVSAN,,,Arantzazu,Ehunekoa,Arantzazu,100.0
2021,BSRVSAN,,,Arantzazu,Ehunekoa,Arantzazu,100.0
2022,BSRVSAN,,,Arantzazu,Ehunekoa,Arantzazu,100.0
2010,BSRVH2O,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,97.6
2011,BSRVH2O,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,97.6
2013,BSRVH2O,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,97.6
2014,BSRVH2O,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,97.7
2015,BSRVH2O,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,97.6
2016,BSRVH2O,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,97.6
2017,BSRVH2O,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,97.2
2018,BSRVH2O,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,97.8
2019,BSRVH2O,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,97.8
2020,BSRVH2O,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,97.2
2021,BSRVH2O,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,97.8
2022,BSRVH2O,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,98.3
2010,BSRVSAN,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,98.8
2011,BSRVSAN,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,98.8
2013,BSRVSAN,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,98.8
2014,BSRVSAN,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,98.8
2015,BSRVSAN,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,98.8
2016,BSRVSAN,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,98.8
2017,BSRVSAN,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,98.9
2018,BSRVSAN,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,98.9
2019,BSRVSAN,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,98.9
2020,BSRVSAN,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,100.0
2021,BSRVSAN,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,100.0
2022,BSRVSAN,,,Munitibar-Arbatzegi Gerrikaitz,Ehunekoa,Munitibar-Arbatzegi Gerrikaitz,100.0
2010,BSRVH2O,,,Artzentales,Ehunekoa,Artzentales,97.4
2011,BSRVH2O,,,Artzentales,Ehunekoa,Artzentales,97.8
2013,BSRVH2O,,,Artzentales,Ehunekoa,Artzentales,97.8
2014,BSRVH2O,,,Artzentales,Ehunekoa,Artzentales,97.8
2015,BSRVH2O,,,Artzentales,Ehunekoa,Artzentales,97.8
2016,BSRVH2O,,,Artzentales,Ehunekoa,Artzentales,97.8
2017,BSRVH2O,,,Artzentales,Ehunekoa,Artzentales,97.8
2018,BSRVH2O,,,Artzentales,Ehunekoa,Artzentales,97.8
2019,BSRVH2O,,,Artzentales,Ehunekoa,Artzentales,97.9
2020,BSRVH2O,,,Artzentales,Ehunekoa,Artzentales,97.8
2021,BSRVH2O,,,Artzentales,Ehunekoa,Artzentales,97.8
2022,BSRVH2O,,,Artzentales,Ehunekoa,Artzentales,97.1
2010,BSRVSAN,,,Artzentales,Ehunekoa,Artzentales,98.5
2011,BSRVSAN,,,Artzentales,Ehunekoa,Artzentales,98.5
2013,BSRVSAN,,,Artzentales,Ehunekoa,Artzentales,98.5
2014,BSRVSAN,,,Artzentales,Ehunekoa,Artzentales,98.5
2015,BSRVSAN,,,Artzentales,Ehunekoa,Artzentales,97.5
2016,BSRVSAN,,,Artzentales,Ehunekoa,Artzentales,97.5
2017,BSRVSAN,,,Artzentales,Ehunekoa,Artzentales,97.5
2018,BSRVSAN,,,Artzentales,Ehunekoa,Artzentales,97.5
2019,BSRVSAN,,,Artzentales,Ehunekoa,Artzentales,97.5
2020,BSRVSAN,,,Artzentales,Ehunekoa,Artzentales,100.0
2021,BSRVSAN,,,Artzentales,Ehunekoa,Artzentales,100.0
2022,BSRVSAN,,,Artzentales,Ehunekoa,Artzentales,100.0
2010,BSRVH2O,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,100.0
2011,BSRVH2O,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,100.0
2013,BSRVH2O,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,100.0
2014,BSRVH2O,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,100.0
2015,BSRVH2O,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,100.0
2016,BSRVH2O,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,100.0
2017,BSRVH2O,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,100.0
2018,BSRVH2O,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,100.0
2019,BSRVH2O,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,100.0
2020,BSRVH2O,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,100.0
2021,BSRVH2O,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,100.0
2022,BSRVH2O,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,100.0
2010,BSRVSAN,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,99.1
2011,BSRVSAN,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,99.2
2013,BSRVSAN,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,99.2
2014,BSRVSAN,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,99.1
2015,BSRVSAN,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,99.1
2016,BSRVSAN,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,99.2
2017,BSRVSAN,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,99.2
2018,BSRVSAN,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,99.2
2019,BSRVSAN,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,99.2
2020,BSRVSAN,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,100.0
2021,BSRVSAN,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,100.0
2022,BSRVSAN,,,Arrankudiaga-Zollo,Ehunekoa,Arrankudiaga-Zollo,100.0
2010,BSRVH2O,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,99.6
2011,BSRVH2O,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,99.6
2013,BSRVH2O,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,99.6
2014,BSRVH2O,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,99.6
2015,BSRVH2O,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,99.6
2016,BSRVH2O,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,99.6
2017,BSRVH2O,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,99.6
2018,BSRVH2O,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,99.6
2019,BSRVH2O,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,99.6
2020,BSRVH2O,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,99.6
2021,BSRVH2O,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,99.6
2022,BSRVH2O,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,99.6
2010,BSRVSAN,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,98.2
2011,BSRVSAN,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,98.1
2013,BSRVSAN,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,98.2
2014,BSRVSAN,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,98.3
2015,BSRVSAN,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,98.2
2016,BSRVSAN,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,98.2
2017,BSRVSAN,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,98.4
2018,BSRVSAN,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,98.5
2019,BSRVSAN,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,98.5
2020,BSRVSAN,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,99.8
2021,BSRVSAN,,Arratia Nerbioi / Arratia-Nervión,,Ehunekoa,Arratia Nerbioi / Arratia-Nervión,99.8
