Year,Series,Age,Sex,Type of contract,Province,County,Municipality,Units,GeoCode,Value
2016,Employment rate,16 years and over,Female,,,,Legorreta,%,Legorreta,46.5
2020,Employment rate,16 years and over,Female,,,,Legorreta,%,Legorreta,48.7
2015,Employment rate,16 years and over,Female,,,,Legorreta,%,Legorreta,46.0
2022,Employment rate,16 years and over,Female,,,,Legorreta,%,Legorreta,50.5
2019,Employment rate,16 years and over,Female,,,,Legorreta,%,Legorreta,49.8
2021,Employment rate,16 years and over,Female,,,,Legorreta,%,Legorreta,49.3
2020,Employment rate,16 years and over,Female,,,,Legutio,%,Legutio,52.1
2016,Employment rate,16 years and over,Female,,,,Legutio,%,Legutio,51.6
2023,Employment rate,16 years and over,Female,,,,Legutio,%,Legutio,51.8
2015,Employment rate,16 years and over,Female,,,,Legutio,%,Legutio,51.6
2019,Employment rate,16 years and over,Female,,,,Legutio,%,Legutio,51.7
2018,Employment rate,16 years and over,Female,,,,Legutio,%,Legutio,54.3
2021,Employment rate,16 years and over,Female,,,,Legutio,%,Legutio,50.7
2010,Employment rate,16 years and over,Female,,,,Legutio,%,Legutio,48.1
2022,Employment rate,16 years and over,Female,,,,Legutio,%,Legutio,54.4
2023,Employment rate,16 years and over,Female,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,52.2
2021,Employment rate,16 years and over,Female,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,48.1
2022,Employment rate,16 years and over,Female,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,47.3
2019,Employment rate,16 years and over,Female,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,52.7
2016,Employment rate,16 years and over,Female,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,51.2
2015,Employment rate,16 years and over,Female,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,51.7
2010,Employment rate,16 years and over,Female,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,50.0
2020,Employment rate,16 years and over,Female,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,50.6
2018,Employment rate,16 years and over,Female,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,50.6
2021,Employment rate,16 years and over,Female,,,,Leioa,%,Leioa,50.1
2018,Employment rate,16 years and over,Female,,,,Leioa,%,Leioa,49.8
2020,Employment rate,16 years and over,Female,,,,Leioa,%,Leioa,50.5
2016,Employment rate,16 years and over,Female,,,,Leioa,%,Leioa,48.0
2015,Employment rate,16 years and over,Female,,,,Leioa,%,Leioa,48.7
2022,Employment rate,16 years and over,Female,,,,Leioa,%,Leioa,51.4
2010,Employment rate,16 years and over,Female,,,,Leioa,%,Leioa,48.3
2023,Employment rate,16 years and over,Female,,,,Leioa,%,Leioa,52.6
2019,Employment rate,16 years and over,Female,,,,Leioa,%,Leioa,50.2
2010,Employment rate,16 years and over,Female,,,,Lekeitio,%,Lekeitio,40.0
2018,Employment rate,16 years and over,Female,,,,Lekeitio,%,Lekeitio,42.1
2022,Employment rate,16 years and over,Female,,,,Lekeitio,%,Lekeitio,44.7
2021,Employment rate,16 years and over,Female,,,,Lekeitio,%,Lekeitio,44.2
2023,Employment rate,16 years and over,Female,,,,Lekeitio,%,Lekeitio,46.6
2019,Employment rate,16 years and over,Female,,,,Lekeitio,%,Lekeitio,43.0
2015,Employment rate,16 years and over,Female,,,,Lekeitio,%,Lekeitio,41.3
2020,Employment rate,16 years and over,Female,,,,Lekeitio,%,Lekeitio,43.5
2016,Employment rate,16 years and over,Female,,,,Lekeitio,%,Lekeitio,40.5
2019,Employment rate,16 years and over,Female,,,,Lemoa,%,Lemoa,49.7
2010,Employment rate,16 years and over,Female,,,,Lemoa,%,Lemoa,45.2
2015,Employment rate,16 years and over,Female,,,,Lemoa,%,Lemoa,47.6
2023,Employment rate,16 years and over,Female,,,,Lemoa,%,Lemoa,54.7
2016,Employment rate,16 years and over,Female,,,,Lemoa,%,Lemoa,47.9
2021,Employment rate,16 years and over,Female,,,,Lemoa,%,Lemoa,51.3
2018,Employment rate,16 years and over,Female,,,,Lemoa,%,Lemoa,48.4
2022,Employment rate,16 years and over,Female,,,,Lemoa,%,Lemoa,52.4
2020,Employment rate,16 years and over,Female,,,,Lemoa,%,Lemoa,50.3
2015,Employment rate,16 years and over,Female,,,,Lemoiz,%,Lemoiz,55.4
2018,Employment rate,16 years and over,Female,,,,Lemoiz,%,Lemoiz,55.9
2019,Employment rate,16 years and over,Female,,,,Lemoiz,%,Lemoiz,55.3
2023,Employment rate,16 years and over,Female,,,,Lemoiz,%,Lemoiz,58.1
2022,Employment rate,16 years and over,Female,,,,Lemoiz,%,Lemoiz,57.4
2010,Employment rate,16 years and over,Female,,,,Lemoiz,%,Lemoiz,50.9
2020,Employment rate,16 years and over,Female,,,,Lemoiz,%,Lemoiz,58.1
2016,Employment rate,16 years and over,Female,,,,Lemoiz,%,Lemoiz,54.9
2021,Employment rate,16 years and over,Female,,,,Lemoiz,%,Lemoiz,57.0
2023,Employment rate,16 years and over,Female,,,,Leza,%,Leza,35.2
2022,Employment rate,16 years and over,Female,,,,Leza,%,Leza,40.2
2010,Employment rate,16 years and over,Female,,,,Leza,%,Leza,41.3
2015,Employment rate,16 years and over,Female,,,,Leza,%,Leza,41.9
2016,Employment rate,16 years and over,Female,,,,Leza,%,Leza,33.7
2019,Employment rate,16 years and over,Female,,,,Leza,%,Leza,40.0
2018,Employment rate,16 years and over,Female,,,,Leza,%,Leza,39.8
2020,Employment rate,16 years and over,Female,,,,Leza,%,Leza,41.9
2021,Employment rate,16 years and over,Female,,,,Leza,%,Leza,43.2
2022,Employment rate,16 years and over,Female,,,,Lezama,%,Lezama,53.8
2021,Employment rate,16 years and over,Female,,,,Lezama,%,Lezama,51.1
2023,Employment rate,16 years and over,Female,,,,Lezama,%,Lezama,54.4
2020,Employment rate,16 years and over,Female,,,,Lezama,%,Lezama,52.0
2019,Employment rate,16 years and over,Female,,,,Lezama,%,Lezama,52.1
2018,Employment rate,16 years and over,Female,,,,Lezama,%,Lezama,51.7
2010,Employment rate,16 years and over,Female,,,,Lezama,%,Lezama,51.1
2015,Employment rate,16 years and over,Female,,,,Lezama,%,Lezama,51.9
2016,Employment rate,16 years and over,Female,,,,Lezama,%,Lezama,51.9
2010,Employment rate,16 years and over,Female,,,,Lezo,%,Lezo,51.0
2018,Employment rate,16 years and over,Female,,,,Lezo,%,Lezo,53.3
2022,Employment rate,16 years and over,Female,,,,Lezo,%,Lezo,55.7
2019,Employment rate,16 years and over,Female,,,,Lezo,%,Lezo,53.7
2015,Employment rate,16 years and over,Female,,,,Lezo,%,Lezo,51.8
2016,Employment rate,16 years and over,Female,,,,Lezo,%,Lezo,52.0
2023,Employment rate,16 years and over,Female,,,,Lezo,%,Lezo,54.8
2020,Employment rate,16 years and over,Female,,,,Lezo,%,Lezo,54.3
2021,Employment rate,16 years and over,Female,,,,Lezo,%,Lezo,53.5
2015,Employment rate,16 years and over,Female,,,,Lizartza,%,Lizartza,46.5
2021,Employment rate,16 years and over,Female,,,,Lizartza,%,Lizartza,46.3
2010,Employment rate,16 years and over,Female,,,,Lizartza,%,Lizartza,46.2
2019,Employment rate,16 years and over,Female,,,,Lizartza,%,Lizartza,45.7
2022,Employment rate,16 years and over,Female,,,,Lizartza,%,Lizartza,50.0
2016,Employment rate,16 years and over,Female,,,,Lizartza,%,Lizartza,48.9
2018,Employment rate,16 years and over,Female,,,,Lizartza,%,Lizartza,47.5
2020,Employment rate,16 years and over,Female,,,,Lizartza,%,Lizartza,46.7
2023,Employment rate,16 years and over,Female,,,,Lizartza,%,Lizartza,50.8
2015,Employment rate,16 years and over,Female,,,,Loiu,%,Loiu,47.6
2022,Employment rate,16 years and over,Female,,,,Loiu,%,Loiu,51.1
2020,Employment rate,16 years and over,Female,,,,Loiu,%,Loiu,48.9
2021,Employment rate,16 years and over,Female,,,,Loiu,%,Loiu,46.6
2023,Employment rate,16 years and over,Female,,,,Loiu,%,Loiu,51.4
2019,Employment rate,16 years and over,Female,,,,Loiu,%,Loiu,48.7
2018,Employment rate,16 years and over,Female,,,,Loiu,%,Loiu,48.2
2010,Employment rate,16 years and over,Female,,,,Loiu,%,Loiu,44.6
2016,Employment rate,16 years and over,Female,,,,Loiu,%,Loiu,48.0
2020,Employment rate,16 years and over,Female,,,,Mallabia,%,Mallabia,49.4
2016,Employment rate,16 years and over,Female,,,,Mallabia,%,Mallabia,48.6
2015,Employment rate,16 years and over,Female,,,,Mallabia,%,Mallabia,48.9
2018,Employment rate,16 years and over,Female,,,,Mallabia,%,Mallabia,50.5
2022,Employment rate,16 years and over,Female,,,,Mallabia,%,Mallabia,50.2
2010,Employment rate,16 years and over,Female,,,,Mallabia,%,Mallabia,50.9
2019,Employment rate,16 years and over,Female,,,,Mallabia,%,Mallabia,48.5
2023,Employment rate,16 years and over,Female,,,,Mallabia,%,Mallabia,52.9
2021,Employment rate,16 years and over,Female,,,,Mallabia,%,Mallabia,47.6
2021,Employment rate,16 years and over,Female,,,,Mañaria,%,Mañaria,52.3
2023,Employment rate,16 years and over,Female,,,,Mañaria,%,Mañaria,56.3
2015,Employment rate,16 years and over,Female,,,,Mañaria,%,Mañaria,50.7
2010,Employment rate,16 years and over,Female,,,,Mañaria,%,Mañaria,47.0
2019,Employment rate,16 years and over,Female,,,,Mañaria,%,Mañaria,51.4
2020,Employment rate,16 years and over,Female,,,,Mañaria,%,Mañaria,54.9
2018,Employment rate,16 years and over,Female,,,,Mañaria,%,Mañaria,49.3
2022,Employment rate,16 years and over,Female,,,,Mañaria,%,Mañaria,55.2
2016,Employment rate,16 years and over,Female,,,,Mañaria,%,Mañaria,52.2
2022,Employment rate,16 years and over,Female,,,,Markina-Xemein,%,Markina-Xemein,50.3
2021,Employment rate,16 years and over,Female,,,,Markina-Xemein,%,Markina-Xemein,49.0
2016,Employment rate,16 years and over,Female,,,,Markina-Xemein,%,Markina-Xemein,48.4
2019,Employment rate,16 years and over,Female,,,,Markina-Xemein,%,Markina-Xemein,49.9
2023,Employment rate,16 years and over,Female,,,,Markina-Xemein,%,Markina-Xemein,51.4
2010,Employment rate,16 years and over,Female,,,,Markina-Xemein,%,Markina-Xemein,46.2
2020,Employment rate,16 years and over,Female,,,,Markina-Xemein,%,Markina-Xemein,50.3
2015,Employment rate,16 years and over,Female,,,,Markina-Xemein,%,Markina-Xemein,49.6
2018,Employment rate,16 years and over,Female,,,,Markina-Xemein,%,Markina-Xemein,50.1
2019,Employment rate,16 years and over,Female,,,,Maruri-Jatabe,%,Maruri-Jatabe,53.4
2022,Employment rate,16 years and over,Female,,,,Maruri-Jatabe,%,Maruri-Jatabe,53.2
2016,Employment rate,16 years and over,Female,,,,Maruri-Jatabe,%,Maruri-Jatabe,50.6
2021,Employment rate,16 years and over,Female,,,,Maruri-Jatabe,%,Maruri-Jatabe,51.6
2015,Employment rate,16 years and over,Female,,,,Maruri-Jatabe,%,Maruri-Jatabe,50.8
2010,Employment rate,16 years and over,Female,,,,Maruri-Jatabe,%,Maruri-Jatabe,52.7
2023,Employment rate,16 years and over,Female,,,,Maruri-Jatabe,%,Maruri-Jatabe,54.1
2020,Employment rate,16 years and over,Female,,,,Maruri-Jatabe,%,Maruri-Jatabe,53.2
2018,Employment rate,16 years and over,Female,,,,Maruri-Jatabe,%,Maruri-Jatabe,53.0
2016,Employment rate,16 years and over,Female,,,,Mendaro,%,Mendaro,48.4
2022,Employment rate,16 years and over,Female,,,,Mendaro,%,Mendaro,52.4
2019,Employment rate,16 years and over,Female,,,,Mendaro,%,Mendaro,50.1
2023,Employment rate,16 years and over,Female,,,,Mendaro,%,Mendaro,53.4
2020,Employment rate,16 years and over,Female,,,,Mendaro,%,Mendaro,50.7
2018,Employment rate,16 years and over,Female,,,,Mendaro,%,Mendaro,49.7
2015,Employment rate,16 years and over,Female,,,,Mendaro,%,Mendaro,48.6
2021,Employment rate,16 years and over,Female,,,,Mendaro,%,Mendaro,50.0
2010,Employment rate,16 years and over,Female,,,,Mendaro,%,Mendaro,47.2
2020,Employment rate,16 years and over,Female,,,,Mendata,%,Mendata,51.3
2021,Employment rate,16 years and over,Female,,,,Mendata,%,Mendata,52.6
2023,Employment rate,16 years and over,Female,,,,Mendata,%,Mendata,48.9
2015,Employment rate,16 years and over,Female,,,,Mendata,%,Mendata,52.3
2016,Employment rate,16 years and over,Female,,,,Mendata,%,Mendata,56.1
2010,Employment rate,16 years and over,Female,,,,Mendata,%,Mendata,49.7
2018,Employment rate,16 years and over,Female,,,,Mendata,%,Mendata,51.3
2022,Employment rate,16 years and over,Female,,,,Mendata,%,Mendata,53.8
2019,Employment rate,16 years and over,Female,,,,Mendata,%,Mendata,48.4
2019,Employment rate,16 years and over,Female,,,,Mendexa,%,Mendexa,51.2
2010,Employment rate,16 years and over,Female,,,,Mendexa,%,Mendexa,46.7
2023,Employment rate,16 years and over,Female,,,,Mendexa,%,Mendexa,56.5
2018,Employment rate,16 years and over,Female,,,,Mendexa,%,Mendexa,50.0
2022,Employment rate,16 years and over,Female,,,,Mendexa,%,Mendexa,51.1
2020,Employment rate,16 years and over,Female,,,,Mendexa,%,Mendexa,51.7
2015,Employment rate,16 years and over,Female,,,,Mendexa,%,Mendexa,51.3
2016,Employment rate,16 years and over,Female,,,,Mendexa,%,Mendexa,50.3
2021,Employment rate,16 years and over,Female,,,,Mendexa,%,Mendexa,50.0
2023,Employment rate,16 years and over,Female,,,,Meñaka,%,Meñaka,53.7
2016,Employment rate,16 years and over,Female,,,,Meñaka,%,Meñaka,52.6
2022,Employment rate,16 years and over,Female,,,,Meñaka,%,Meñaka,54.1
2021,Employment rate,16 years and over,Female,,,,Meñaka,%,Meñaka,55.4
2018,Employment rate,16 years and over,Female,,,,Meñaka,%,Meñaka,58.0
2010,Employment rate,16 years and over,Female,,,,Meñaka,%,Meñaka,47.8
2019,Employment rate,16 years and over,Female,,,,Meñaka,%,Meñaka,55.1
2015,Employment rate,16 years and over,Female,,,,Meñaka,%,Meñaka,55.0
2020,Employment rate,16 years and over,Female,,,,Meñaka,%,Meñaka,53.3
2020,Employment rate,16 years and over,Female,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,41.2
2022,Employment rate,16 years and over,Female,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,50.0
2015,Employment rate,16 years and over,Female,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,33.0
2023,Employment rate,16 years and over,Female,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,49.1
2018,Employment rate,16 years and over,Female,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,37.9
2019,Employment rate,16 years and over,Female,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,42.1
2021,Employment rate,16 years and over,Female,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,49.1
2010,Employment rate,16 years and over,Female,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,34.4
2016,Employment rate,16 years and over,Female,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,36.5
2023,Employment rate,16 years and over,Female,,,,Morga,%,Morga,46.8
2015,Employment rate,16 years and over,Female,,,,Morga,%,Morga,45.3
2010,Employment rate,16 years and over,Female,,,,Morga,%,Morga,42.7
2016,Employment rate,16 years and over,Female,,,,Morga,%,Morga,45.4
2020,Employment rate,16 years and over,Female,,,,Morga,%,Morga,47.4
2021,Employment rate,16 years and over,Female,,,,Morga,%,Morga,46.0
2018,Employment rate,16 years and over,Female,,,,Morga,%,Morga,43.9
2022,Employment rate,16 years and over,Female,,,,Morga,%,Morga,51.0
2019,Employment rate,16 years and over,Female,,,,Morga,%,Morga,46.8
2015,Employment rate,16 years and over,Female,,,,Mundaka,%,Mundaka,42.6
2016,Employment rate,16 years and over,Female,,,,Mundaka,%,Mundaka,41.8
2022,Employment rate,16 years and over,Female,,,,Mundaka,%,Mundaka,47.1
2018,Employment rate,16 years and over,Female,,,,Mundaka,%,Mundaka,44.1
2010,Employment rate,16 years and over,Female,,,,Mundaka,%,Mundaka,43.7
2023,Employment rate,16 years and over,Female,,,,Mundaka,%,Mundaka,47.7
2019,Employment rate,16 years and over,Female,,,,Mundaka,%,Mundaka,43.5
2020,Employment rate,16 years and over,Female,,,,Mundaka,%,Mundaka,44.9
2021,Employment rate,16 years and over,Female,,,,Mundaka,%,Mundaka,45.9
2020,Employment rate,16 years and over,Female,,,,Mungia,%,Mungia,52.2
2021,Employment rate,16 years and over,Female,,,,Mungia,%,Mungia,52.1
2018,Employment rate,16 years and over,Female,,,,Mungia,%,Mungia,51.5
2010,Employment rate,16 years and over,Female,,,,Mungia,%,Mungia,50.2
2023,Employment rate,16 years and over,Female,,,,Mungia,%,Mungia,54.3
2016,Employment rate,16 years and over,Female,,,,Mungia,%,Mungia,49.9
2015,Employment rate,16 years and over,Female,,,,Mungia,%,Mungia,50.9
2022,Employment rate,16 years and over,Female,,,,Mungia,%,Mungia,53.1
2019,Employment rate,16 years and over,Female,,,,Mungia,%,Mungia,51.3
2010,Employment rate,16 years and over,Female,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,45.8
2021,Employment rate,16 years and over,Female,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,41.1
2016,Employment rate,16 years and over,Female,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,40.4
2015,Employment rate,16 years and over,Female,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,45.0
2019,Employment rate,16 years and over,Female,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,41.0
2022,Employment rate,16 years and over,Female,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,45.1
2023,Employment rate,16 years and over,Female,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,46.6
2018,Employment rate,16 years and over,Female,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,44.3
2020,Employment rate,16 years and over,Female,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,42.9
2021,Employment rate,16 years and over,Female,,,,Murueta,%,Murueta,53.3
2016,Employment rate,16 years and over,Female,,,,Murueta,%,Murueta,57.5
2022,Employment rate,16 years and over,Female,,,,Murueta,%,Murueta,55.1
2019,Employment rate,16 years and over,Female,,,,Murueta,%,Murueta,56.9
2015,Employment rate,16 years and over,Female,,,,Murueta,%,Murueta,56.8
2018,Employment rate,16 years and over,Female,,,,Murueta,%,Murueta,55.2
2010,Employment rate,16 years and over,Female,,,,Murueta,%,Murueta,48.4
2023,Employment rate,16 years and over,Female,,,,Murueta,%,Murueta,58.0
2020,Employment rate,16 years and over,Female,,,,Murueta,%,Murueta,55.4
2010,Employment rate,16 years and over,Female,,,,Muskiz,%,Muskiz,44.2
2023,Employment rate,16 years and over,Female,,,,Muskiz,%,Muskiz,49.2
2016,Employment rate,16 years and over,Female,,,,Muskiz,%,Muskiz,43.7
2021,Employment rate,16 years and over,Female,,,,Muskiz,%,Muskiz,46.3
2018,Employment rate,16 years and over,Female,,,,Muskiz,%,Muskiz,45.0
2022,Employment rate,16 years and over,Female,,,,Muskiz,%,Muskiz,48.6
2015,Employment rate,16 years and over,Female,,,,Muskiz,%,Muskiz,44.0
2020,Employment rate,16 years and over,Female,,,,Muskiz,%,Muskiz,47.0
2019,Employment rate,16 years and over,Female,,,,Muskiz,%,Muskiz,45.8
2016,Employment rate,16 years and over,Female,,,,Mutiloa,%,Mutiloa,52.9
2010,Employment rate,16 years and over,Female,,,,Mutiloa,%,Mutiloa,54.0
2015,Employment rate,16 years and over,Female,,,,Mutiloa,%,Mutiloa,48.4
2019,Employment rate,16 years and over,Female,,,,Mutiloa,%,Mutiloa,50.5
2023,Employment rate,16 years and over,Female,,,,Mutiloa,%,Mutiloa,55.6
2018,Employment rate,16 years and over,Female,,,,Mutiloa,%,Mutiloa,48.3
2020,Employment rate,16 years and over,Female,,,,Mutiloa,%,Mutiloa,52.1
2021,Employment rate,16 years and over,Female,,,,Mutiloa,%,Mutiloa,46.2
2022,Employment rate,16 years and over,Female,,,,Mutiloa,%,Mutiloa,49.0
2016,Employment rate,16 years and over,Female,,,,Mutriku,%,Mutriku,47.5
2010,Employment rate,16 years and over,Female,,,,Mutriku,%,Mutriku,44.1
2022,Employment rate,16 years and over,Female,,,,Mutriku,%,Mutriku,51.3
