Year,Serie,Sexua,Cobertura,Residencia,Discapacidad,Lurraldea,Eskualdea,Udalerria,Unidad,GeoCode,Value
2019,RGI,,TIT,,,,,Baños de Ebro/Mañueta,1.000 biztanle bakoitzeko,Baños de Ebro/Mañueta,12.5
2020,RGI,,TIT,,,,,Baños de Ebro/Mañueta,1.000 biztanle bakoitzeko,Baños de Ebro/Mañueta,12.9
2021,RGI,,TIT,,,,,Baños de Ebro/Mañueta,1.000 biztanle bakoitzeko,Baños de Ebro/Mañueta,9.7
2022,RGI,,TIT,,,,,Baños de Ebro/Mañueta,1.000 biztanle bakoitzeko,Baños de Ebro/Mañueta,9.5
2014,RGI,Gizona,TIT,,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,11.4
2015,RGI,Gizona,TIT,,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,11.3
2016,RGI,Gizona,TIT,,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,5.6
2017,RGI,Gizona,TIT,,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,5.6
2018,RGI,Gizona,TIT,,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,3.8
2019,RGI,Gizona,TIT,,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,3.9
2020,RGI,Gizona,TIT,,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,3.8
2021,RGI,Gizona,TIT,,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,3.8
2022,RGI,Gizona,TIT,,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,1.9
2014,RGI,Emakumea,TIT,,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,9.7
2015,RGI,Emakumea,TIT,,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,14.7
2016,RGI,Emakumea,TIT,,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,4.8
2017,RGI,Emakumea,TIT,,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,4.8
2018,RGI,Emakumea,TIT,,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,7.2
2019,RGI,Emakumea,TIT,,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,2.4
2020,RGI,Emakumea,TIT,,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,7.4
2021,RGI,Emakumea,TIT,,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,7.4
2022,RGI,Emakumea,TIT,,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,5.0
2014,RGI,,TIT,MIGRANT,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,64.5
2015,RGI,,TIT,MIGRANT,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,28.6
2016,RGI,,TIT,MIGRANT,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,0.0
2017,RGI,,TIT,MIGRANT,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,0.0
2018,RGI,,TIT,MIGRANT,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,0.0
2019,RGI,,TIT,MIGRANT,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,0.0
2020,RGI,,TIT,MIGRANT,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,0.0
2021,RGI,,TIT,MIGRANT,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,0.0
2022,RGI,,TIT,MIGRANT,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,0.0
2010,RGI,,TIT,,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,8.6
2011,RGI,,TIT,,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,12.8
2012,RGI,,TIT,,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,10.5
2013,RGI,,TIT,,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,7.4
2014,RGI,,TIT,,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,10.6
2015,RGI,,TIT,,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,12.8
2016,RGI,,TIT,,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,5.2
2017,RGI,,TIT,,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,5.3
2018,RGI,,TIT,,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,5.3
2019,RGI,,TIT,,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,3.2
2020,RGI,,TIT,,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,5.4
2021,RGI,,TIT,,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,5.4
2022,RGI,,TIT,,,,,Barrundia,1.000 biztanle bakoitzeko,Barrundia,3.3
2014,RGI,Gizona,TIT,,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,16.0
2015,RGI,Gizona,TIT,,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,8.0
2016,RGI,Gizona,TIT,,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,15.5
2017,RGI,Gizona,TIT,,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,11.5
2018,RGI,Gizona,TIT,,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,7.6
2019,RGI,Gizona,TIT,,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,7.7
2020,RGI,Gizona,TIT,,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,7.5
2021,RGI,Gizona,TIT,,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,3.8
2022,RGI,Gizona,TIT,,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,0.0
2014,RGI,Emakumea,TIT,,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,17.6
2015,RGI,Emakumea,TIT,,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,26.8
2016,RGI,Emakumea,TIT,,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,13.6
2017,RGI,Emakumea,TIT,,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,13.4
2018,RGI,Emakumea,TIT,,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,13.3
2019,RGI,Emakumea,TIT,,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,21.0
2020,RGI,Emakumea,TIT,,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,12.7
2021,RGI,Emakumea,TIT,,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,21.1
2022,RGI,Emakumea,TIT,,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,12.6
2014,RGI,,TIT,MIGRANT,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,97.6
2015,RGI,,TIT,MIGRANT,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,96.8
2016,RGI,,TIT,MIGRANT,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,55.6
2017,RGI,,TIT,MIGRANT,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,33.3
2018,RGI,,TIT,MIGRANT,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,22.2
2019,RGI,,TIT,MIGRANT,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,0.0
2020,RGI,,TIT,MIGRANT,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,0.0
2021,RGI,,TIT,MIGRANT,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,22.2
2022,RGI,,TIT,MIGRANT,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,20.8
2010,RGI,,TIT,,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,4.1
2011,RGI,,TIT,,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,8.4
2012,RGI,,TIT,,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,12.4
2013,RGI,,TIT,,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,14.4
2014,RGI,,TIT,,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,16.8
2015,RGI,,TIT,,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,16.8
2016,RGI,,TIT,,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,14.6
2017,RGI,,TIT,,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,12.4
2018,RGI,,TIT,,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,10.2
2019,RGI,,TIT,,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,14.0
2020,RGI,,TIT,,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,10.0
2021,RGI,,TIT,,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,12.0
2022,RGI,,TIT,,,,,Berantevilla,1.000 biztanle bakoitzeko,Berantevilla,5.9
2014,RGI,Gizona,TIT,,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,12.5
2015,RGI,Gizona,TIT,,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,9.7
2016,RGI,Gizona,TIT,,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,6.4
2017,RGI,Gizona,TIT,,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,12.8
2018,RGI,Gizona,TIT,,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,9.7
2019,RGI,Gizona,TIT,,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,0.0
2020,RGI,Gizona,TIT,,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,9.3
2021,RGI,Gizona,TIT,,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,12.4
2022,RGI,Gizona,TIT,,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,12.1
2014,RGI,Emakumea,TIT,,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,4.6
2015,RGI,Emakumea,TIT,,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,9.8
2016,RGI,Emakumea,TIT,,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,9.0
2017,RGI,Emakumea,TIT,,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,13.8
2018,RGI,Emakumea,TIT,,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,4.8
2019,RGI,Emakumea,TIT,,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,14.0
2020,RGI,Emakumea,TIT,,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,13.6
2021,RGI,Emakumea,TIT,,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,9.1
2022,RGI,Emakumea,TIT,,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,9.2
2014,RGI,,TIT,MIGRANT,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,0.0
2015,RGI,,TIT,MIGRANT,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,133.3
2016,RGI,,TIT,MIGRANT,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,0.0
2017,RGI,,TIT,MIGRANT,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,66.7
2018,RGI,,TIT,MIGRANT,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,40.0
2019,RGI,,TIT,MIGRANT,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,83.3
2020,RGI,,TIT,MIGRANT,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,136.4
2021,RGI,,TIT,MIGRANT,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,34.5
2022,RGI,,TIT,MIGRANT,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,74.1
2010,RGI,,TIT,,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,3.5
2011,RGI,,TIT,,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,6.8
2012,RGI,,TIT,,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,8.6
2013,RGI,,TIT,,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,12.5
2014,RGI,,TIT,,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,9.3
2015,RGI,,TIT,,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,9.7
2016,RGI,,TIT,,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,7.5
2017,RGI,,TIT,,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,13.2
2018,RGI,,TIT,,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,7.7
2019,RGI,,TIT,,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,5.7
2020,RGI,,TIT,,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,11.1
2021,RGI,,TIT,,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,11.1
2022,RGI,,TIT,,,,,Bernedo,1.000 biztanle bakoitzeko,Bernedo,11.0
2014,RGI,Gizona,TIT,,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,8.9
2015,RGI,Gizona,TIT,,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,7.2
2016,RGI,Gizona,TIT,,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,5.4
2017,RGI,Gizona,TIT,,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,1.8
2018,RGI,Gizona,TIT,,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,5.3
2019,RGI,Gizona,TIT,,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,5.3
2020,RGI,Gizona,TIT,,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,11.9
2021,RGI,Gizona,TIT,,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,15.4
2022,RGI,Gizona,TIT,,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,11.8
2014,RGI,Emakumea,TIT,,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,18.0
2015,RGI,Emakumea,TIT,,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,18.2
2016,RGI,Emakumea,TIT,,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,20.3
2017,RGI,Emakumea,TIT,,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,20.0
2018,RGI,Emakumea,TIT,,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,18.0
2019,RGI,Emakumea,TIT,,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,16.2
2020,RGI,Emakumea,TIT,,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,11.7
2021,RGI,Emakumea,TIT,,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,15.6
2022,RGI,Emakumea,TIT,,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,15.3
2014,RGI,,TIT,MIGRANT,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,82.0
2015,RGI,,TIT,MIGRANT,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,44.1
2016,RGI,,TIT,MIGRANT,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,12.8
2017,RGI,,TIT,MIGRANT,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,27.4
2018,RGI,,TIT,MIGRANT,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,21.5
2019,RGI,,TIT,MIGRANT,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,34.1
2020,RGI,,TIT,MIGRANT,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,22.7
2021,RGI,,TIT,MIGRANT,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,48.8
2022,RGI,,TIT,MIGRANT,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,40.0
2010,RGI,,TIT,,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,8.1
2011,RGI,,TIT,,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,16.8
2012,RGI,,TIT,,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,17.7
2013,RGI,,TIT,,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,17.6
2014,RGI,,TIT,,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,13.2
2015,RGI,,TIT,,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,12.4
2016,RGI,,TIT,,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,12.3
2017,RGI,,TIT,,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,10.3
2018,RGI,,TIT,,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,11.3
2019,RGI,,TIT,,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,10.4
2020,RGI,,TIT,,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,11.8
2021,RGI,,TIT,,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,15.5
2022,RGI,,TIT,,,,,Campezo/Kanpezu,1.000 biztanle bakoitzeko,Campezo/Kanpezu,13.5
2014,RGI,Gizona,TIT,,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,7.2
2015,RGI,Gizona,TIT,,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,2.1
2016,RGI,Gizona,TIT,,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,3.2
2017,RGI,Gizona,TIT,,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,2.1
2018,RGI,Gizona,TIT,,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,2.2
2019,RGI,Gizona,TIT,,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,1.1
2020,RGI,Gizona,TIT,,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,0.0
2021,RGI,Gizona,TIT,,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,4.1
2022,RGI,Gizona,TIT,,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,3.1
2014,RGI,Emakumea,TIT,,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,4.9
2015,RGI,Emakumea,TIT,,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,1.2
2016,RGI,Emakumea,TIT,,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,2.5
2017,RGI,Emakumea,TIT,,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,2.5
2018,RGI,Emakumea,TIT,,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,2.5
2019,RGI,Emakumea,TIT,,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,5.1
2020,RGI,Emakumea,TIT,,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,2.4
2021,RGI,Emakumea,TIT,,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,7.1
2022,RGI,Emakumea,TIT,,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,5.9
2014,RGI,,TIT,MIGRANT,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,19.6
2015,RGI,,TIT,MIGRANT,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,0.0
2016,RGI,,TIT,MIGRANT,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,0.0
2017,RGI,,TIT,MIGRANT,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,0.0
2018,RGI,,TIT,MIGRANT,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,0.0
2019,RGI,,TIT,MIGRANT,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,0.0
2020,RGI,,TIT,MIGRANT,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,0.0
2021,RGI,,TIT,MIGRANT,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,62.5
2022,RGI,,TIT,MIGRANT,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,39.5
2010,RGI,,TIT,,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,1.7
2011,RGI,,TIT,,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,1.1
2012,RGI,,TIT,,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,2.2
2013,RGI,,TIT,,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,2.3
2014,RGI,,TIT,,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,6.2
2015,RGI,,TIT,,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,1.7
2016,RGI,,TIT,,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,2.9
2017,RGI,,TIT,,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,2.3
2018,RGI,,TIT,,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,2.3
2019,RGI,,TIT,,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,2.9
2020,RGI,,TIT,,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,1.1
2021,RGI,,TIT,,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,5.5
2022,RGI,,TIT,,,,,Zigoitia,1.000 biztanle bakoitzeko,Zigoitia,4.4
2014,RGI,Gizona,TIT,,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,0.0
2015,RGI,Gizona,TIT,,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,0.0
2016,RGI,Gizona,TIT,,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,0.0
2017,RGI,Gizona,TIT,,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,0.0
2018,RGI,Gizona,TIT,,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,0.0
2019,RGI,Gizona,TIT,,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,0.0
2020,RGI,Gizona,TIT,,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,0.0
2021,RGI,Gizona,TIT,,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,0.0
2022,RGI,Gizona,TIT,,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,0.0
2014,RGI,Emakumea,TIT,,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,0.0
2015,RGI,Emakumea,TIT,,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,11.6
2016,RGI,Emakumea,TIT,,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,11.5
2017,RGI,Emakumea,TIT,,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,11.4
2018,RGI,Emakumea,TIT,,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,11.4
2019,RGI,Emakumea,TIT,,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,11.4
2020,RGI,Emakumea,TIT,,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,11.6
2021,RGI,Emakumea,TIT,,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,11.6
2022,RGI,Emakumea,TIT,,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,11.8
2014,RGI,,TIT,MIGRANT,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,0.0
2015,RGI,,TIT,MIGRANT,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,0.0
2016,RGI,,TIT,MIGRANT,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,0.0
2017,RGI,,TIT,MIGRANT,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,0.0
2018,RGI,,TIT,MIGRANT,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,0.0
2019,RGI,,TIT,MIGRANT,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,0.0
2020,RGI,,TIT,MIGRANT,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,0.0
2021,RGI,,TIT,MIGRANT,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,0.0
2022,RGI,,TIT,MIGRANT,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,0.0
2010,RGI,,TIT,,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,0.0
2011,RGI,,TIT,,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,0.0
2012,RGI,,TIT,,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,0.0
2013,RGI,,TIT,,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,0.0
2014,RGI,,TIT,,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,0.0
2015,RGI,,TIT,,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,5.3
2016,RGI,,TIT,,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,5.4
2017,RGI,,TIT,,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,5.3
2018,RGI,,TIT,,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,5.4
2019,RGI,,TIT,,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,5.5
2020,RGI,,TIT,,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,5.5
2021,RGI,,TIT,,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,5.5
2022,RGI,,TIT,,,,,Kripan,1.000 biztanle bakoitzeko,Kripan,5.5
2014,RGI,Gizona,TIT,,,,Arabako Lautada / Llanada Alavesa,,1.000 biztanle bakoitzeko,Arabako Lautada / Llanada Alavesa,33.8
2015,RGI,Gizona,TIT,,,,Arabako Lautada / Llanada Alavesa,,1.000 biztanle bakoitzeko,Arabako Lautada / Llanada Alavesa,32.7
2016,RGI,Gizona,TIT,,,,Arabako Lautada / Llanada Alavesa,,1.000 biztanle bakoitzeko,Arabako Lautada / Llanada Alavesa,31.9
2017,RGI,Gizona,TIT,,,,Arabako Lautada / Llanada Alavesa,,1.000 biztanle bakoitzeko,Arabako Lautada / Llanada Alavesa,28.0
2018,RGI,Gizona,TIT,,,,Arabako Lautada / Llanada Alavesa,,1.000 biztanle bakoitzeko,Arabako Lautada / Llanada Alavesa,24.7
2019,RGI,Gizona,TIT,,,,Arabako Lautada / Llanada Alavesa,,1.000 biztanle bakoitzeko,Arabako Lautada / Llanada Alavesa,23.6
2020,RGI,Gizona,TIT,,,,Arabako Lautada / Llanada Alavesa,,1.000 biztanle bakoitzeko,Arabako Lautada / Llanada Alavesa,25.3
2021,RGI,Gizona,TIT,,,,Arabako Lautada / Llanada Alavesa,,1.000 biztanle bakoitzeko,Arabako Lautada / Llanada Alavesa,25.6
2022,RGI,Gizona,TIT,,,,Arabako Lautada / Llanada Alavesa,,1.000 biztanle bakoitzeko,Arabako Lautada / Llanada Alavesa,25.2
2014,RGI,Emakumea,TIT,,,,Arabako Lautada / Llanada Alavesa,,1.000 biztanle bakoitzeko,Arabako Lautada / Llanada Alavesa,32.0
