Year,Actividad económica,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2019,Ganadería,,,Abaltzisketa,Porcentaje,Abaltzisketa,0.0
2022,Ganadería,,,Abaltzisketa,Porcentaje,Abaltzisketa,0.0
2016,Ganadería,,,Abaltzisketa,Porcentaje,Abaltzisketa,0.0
2017,Ganadería,,,Abaltzisketa,Porcentaje,Abaltzisketa,0.0
2010,Ganadería,,,Abaltzisketa,Porcentaje,Abaltzisketa,0.0
2016,Ganadería,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,0.0
2021,Ganadería,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,0.0
2013,Ganadería,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,0.0
2017,Ganadería,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,0.0
2022,Ganadería,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,0.0
2018,Ganadería,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,0.0
2020,Ganadería,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,0.0
2015,Ganadería,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,0.0
2012,Ganadería,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,0.0
2010,Ganadería,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,0.0
2011,Ganadería,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,0.0
2019,Ganadería,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,0.0
2014,Ganadería,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,0.0
2017,Ganadería,,,Aduna,Porcentaje,Aduna,0.0
2021,Ganadería,,,Aduna,Porcentaje,Aduna,0.0
2018,Ganadería,,,Aduna,Porcentaje,Aduna,0.0
2015,Ganadería,,,Aduna,Porcentaje,Aduna,0.0
2012,Ganadería,,,Aduna,Porcentaje,Aduna,0.0
2010,Ganadería,,,Aduna,Porcentaje,Aduna,0.0
2019,Ganadería,,,Aduna,Porcentaje,Aduna,0.0
2022,Ganadería,,,Aduna,Porcentaje,Aduna,0.0
2016,Ganadería,,,Aduna,Porcentaje,Aduna,0.0
2020,Ganadería,,,Aduna,Porcentaje,Aduna,0.0
2014,Ganadería,,,Aduna,Porcentaje,Aduna,0.0
2011,Ganadería,,,Aduna,Porcentaje,Aduna,0.0
2013,Ganadería,,,Aduna,Porcentaje,Aduna,0.0
2019,Ganadería,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.0
2021,Ganadería,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.0
2015,Ganadería,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.0
2012,Ganadería,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.0
2017,Ganadería,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.0
2020,Ganadería,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.0
2018,Ganadería,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.0
2016,Ganadería,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.0
2011,Ganadería,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.0
2022,Ganadería,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.0
2010,Ganadería,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.0
2014,Ganadería,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.0
2013,Ganadería,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.0
2020,Ganadería,,,Aia,Porcentaje,Aia,0.0
2010,Ganadería,,,Aia,Porcentaje,Aia,0.7
2014,Ganadería,,,Aia,Porcentaje,Aia,0.7
2013,Ganadería,,,Aia,Porcentaje,Aia,0.7
2019,Ganadería,,,Aia,Porcentaje,Aia,0.7
2021,Ganadería,,,Aia,Porcentaje,Aia,0.7
2018,Ganadería,,,Aia,Porcentaje,Aia,0.7
2015,Ganadería,,,Aia,Porcentaje,Aia,0.7
2011,Ganadería,,,Aia,Porcentaje,Aia,1.5
2012,Ganadería,,,Aia,Porcentaje,Aia,0.7
2016,Ganadería,,,Aia,Porcentaje,Aia,0.7
2017,Ganadería,,,Aia,Porcentaje,Aia,0.7
2022,Ganadería,,,Aia,Porcentaje,Aia,0.7
2013,Ganadería,,,Aizarnazabal,Porcentaje,Aizarnazabal,3.8
2021,Ganadería,,,Aizarnazabal,Porcentaje,Aizarnazabal,0.0
2012,Ganadería,,,Aizarnazabal,Porcentaje,Aizarnazabal,3.8
2018,Ganadería,,,Aizarnazabal,Porcentaje,Aizarnazabal,3.8
2010,Ganadería,,,Aizarnazabal,Porcentaje,Aizarnazabal,3.8
2019,Ganadería,,,Aizarnazabal,Porcentaje,Aizarnazabal,3.8
2020,Ganadería,,,Aizarnazabal,Porcentaje,Aizarnazabal,3.6
2016,Ganadería,,,Aizarnazabal,Porcentaje,Aizarnazabal,7.7
2015,Ganadería,,,Aizarnazabal,Porcentaje,Aizarnazabal,3.8
2017,Ganadería,,,Aizarnazabal,Porcentaje,Aizarnazabal,7.7
2011,Ganadería,,,Aizarnazabal,Porcentaje,Aizarnazabal,3.8
2022,Ganadería,,,Aizarnazabal,Porcentaje,Aizarnazabal,0.0
2014,Ganadería,,,Aizarnazabal,Porcentaje,Aizarnazabal,3.8
2012,Ganadería,,,Ajangiz,Porcentaje,Ajangiz,4.3
2018,Ganadería,,,Ajangiz,Porcentaje,Ajangiz,0.0
2020,Ganadería,,,Ajangiz,Porcentaje,Ajangiz,0.0
2016,Ganadería,,,Ajangiz,Porcentaje,Ajangiz,0.0
2015,Ganadería,,,Ajangiz,Porcentaje,Ajangiz,0.0
2011,Ganadería,,,Ajangiz,Porcentaje,Ajangiz,4.3
2010,Ganadería,,,Ajangiz,Porcentaje,Ajangiz,0.0
2021,Ganadería,,,Ajangiz,Porcentaje,Ajangiz,0.0
2013,Ganadería,,,Ajangiz,Porcentaje,Ajangiz,0.0
2017,Ganadería,,,Ajangiz,Porcentaje,Ajangiz,0.0
2019,Ganadería,,,Ajangiz,Porcentaje,Ajangiz,0.0
2014,Ganadería,,,Ajangiz,Porcentaje,Ajangiz,0.0
2022,Ganadería,,,Ajangiz,Porcentaje,Ajangiz,0.0
2012,Ganadería,,,Albiztur,Porcentaje,Albiztur,0.0
2010,Ganadería,,,Albiztur,Porcentaje,Albiztur,0.0
2021,Ganadería,,,Albiztur,Porcentaje,Albiztur,0.0
2015,Ganadería,,,Albiztur,Porcentaje,Albiztur,0.0
2013,Ganadería,,,Albiztur,Porcentaje,Albiztur,0.0
2018,Ganadería,,,Albiztur,Porcentaje,Albiztur,0.0
2019,Ganadería,,,Albiztur,Porcentaje,Albiztur,0.0
2022,Ganadería,,,Albiztur,Porcentaje,Albiztur,0.0
2016,Ganadería,,,Albiztur,Porcentaje,Albiztur,0.0
2020,Ganadería,,,Albiztur,Porcentaje,Albiztur,0.0
2014,Ganadería,,,Albiztur,Porcentaje,Albiztur,0.0
2011,Ganadería,,,Albiztur,Porcentaje,Albiztur,0.0
2017,Ganadería,,,Albiztur,Porcentaje,Albiztur,0.0
2021,Ganadería,,,Alegia,Porcentaje,Alegia,0.0
2018,Ganadería,,,Alegia,Porcentaje,Alegia,0.0
2012,Ganadería,,,Alegia,Porcentaje,Alegia,0.0
2016,Ganadería,,,Alegia,Porcentaje,Alegia,0.0
2015,Ganadería,,,Alegia,Porcentaje,Alegia,0.0
2019,Ganadería,,,Alegia,Porcentaje,Alegia,0.0
2022,Ganadería,,,Alegia,Porcentaje,Alegia,0.0
2020,Ganadería,,,Alegia,Porcentaje,Alegia,0.0
2013,Ganadería,,,Alegia,Porcentaje,Alegia,0.0
2017,Ganadería,,,Alegia,Porcentaje,Alegia,0.0
2014,Ganadería,,,Alegia,Porcentaje,Alegia,0.0
2011,Ganadería,,,Alegia,Porcentaje,Alegia,0.0
2010,Ganadería,,,Alegia,Porcentaje,Alegia,0.0
2020,Ganadería,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.0
2022,Ganadería,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.0
2013,Ganadería,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.0
2012,Ganadería,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.0
2019,Ganadería,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.0
2011,Ganadería,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.0
2021,Ganadería,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.0
2016,Ganadería,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.0
2015,Ganadería,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.0
2018,Ganadería,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.0
2017,Ganadería,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.0
2014,Ganadería,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.0
2010,Ganadería,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.0
2016,Ganadería,,,Alkiza,Porcentaje,Alkiza,0.0
2012,Ganadería,,,Alkiza,Porcentaje,Alkiza,0.0
2018,Ganadería,,,Alkiza,Porcentaje,Alkiza,0.0
2010,Ganadería,,,Alkiza,Porcentaje,Alkiza,0.0
2022,Ganadería,,,Alkiza,Porcentaje,Alkiza,0.0
2019,Ganadería,,,Alkiza,Porcentaje,Alkiza,0.0
2013,Ganadería,,,Alkiza,Porcentaje,Alkiza,0.0
2014,Ganadería,,,Alkiza,Porcentaje,Alkiza,0.0
2020,Ganadería,,,Alkiza,Porcentaje,Alkiza,0.0
2017,Ganadería,,,Alkiza,Porcentaje,Alkiza,0.0
2015,Ganadería,,,Alkiza,Porcentaje,Alkiza,0.0
2011,Ganadería,,,Alkiza,Porcentaje,Alkiza,0.0
2021,Ganadería,,,Alkiza,Porcentaje,Alkiza,0.0
2022,Ganadería,,,Alonsotegi,Porcentaje,Alonsotegi,0.0
2017,Ganadería,,,Alonsotegi,Porcentaje,Alonsotegi,0.0
2012,Ganadería,,,Alonsotegi,Porcentaje,Alonsotegi,0.0
2021,Ganadería,,,Alonsotegi,Porcentaje,Alonsotegi,0.0
2015,Ganadería,,,Alonsotegi,Porcentaje,Alonsotegi,0.0
2016,Ganadería,,,Alonsotegi,Porcentaje,Alonsotegi,0.0
2010,Ganadería,,,Alonsotegi,Porcentaje,Alonsotegi,0.0
2011,Ganadería,,,Alonsotegi,Porcentaje,Alonsotegi,0.0
2014,Ganadería,,,Alonsotegi,Porcentaje,Alonsotegi,0.0
2019,Ganadería,,,Alonsotegi,Porcentaje,Alonsotegi,0.0
2018,Ganadería,,,Alonsotegi,Porcentaje,Alonsotegi,0.0
2020,Ganadería,,,Alonsotegi,Porcentaje,Alonsotegi,0.0
2013,Ganadería,,,Alonsotegi,Porcentaje,Alonsotegi,0.0
2022,Ganadería,,,Altzaga,Porcentaje,Altzaga,28.6
2015,Ganadería,,,Altzaga,Porcentaje,Altzaga,0.0
2018,Ganadería,,,Altzaga,Porcentaje,Altzaga,0.0
2019,Ganadería,,,Altzaga,Porcentaje,Altzaga,0.0
2014,Ganadería,,,Altzaga,Porcentaje,Altzaga,0.0
2020,Ganadería,,,Altzaga,Porcentaje,Altzaga,0.0
2017,Ganadería,,,Altzaga,Porcentaje,Altzaga,0.0
2016,Ganadería,,,Altzaga,Porcentaje,Altzaga,0.0
2013,Ganadería,,,Altzaga,Porcentaje,Altzaga,0.0
2012,Ganadería,,,Altzaga,Porcentaje,Altzaga,0.0
2010,Ganadería,,,Altzaga,Porcentaje,Altzaga,0.0
2021,Ganadería,,,Altzaga,Porcentaje,Altzaga,14.3
2011,Ganadería,,,Altzaga,Porcentaje,Altzaga,0.0
2017,Ganadería,,,Altzo,Porcentaje,Altzo,4.3
2010,Ganadería,,,Altzo,Porcentaje,Altzo,4.3
2015,Ganadería,,,Altzo,Porcentaje,Altzo,4.3
2022,Ganadería,,,Altzo,Porcentaje,Altzo,6.3
2021,Ganadería,,,Altzo,Porcentaje,Altzo,6.3
2019,Ganadería,,,Altzo,Porcentaje,Altzo,4.3
2012,Ganadería,,,Altzo,Porcentaje,Altzo,4.3
2013,Ganadería,,,Altzo,Porcentaje,Altzo,4.3
2016,Ganadería,,,Altzo,Porcentaje,Altzo,4.3
2020,Ganadería,,,Altzo,Porcentaje,Altzo,6.3
2018,Ganadería,,,Altzo,Porcentaje,Altzo,4.3
2014,Ganadería,,,Altzo,Porcentaje,Altzo,4.3
2011,Ganadería,,,Altzo,Porcentaje,Altzo,4.3
2018,Ganadería,,,Amezketa,Porcentaje,Amezketa,1.6
2010,Ganadería,,,Amezketa,Porcentaje,Amezketa,0.0
2019,Ganadería,,,Amezketa,Porcentaje,Amezketa,1.6
2017,Ganadería,,,Amezketa,Porcentaje,Amezketa,1.6
2020,Ganadería,,,Amezketa,Porcentaje,Amezketa,0.0
2013,Ganadería,,,Amezketa,Porcentaje,Amezketa,1.6
2022,Ganadería,,,Amezketa,Porcentaje,Amezketa,1.7
2016,Ganadería,,,Amezketa,Porcentaje,Amezketa,1.6
2021,Ganadería,,,Amezketa,Porcentaje,Amezketa,1.7
2014,Ganadería,,,Amezketa,Porcentaje,Amezketa,1.6
2011,Ganadería,,,Amezketa,Porcentaje,Amezketa,1.6
2015,Ganadería,,,Amezketa,Porcentaje,Amezketa,0.0
2012,Ganadería,,,Amezketa,Porcentaje,Amezketa,1.6
2017,Ganadería,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,0.6
2020,Ganadería,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,0.9
2015,Ganadería,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,0.0
2010,Ganadería,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,0.0
2011,Ganadería,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,0.0
2016,Ganadería,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,0.6
2019,Ganadería,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,0.6
2021,Ganadería,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,1.8
2018,Ganadería,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,0.6
2013,Ganadería,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,0.0
2012,Ganadería,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,0.0
2014,Ganadería,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,0.0
2022,Ganadería,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,2.7
2020,Ganadería,,,Amoroto,Porcentaje,Amoroto,4.2
2010,Ganadería,,,Amoroto,Porcentaje,Amoroto,0.0
2015,Ganadería,,,Amoroto,Porcentaje,Amoroto,0.0
2016,Ganadería,,,Amoroto,Porcentaje,Amoroto,0.0
2022,Ganadería,,,Amoroto,Porcentaje,Amoroto,0.0
2018,Ganadería,,,Amoroto,Porcentaje,Amoroto,0.0
2021,Ganadería,,,Amoroto,Porcentaje,Amoroto,0.0
2011,Ganadería,,,Amoroto,Porcentaje,Amoroto,0.0
2012,Ganadería,,,Amoroto,Porcentaje,Amoroto,0.0
2019,Ganadería,,,Amoroto,Porcentaje,Amoroto,0.0
2014,Ganadería,,,Amoroto,Porcentaje,Amoroto,0.0
2017,Ganadería,,,Amoroto,Porcentaje,Amoroto,0.0
2013,Ganadería,,,Amoroto,Porcentaje,Amoroto,0.0
2014,Ganadería,,,Amurrio,Porcentaje,Amurrio,1.7
2019,Ganadería,,,Amurrio,Porcentaje,Amurrio,0.0
2015,Ganadería,,,Amurrio,Porcentaje,Amurrio,1.7
2018,Ganadería,,,Amurrio,Porcentaje,Amurrio,0.0
2016,Ganadería,,,Amurrio,Porcentaje,Amurrio,0.0
2012,Ganadería,,,Amurrio,Porcentaje,Amurrio,0.0
2017,Ganadería,,,Amurrio,Porcentaje,Amurrio,0.0
2020,Ganadería,,,Amurrio,Porcentaje,Amurrio,1.9
2011,Ganadería,,,Amurrio,Porcentaje,Amurrio,0.6
2013,Ganadería,,,Amurrio,Porcentaje,Amurrio,0.0
2010,Ganadería,,,Amurrio,Porcentaje,Amurrio,1.2
2022,Ganadería,,,Amurrio,Porcentaje,Amurrio,0.0
2021,Ganadería,,,Amurrio,Porcentaje,Amurrio,0.0
2014,Ganadería,,,Andoain,Porcentaje,Andoain,1.4
2016,Ganadería,,,Andoain,Porcentaje,Andoain,1.4
2017,Ganadería,,,Andoain,Porcentaje,Andoain,1.4
2015,Ganadería,,,Andoain,Porcentaje,Andoain,2.9
2020,Ganadería,,,Andoain,Porcentaje,Andoain,0.0
2011,Ganadería,,,Andoain,Porcentaje,Andoain,0.0
2010,Ganadería,,,Andoain,Porcentaje,Andoain,0.0
2018,Ganadería,,,Andoain,Porcentaje,Andoain,1.4
2013,Ganadería,,,Andoain,Porcentaje,Andoain,1.4
2012,Ganadería,,,Andoain,Porcentaje,Andoain,1.4
2019,Ganadería,,,Andoain,Porcentaje,Andoain,1.4
2022,Ganadería,,,Andoain,Porcentaje,Andoain,0.0
2021,Ganadería,,,Andoain,Porcentaje,Andoain,0.0
2010,Ganadería,,,Anoeta,Porcentaje,Anoeta,6.3
2021,Ganadería,,,Anoeta,Porcentaje,Anoeta,11.1
2020,Ganadería,,,Anoeta,Porcentaje,Anoeta,11.1
2015,Ganadería,,,Anoeta,Porcentaje,Anoeta,6.3
2022,Ganadería,,,Anoeta,Porcentaje,Anoeta,22.2
2013,Ganadería,,,Anoeta,Porcentaje,Anoeta,6.3
2017,Ganadería,,,Anoeta,Porcentaje,Anoeta,6.3
2019,Ganadería,,,Anoeta,Porcentaje,Anoeta,6.3
2012,Ganadería,,,Anoeta,Porcentaje,Anoeta,6.3
2014,Ganadería,,,Anoeta,Porcentaje,Anoeta,6.3
2016,Ganadería,,,Anoeta,Porcentaje,Anoeta,6.3
2018,Ganadería,,,Anoeta,Porcentaje,Anoeta,6.3
2011,Ganadería,,,Anoeta,Porcentaje,Anoeta,6.3
2011,Ganadería,,,Antzuola,Porcentaje,Antzuola,2.3
2020,Ganadería,,,Antzuola,Porcentaje,Antzuola,6.1
2015,Ganadería,,,Antzuola,Porcentaje,Antzuola,2.3
2018,Ganadería,,,Antzuola,Porcentaje,Antzuola,4.5
2019,Ganadería,,,Antzuola,Porcentaje,Antzuola,4.5
2012,Ganadería,,,Antzuola,Porcentaje,Antzuola,2.3
2013,Ganadería,,,Antzuola,Porcentaje,Antzuola,2.3
2022,Ganadería,,,Antzuola,Porcentaje,Antzuola,24.2
2016,Ganadería,,,Antzuola,Porcentaje,Antzuola,4.5
2021,Ganadería,,,Antzuola,Porcentaje,Antzuola,6.1
2014,Ganadería,,,Antzuola,Porcentaje,Antzuola,2.3
2010,Ganadería,,,Antzuola,Porcentaje,Antzuola,2.3
2017,Ganadería,,,Antzuola,Porcentaje,Antzuola,4.5
2022,Ganadería,,,Añana,Porcentaje,Añana,0.0
2017,Ganadería,,,Añana,Porcentaje,Añana,0.0
2018,Ganadería,,,Añana,Porcentaje,Añana,0.0
2013,Ganadería,,,Añana,Porcentaje,Añana,0.0
2019,Ganadería,,,Añana,Porcentaje,Añana,0.0
2011,Ganadería,,,Añana,Porcentaje,Añana,0.0
2021,Ganadería,,,Añana,Porcentaje,Añana,0.0
2015,Ganadería,,,Añana,Porcentaje,Añana,33.3
2014,Ganadería,,,Añana,Porcentaje,Añana,0.0
2012,Ganadería,,,Añana,Porcentaje,Añana,0.0
2010,Ganadería,,,Añana,Porcentaje,Añana,0.0
2020,Ganadería,,,Añana,Porcentaje,Añana,0.0
2016,Ganadería,,,Añana,Porcentaje,Añana,0.0
2018,Ganadería,,,Arakaldo,Porcentaje,Arakaldo,0.0
2014,Ganadería,,,Arakaldo,Porcentaje,Arakaldo,0.0
2019,Ganadería,,,Arakaldo,Porcentaje,Arakaldo,0.0
2013,Ganadería,,,Arakaldo,Porcentaje,Arakaldo,0.0
2022,Ganadería,,,Arakaldo,Porcentaje,Arakaldo,0.0
2021,Ganadería,,,Arakaldo,Porcentaje,Arakaldo,0.0
2017,Ganadería,,,Arakaldo,Porcentaje,Arakaldo,0.0
2015,Ganadería,,,Arakaldo,Porcentaje,Arakaldo,0.0
2011,Ganadería,,,Arakaldo,Porcentaje,Arakaldo,0.0
2010,Ganadería,,,Arakaldo,Porcentaje,Arakaldo,0.0
2012,Ganadería,,,Arakaldo,Porcentaje,Arakaldo,0.0
2016,Ganadería,,,Arakaldo,Porcentaje,Arakaldo,0.0
2020,Ganadería,,,Arakaldo,Porcentaje,Arakaldo,0.0
2010,Ganadería,,,Arama,Porcentaje,Arama,0.0
2011,Ganadería,,,Arama,Porcentaje,Arama,0.0
2017,Ganadería,,,Arama,Porcentaje,Arama,0.0
2018,Ganadería,,,Arama,Porcentaje,Arama,0.0
2021,Ganadería,,,Arama,Porcentaje,Arama,0.0
2012,Ganadería,,,Arama,Porcentaje,Arama,0.0
2019,Ganadería,,,Arama,Porcentaje,Arama,0.0
2022,Ganadería,,,Arama,Porcentaje,Arama,0.0
2016,Ganadería,,,Arama,Porcentaje,Arama,0.0
2020,Ganadería,,,Arama,Porcentaje,Arama,0.0
2015,Ganadería,,,Arama,Porcentaje,Arama,0.0
2013,Ganadería,,,Arama,Porcentaje,Arama,0.0
2014,Ganadería,,,Arama,Porcentaje,Arama,0.0
2021,Ganadería,,,Aramaio,Porcentaje,Aramaio,0.0
2016,Ganadería,,,Aramaio,Porcentaje,Aramaio,0.0
2012,Ganadería,,,Aramaio,Porcentaje,Aramaio,0.0
2018,Ganadería,,,Aramaio,Porcentaje,Aramaio,0.0
2022,Ganadería,,,Aramaio,Porcentaje,Aramaio,2.0
2015,Ganadería,,,Aramaio,Porcentaje,Aramaio,0.0
2013,Ganadería,,,Aramaio,Porcentaje,Aramaio,0.0
2011,Ganadería,,,Aramaio,Porcentaje,Aramaio,0.0
2010,Ganadería,,,Aramaio,Porcentaje,Aramaio,0.0
2017,Ganadería,,,Aramaio,Porcentaje,Aramaio,0.0
2020,Ganadería,,,Aramaio,Porcentaje,Aramaio,0.0
2019,Ganadería,,,Aramaio,Porcentaje,Aramaio,0.0
2014,Ganadería,,,Aramaio,Porcentaje,Aramaio,1.2
2016,Ganadería,,,Arantzazu,Porcentaje,Arantzazu,0.0
2010,Ganadería,,,Arantzazu,Porcentaje,Arantzazu,0.0
2011,Ganadería,,,Arantzazu,Porcentaje,Arantzazu,0.0
2021,Ganadería,,,Arantzazu,Porcentaje,Arantzazu,0.0
2020,Ganadería,,,Arantzazu,Porcentaje,Arantzazu,0.0
2022,Ganadería,,,Arantzazu,Porcentaje,Arantzazu,0.0
2018,Ganadería,,,Arantzazu,Porcentaje,Arantzazu,0.0
2017,Ganadería,,,Arantzazu,Porcentaje,Arantzazu,0.0
2013,Ganadería,,,Arantzazu,Porcentaje,Arantzazu,0.0
2012,Ganadería,,,Arantzazu,Porcentaje,Arantzazu,0.0
2015,Ganadería,,,Arantzazu,Porcentaje,Arantzazu,0.0
2019,Ganadería,,,Arantzazu,Porcentaje,Arantzazu,0.0
2014,Ganadería,,,Arantzazu,Porcentaje,Arantzazu,0.0
2014,Ganadería,,,Areatza,Porcentaje,Areatza,0.0
2018,Ganadería,,,Areatza,Porcentaje,Areatza,0.0
2015,Ganadería,,,Areatza,Porcentaje,Areatza,0.0
2017,Ganadería,,,Areatza,Porcentaje,Areatza,0.0
2013,Ganadería,,,Areatza,Porcentaje,Areatza,0.0
2016,Ganadería,,,Areatza,Porcentaje,Areatza,0.0
2012,Ganadería,,,Areatza,Porcentaje,Areatza,0.0
2021,Ganadería,,,Areatza,Porcentaje,Areatza,0.0
2022,Ganadería,,,Areatza,Porcentaje,Areatza,16.7
2019,Ganadería,,,Areatza,Porcentaje,Areatza,0.0
2011,Ganadería,,,Areatza,Porcentaje,Areatza,0.0
2010,Ganadería,,,Areatza,Porcentaje,Areatza,0.0
2020,Ganadería,,,Areatza,Porcentaje,Areatza,0.0
2011,Ganadería,,,Aretxabaleta,Porcentaje,Aretxabaleta,2.4
2019,Ganadería,,,Aretxabaleta,Porcentaje,Aretxabaleta,2.4
2015,Ganadería,,,Aretxabaleta,Porcentaje,Aretxabaleta,2.4
2018,Ganadería,,,Aretxabaleta,Porcentaje,Aretxabaleta,2.4
2022,Ganadería,,,Aretxabaleta,Porcentaje,Aretxabaleta,13.5
2017,Ganadería,,,Aretxabaleta,Porcentaje,Aretxabaleta,2.4
2016,Ganadería,,,Aretxabaleta,Porcentaje,Aretxabaleta,2.4
2012,Ganadería,,,Aretxabaleta,Porcentaje,Aretxabaleta,2.4
2013,Ganadería,,,Aretxabaleta,Porcentaje,Aretxabaleta,2.4
2020,Ganadería,,,Aretxabaleta,Porcentaje,Aretxabaleta,0.0
2014,Ganadería,,,Aretxabaleta,Porcentaje,Aretxabaleta,2.4
2021,Ganadería,,,Aretxabaleta,Porcentaje,Aretxabaleta,5.4
2010,Ganadería,,,Aretxabaleta,Porcentaje,Aretxabaleta,2.4
2013,Ganadería,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,9.1
2012,Ganadería,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,9.1
2021,Ganadería,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,10.3
2016,Ganadería,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,9.1
2015,Ganadería,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,4.5
2010,Ganadería,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,4.5
2020,Ganadería,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,3.4
2017,Ganadería,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,9.1
2019,Ganadería,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,13.6
2011,Ganadería,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,9.1
2014,Ganadería,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,9.1
2022,Ganadería,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,17.2
2018,Ganadería,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,9.1
2022,Ganadería,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,0.0
2015,Ganadería,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,0.0
2021,Ganadería,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,0.0
2020,Ganadería,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,0.0
2010,Ganadería,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,0.0
2019,Ganadería,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,0.0
2014,Ganadería,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,0.0
