Year,Serie,Sex,Cobertura,Residencia,Discapacidad,Province,County,Municipality,Unidad,GeoCode,Value
2015,RGI,Female,TIT,,,,,Beasain,"Per 1,000 people",Beasain,18.3
2016,RGI,Female,TIT,,,,,Beasain,"Per 1,000 people",Beasain,15.0
2017,RGI,Female,TIT,,,,,Beasain,"Per 1,000 people",Beasain,13.5
2018,RGI,Female,TIT,,,,,Beasain,"Per 1,000 people",Beasain,11.2
2019,RGI,Female,TIT,,,,,Beasain,"Per 1,000 people",Beasain,10.0
2020,RGI,Female,TIT,,,,,Beasain,"Per 1,000 people",Beasain,11.6
2021,RGI,Female,TIT,,,,,Beasain,"Per 1,000 people",Beasain,11.2
2022,RGI,Female,TIT,,,,,Beasain,"Per 1,000 people",Beasain,10.0
2014,RGI,,TIT,MIGRANT,,,,Beasain,"Per 1,000 people",Beasain,47.1
2015,RGI,,TIT,MIGRANT,,,,Beasain,"Per 1,000 people",Beasain,38.1
2016,RGI,,TIT,MIGRANT,,,,Beasain,"Per 1,000 people",Beasain,47.0
2017,RGI,,TIT,MIGRANT,,,,Beasain,"Per 1,000 people",Beasain,36.7
2018,RGI,,TIT,MIGRANT,,,,Beasain,"Per 1,000 people",Beasain,35.9
2019,RGI,,TIT,MIGRANT,,,,Beasain,"Per 1,000 people",Beasain,29.5
2020,RGI,,TIT,MIGRANT,,,,Beasain,"Per 1,000 people",Beasain,32.8
2021,RGI,,TIT,MIGRANT,,,,Beasain,"Per 1,000 people",Beasain,28.5
2022,RGI,,TIT,MIGRANT,,,,Beasain,"Per 1,000 people",Beasain,25.7
2010,RGI,,TIT,,,,,Beasain,"Per 1,000 people",Beasain,9.5
2011,RGI,,TIT,,,,,Beasain,"Per 1,000 people",Beasain,10.2
2012,RGI,,TIT,,,,,Beasain,"Per 1,000 people",Beasain,12.1
2013,RGI,,TIT,,,,,Beasain,"Per 1,000 people",Beasain,13.5
2014,RGI,,TIT,,,,,Beasain,"Per 1,000 people",Beasain,15.5
2015,RGI,,TIT,,,,,Beasain,"Per 1,000 people",Beasain,14.8
2016,RGI,,TIT,,,,,Beasain,"Per 1,000 people",Beasain,13.9
2017,RGI,,TIT,,,,,Beasain,"Per 1,000 people",Beasain,11.8
2018,RGI,,TIT,,,,,Beasain,"Per 1,000 people",Beasain,11.1
2019,RGI,,TIT,,,,,Beasain,"Per 1,000 people",Beasain,10.0
2020,RGI,,TIT,,,,,Beasain,"Per 1,000 people",Beasain,11.7
2021,RGI,,TIT,,,,,Beasain,"Per 1,000 people",Beasain,10.6
2022,RGI,,TIT,,,,,Beasain,"Per 1,000 people",Beasain,10.1
2014,RGI,Male,TIT,,,,ES2002,,"Per 1,000 people",ES2002,28.2
2015,RGI,Male,TIT,,,,ES2002,,"Per 1,000 people",ES2002,29.9
2016,RGI,Male,TIT,,,,ES2002,,"Per 1,000 people",ES2002,30.0
2017,RGI,Male,TIT,,,,ES2002,,"Per 1,000 people",ES2002,27.1
2018,RGI,Male,TIT,,,,ES2002,,"Per 1,000 people",ES2002,24.6
2019,RGI,Male,TIT,,,,ES2002,,"Per 1,000 people",ES2002,23.3
2020,RGI,Male,TIT,,,,ES2002,,"Per 1,000 people",ES2002,25.5
2021,RGI,Male,TIT,,,,ES2002,,"Per 1,000 people",ES2002,22.8
2022,RGI,Male,TIT,,,,ES2002,,"Per 1,000 people",ES2002,21.1
2014,RGI,Female,TIT,,,,ES2002,,"Per 1,000 people",ES2002,27.7
2015,RGI,Female,TIT,,,,ES2002,,"Per 1,000 people",ES2002,27.5
2016,RGI,Female,TIT,,,,ES2002,,"Per 1,000 people",ES2002,26.4
2017,RGI,Female,TIT,,,,ES2002,,"Per 1,000 people",ES2002,25.1
2018,RGI,Female,TIT,,,,ES2002,,"Per 1,000 people",ES2002,23.8
2019,RGI,Female,TIT,,,,ES2002,,"Per 1,000 people",ES2002,23.3
2020,RGI,Female,TIT,,,,ES2002,,"Per 1,000 people",ES2002,25.9
2021,RGI,Female,TIT,,,,ES2002,,"Per 1,000 people",ES2002,22.6
2022,RGI,Female,TIT,,,,ES2002,,"Per 1,000 people",ES2002,22.4
2014,RGI,,TIT,MIGRANT,,,ES2002,,"Per 1,000 people",ES2002,128.7
2015,RGI,,TIT,MIGRANT,,,ES2002,,"Per 1,000 people",ES2002,144.1
2016,RGI,,TIT,MIGRANT,,,ES2002,,"Per 1,000 people",ES2002,143.3
2017,RGI,,TIT,MIGRANT,,,ES2002,,"Per 1,000 people",ES2002,135.6
2018,RGI,,TIT,MIGRANT,,,ES2002,,"Per 1,000 people",ES2002,118.1
2019,RGI,,TIT,MIGRANT,,,ES2002,,"Per 1,000 people",ES2002,103.8
2020,RGI,,TIT,MIGRANT,,,ES2002,,"Per 1,000 people",ES2002,114.1
2021,RGI,,TIT,MIGRANT,,,ES2002,,"Per 1,000 people",ES2002,105.6
2022,RGI,,TIT,MIGRANT,,,ES2002,,"Per 1,000 people",ES2002,96.6
2010,RGI,,TIT,,,,ES2002,,"Per 1,000 people",ES2002,16.4
2011,RGI,,TIT,,,,ES2002,,"Per 1,000 people",ES2002,18.1
2012,RGI,,TIT,,,,ES2002,,"Per 1,000 people",ES2002,22.1
2013,RGI,,TIT,,,,ES2002,,"Per 1,000 people",ES2002,25.1
2014,RGI,,TIT,,,,ES2002,,"Per 1,000 people",ES2002,28.0
2015,RGI,,TIT,,,,ES2002,,"Per 1,000 people",ES2002,28.7
2016,RGI,,TIT,,,,ES2002,,"Per 1,000 people",ES2002,28.1
2017,RGI,,TIT,,,,ES2002,,"Per 1,000 people",ES2002,26.1
2018,RGI,,TIT,,,,ES2002,,"Per 1,000 people",ES2002,24.2
2019,RGI,,TIT,,,,ES2002,,"Per 1,000 people",ES2002,23.3
2020,RGI,,TIT,,,,ES2002,,"Per 1,000 people",ES2002,25.7
2021,RGI,,TIT,,,,ES2002,,"Per 1,000 people",ES2002,22.7
2022,RGI,,TIT,,,,ES2002,,"Per 1,000 people",ES2002,21.8
2014,RGI,Male,TIT,,,,,Beizama,"Per 1,000 people",Beizama,0.0
2015,RGI,Male,TIT,,,,,Beizama,"Per 1,000 people",Beizama,0.0
2016,RGI,Male,TIT,,,,,Beizama,"Per 1,000 people",Beizama,11.8
2017,RGI,Male,TIT,,,,,Beizama,"Per 1,000 people",Beizama,11.9
2018,RGI,Male,TIT,,,,,Beizama,"Per 1,000 people",Beizama,0.0
2019,RGI,Male,TIT,,,,,Beizama,"Per 1,000 people",Beizama,0.0
2020,RGI,Male,TIT,,,,,Beizama,"Per 1,000 people",Beizama,12.7
2021,RGI,Male,TIT,,,,,Beizama,"Per 1,000 people",Beizama,12.7
2022,RGI,Male,TIT,,,,,Beizama,"Per 1,000 people",Beizama,0.0
2014,RGI,Female,TIT,,,,,Beizama,"Per 1,000 people",Beizama,71.4
2015,RGI,Female,TIT,,,,,Beizama,"Per 1,000 people",Beizama,25.0
2016,RGI,Female,TIT,,,,,Beizama,"Per 1,000 people",Beizama,73.2
2017,RGI,Female,TIT,,,,,Beizama,"Per 1,000 people",Beizama,45.5
2018,RGI,Female,TIT,,,,,Beizama,"Per 1,000 people",Beizama,50.0
2019,RGI,Female,TIT,,,,,Beizama,"Per 1,000 people",Beizama,47.6
2020,RGI,Female,TIT,,,,,Beizama,"Per 1,000 people",Beizama,51.3
2021,RGI,Female,TIT,,,,,Beizama,"Per 1,000 people",Beizama,51.3
2022,RGI,Female,TIT,,,,,Beizama,"Per 1,000 people",Beizama,60.6
2014,RGI,,TIT,MIGRANT,,,,Beizama,"Per 1,000 people",Beizama,0.0
2015,RGI,,TIT,MIGRANT,,,,Beizama,"Per 1,000 people",Beizama,0.0
2016,RGI,,TIT,MIGRANT,,,,Beizama,"Per 1,000 people",Beizama,0.0
2017,RGI,,TIT,MIGRANT,,,,Beizama,"Per 1,000 people",Beizama,0.0
2018,RGI,,TIT,MIGRANT,,,,Beizama,"Per 1,000 people",Beizama,0.0
2019,RGI,,TIT,MIGRANT,,,,Beizama,"Per 1,000 people",Beizama,200.0
2020,RGI,,TIT,MIGRANT,,,,Beizama,"Per 1,000 people",Beizama,333.3
2021,RGI,,TIT,MIGRANT,,,,Beizama,"Per 1,000 people",Beizama,0.0
2022,RGI,,TIT,MIGRANT,,,,Beizama,"Per 1,000 people",Beizama,500.0
2010,RGI,,TIT,,,,,Beizama,"Per 1,000 people",Beizama,13.4
2011,RGI,,TIT,,,,,Beizama,"Per 1,000 people",Beizama,14.6
2012,RGI,,TIT,,,,,Beizama,"Per 1,000 people",Beizama,22.7
2013,RGI,,TIT,,,,,Beizama,"Per 1,000 people",Beizama,7.8
2014,RGI,,TIT,,,,,Beizama,"Per 1,000 people",Beizama,23.8
2015,RGI,,TIT,,,,,Beizama,"Per 1,000 people",Beizama,8.0
2016,RGI,,TIT,,,,,Beizama,"Per 1,000 people",Beizama,31.7
2017,RGI,,TIT,,,,,Beizama,"Per 1,000 people",Beizama,23.4
2018,RGI,,TIT,,,,,Beizama,"Per 1,000 people",Beizama,16.7
2019,RGI,,TIT,,,,,Beizama,"Per 1,000 people",Beizama,16.1
2020,RGI,,TIT,,,,,Beizama,"Per 1,000 people",Beizama,25.4
2021,RGI,,TIT,,,,,Beizama,"Per 1,000 people",Beizama,25.4
2022,RGI,,TIT,,,,,Beizama,"Per 1,000 people",Beizama,18.7
2014,RGI,Male,TIT,,,,,Belauntza,"Per 1,000 people",Belauntza,20.7
2015,RGI,Male,TIT,,,,,Belauntza,"Per 1,000 people",Belauntza,14.2
2016,RGI,Male,TIT,,,,,Belauntza,"Per 1,000 people",Belauntza,21.6
2017,RGI,Male,TIT,,,,,Belauntza,"Per 1,000 people",Belauntza,0.0
2018,RGI,Male,TIT,,,,,Belauntza,"Per 1,000 people",Belauntza,7.5
2019,RGI,Male,TIT,,,,,Belauntza,"Per 1,000 people",Belauntza,7.0
2020,RGI,Male,TIT,,,,,Belauntza,"Per 1,000 people",Belauntza,0.0
2021,RGI,Male,TIT,,,,,Belauntza,"Per 1,000 people",Belauntza,0.0
2022,RGI,Male,TIT,,,,,Belauntza,"Per 1,000 people",Belauntza,0.0
2014,RGI,Female,TIT,,,,,Belauntza,"Per 1,000 people",Belauntza,17.1
2015,RGI,Female,TIT,,,,,Belauntza,"Per 1,000 people",Belauntza,35.1
2016,RGI,Female,TIT,,,,,Belauntza,"Per 1,000 people",Belauntza,25.9
2017,RGI,Female,TIT,,,,,Belauntza,"Per 1,000 people",Belauntza,16.9
2018,RGI,Female,TIT,,,,,Belauntza,"Per 1,000 people",Belauntza,8.1
2019,RGI,Female,TIT,,,,,Belauntza,"Per 1,000 people",Belauntza,16.8
2020,RGI,Female,TIT,,,,,Belauntza,"Per 1,000 people",Belauntza,15.2
2021,RGI,Female,TIT,,,,,Belauntza,"Per 1,000 people",Belauntza,22.7
2022,RGI,Female,TIT,,,,,Belauntza,"Per 1,000 people",Belauntza,13.8
2014,RGI,,TIT,MIGRANT,,,,Belauntza,"Per 1,000 people",Belauntza,76.9
2015,RGI,,TIT,MIGRANT,,,,Belauntza,"Per 1,000 people",Belauntza,100.0
2016,RGI,,TIT,MIGRANT,,,,Belauntza,"Per 1,000 people",Belauntza,125.0
2017,RGI,,TIT,MIGRANT,,,,Belauntza,"Per 1,000 people",Belauntza,0.0
2018,RGI,,TIT,MIGRANT,,,,Belauntza,"Per 1,000 people",Belauntza,0.0
2019,RGI,,TIT,MIGRANT,,,,Belauntza,"Per 1,000 people",Belauntza,71.4
2020,RGI,,TIT,MIGRANT,,,,Belauntza,"Per 1,000 people",Belauntza,0.0
2021,RGI,,TIT,MIGRANT,,,,Belauntza,"Per 1,000 people",Belauntza,0.0
2022,RGI,,TIT,MIGRANT,,,,Belauntza,"Per 1,000 people",Belauntza,0.0
2010,RGI,,TIT,,,,,Belauntza,"Per 1,000 people",Belauntza,0.0
2011,RGI,,TIT,,,,,Belauntza,"Per 1,000 people",Belauntza,6.8
2012,RGI,,TIT,,,,,Belauntza,"Per 1,000 people",Belauntza,3.5
2013,RGI,,TIT,,,,,Belauntza,"Per 1,000 people",Belauntza,7.3
2014,RGI,,TIT,,,,,Belauntza,"Per 1,000 people",Belauntza,19.1
2015,RGI,,TIT,,,,,Belauntza,"Per 1,000 people",Belauntza,23.5
2016,RGI,,TIT,,,,,Belauntza,"Per 1,000 people",Belauntza,23.5
2017,RGI,,TIT,,,,,Belauntza,"Per 1,000 people",Belauntza,7.8
2018,RGI,,TIT,,,,,Belauntza,"Per 1,000 people",Belauntza,7.8
2019,RGI,,TIT,,,,,Belauntza,"Per 1,000 people",Belauntza,11.5
2020,RGI,,TIT,,,,,Belauntza,"Per 1,000 people",Belauntza,7.4
2021,RGI,,TIT,,,,,Belauntza,"Per 1,000 people",Belauntza,11.0
2022,RGI,,TIT,,,,,Belauntza,"Per 1,000 people",Belauntza,6.6
2014,RGI,Male,TIT,,,,,Berastegi,"Per 1,000 people",Berastegi,5.5
2015,RGI,Male,TIT,,,,,Berastegi,"Per 1,000 people",Berastegi,1.8
2016,RGI,Male,TIT,,,,,Berastegi,"Per 1,000 people",Berastegi,1.8
2017,RGI,Male,TIT,,,,,Berastegi,"Per 1,000 people",Berastegi,0.0
2018,RGI,Male,TIT,,,,,Berastegi,"Per 1,000 people",Berastegi,0.0
2019,RGI,Male,TIT,,,,,Berastegi,"Per 1,000 people",Berastegi,1.8
2020,RGI,Male,TIT,,,,,Berastegi,"Per 1,000 people",Berastegi,3.7
2021,RGI,Male,TIT,,,,,Berastegi,"Per 1,000 people",Berastegi,0.0
2022,RGI,Male,TIT,,,,,Berastegi,"Per 1,000 people",Berastegi,0.0
2014,RGI,Female,TIT,,,,,Berastegi,"Per 1,000 people",Berastegi,4.0
2015,RGI,Female,TIT,,,,,Berastegi,"Per 1,000 people",Berastegi,5.8
2016,RGI,Female,TIT,,,,,Berastegi,"Per 1,000 people",Berastegi,7.7
2017,RGI,Female,TIT,,,,,Berastegi,"Per 1,000 people",Berastegi,5.8
2018,RGI,Female,TIT,,,,,Berastegi,"Per 1,000 people",Berastegi,3.9
2019,RGI,Female,TIT,,,,,Berastegi,"Per 1,000 people",Berastegi,3.9
2020,RGI,Female,TIT,,,,,Berastegi,"Per 1,000 people",Berastegi,3.8
2021,RGI,Female,TIT,,,,,Berastegi,"Per 1,000 people",Berastegi,3.8
2022,RGI,Female,TIT,,,,,Berastegi,"Per 1,000 people",Berastegi,1.9
2014,RGI,,TIT,MIGRANT,,,,Berastegi,"Per 1,000 people",Berastegi,0.0
2015,RGI,,TIT,MIGRANT,,,,Berastegi,"Per 1,000 people",Berastegi,0.0
2016,RGI,,TIT,MIGRANT,,,,Berastegi,"Per 1,000 people",Berastegi,0.0
2017,RGI,,TIT,MIGRANT,,,,Berastegi,"Per 1,000 people",Berastegi,0.0
2018,RGI,,TIT,MIGRANT,,,,Berastegi,"Per 1,000 people",Berastegi,0.0
2019,RGI,,TIT,MIGRANT,,,,Berastegi,"Per 1,000 people",Berastegi,0.0
2020,RGI,,TIT,MIGRANT,,,,Berastegi,"Per 1,000 people",Berastegi,55.6
2021,RGI,,TIT,MIGRANT,,,,Berastegi,"Per 1,000 people",Berastegi,0.0
2022,RGI,,TIT,MIGRANT,,,,Berastegi,"Per 1,000 people",Berastegi,0.0
2010,RGI,,TIT,,,,,Berastegi,"Per 1,000 people",Berastegi,2.9
2011,RGI,,TIT,,,,,Berastegi,"Per 1,000 people",Berastegi,2.9
2012,RGI,,TIT,,,,,Berastegi,"Per 1,000 people",Berastegi,4.8
2013,RGI,,TIT,,,,,Berastegi,"Per 1,000 people",Berastegi,5.8
2014,RGI,,TIT,,,,,Berastegi,"Per 1,000 people",Berastegi,4.8
2015,RGI,,TIT,,,,,Berastegi,"Per 1,000 people",Berastegi,3.8
2016,RGI,,TIT,,,,,Berastegi,"Per 1,000 people",Berastegi,4.7
2017,RGI,,TIT,,,,,Berastegi,"Per 1,000 people",Berastegi,2.8
2018,RGI,,TIT,,,,,Berastegi,"Per 1,000 people",Berastegi,1.9
2019,RGI,,TIT,,,,,Berastegi,"Per 1,000 people",Berastegi,2.9
2020,RGI,,TIT,,,,,Berastegi,"Per 1,000 people",Berastegi,3.7
2021,RGI,,TIT,,,,,Berastegi,"Per 1,000 people",Berastegi,1.9
2022,RGI,,TIT,,,,,Berastegi,"Per 1,000 people",Berastegi,1.0
2014,RGI,Male,TIT,,,,,Berrobi,"Per 1,000 people",Berrobi,16.1
2015,RGI,Male,TIT,,,,,Berrobi,"Per 1,000 people",Berrobi,28.7
2016,RGI,Male,TIT,,,,,Berrobi,"Per 1,000 people",Berrobi,28.3
2017,RGI,Male,TIT,,,,,Berrobi,"Per 1,000 people",Berrobi,31.6
2018,RGI,Male,TIT,,,,,Berrobi,"Per 1,000 people",Berrobi,28.7
2019,RGI,Male,TIT,,,,,Berrobi,"Per 1,000 people",Berrobi,25.2
2020,RGI,Male,TIT,,,,,Berrobi,"Per 1,000 people",Berrobi,32.1
2021,RGI,Male,TIT,,,,,Berrobi,"Per 1,000 people",Berrobi,25.6
2022,RGI,Male,TIT,,,,,Berrobi,"Per 1,000 people",Berrobi,19.3
2014,RGI,Female,TIT,,,,,Berrobi,"Per 1,000 people",Berrobi,27.5
2015,RGI,Female,TIT,,,,,Berrobi,"Per 1,000 people",Berrobi,28.1
2016,RGI,Female,TIT,,,,,Berrobi,"Per 1,000 people",Berrobi,26.8
2017,RGI,Female,TIT,,,,,Berrobi,"Per 1,000 people",Berrobi,13.3
2018,RGI,Female,TIT,,,,,Berrobi,"Per 1,000 people",Berrobi,16.7
2019,RGI,Female,TIT,,,,,Berrobi,"Per 1,000 people",Berrobi,10.1
2020,RGI,Female,TIT,,,,,Berrobi,"Per 1,000 people",Berrobi,10.3
2021,RGI,Female,TIT,,,,,Berrobi,"Per 1,000 people",Berrobi,10.3
2022,RGI,Female,TIT,,,,,Berrobi,"Per 1,000 people",Berrobi,10.6
2014,RGI,,TIT,MIGRANT,,,,Berrobi,"Per 1,000 people",Berrobi,25.6
2015,RGI,,TIT,MIGRANT,,,,Berrobi,"Per 1,000 people",Berrobi,90.9
2016,RGI,,TIT,MIGRANT,,,,Berrobi,"Per 1,000 people",Berrobi,47.6
2017,RGI,,TIT,MIGRANT,,,,Berrobi,"Per 1,000 people",Berrobi,47.6
2018,RGI,,TIT,MIGRANT,,,,Berrobi,"Per 1,000 people",Berrobi,44.4
2019,RGI,,TIT,MIGRANT,,,,Berrobi,"Per 1,000 people",Berrobi,80.6
2020,RGI,,TIT,MIGRANT,,,,Berrobi,"Per 1,000 people",Berrobi,94.3
2021,RGI,,TIT,MIGRANT,,,,Berrobi,"Per 1,000 people",Berrobi,56.6
2022,RGI,,TIT,MIGRANT,,,,Berrobi,"Per 1,000 people",Berrobi,75.5
2010,RGI,,TIT,,,,,Berrobi,"Per 1,000 people",Berrobi,18.9
2011,RGI,,TIT,,,,,Berrobi,"Per 1,000 people",Berrobi,19.1
2012,RGI,,TIT,,,,,Berrobi,"Per 1,000 people",Berrobi,17.5
2013,RGI,,TIT,,,,,Berrobi,"Per 1,000 people",Berrobi,24.0
2014,RGI,,TIT,,,,,Berrobi,"Per 1,000 people",Berrobi,21.6
2015,RGI,,TIT,,,,,Berrobi,"Per 1,000 people",Berrobi,28.4
2016,RGI,,TIT,,,,,Berrobi,"Per 1,000 people",Berrobi,27.6
2017,RGI,,TIT,,,,,Berrobi,"Per 1,000 people",Berrobi,22.7
2018,RGI,,TIT,,,,,Berrobi,"Per 1,000 people",Berrobi,22.8
2019,RGI,,TIT,,,,,Berrobi,"Per 1,000 people",Berrobi,17.9
2020,RGI,,TIT,,,,,Berrobi,"Per 1,000 people",Berrobi,21.6
2021,RGI,,TIT,,,,,Berrobi,"Per 1,000 people",Berrobi,18.2
2022,RGI,,TIT,,,,,Berrobi,"Per 1,000 people",Berrobi,15.1
2014,RGI,Male,TIT,,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,10.8
2015,RGI,Male,TIT,,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,10.9
2016,RGI,Male,TIT,,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,10.5
2017,RGI,Male,TIT,,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,14.1
2018,RGI,Male,TIT,,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,13.8
2019,RGI,Male,TIT,,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,17.3
2020,RGI,Male,TIT,,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,21.3
2021,RGI,Male,TIT,,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,17.7
2022,RGI,Male,TIT,,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,14.6
2014,RGI,Female,TIT,,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,16.2
2015,RGI,Female,TIT,,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,20.8
2016,RGI,Female,TIT,,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,19.5
2017,RGI,Female,TIT,,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,15.4
2018,RGI,Female,TIT,,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,15.0
2019,RGI,Female,TIT,,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,11.1
2020,RGI,Female,TIT,,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,11.8
2021,RGI,Female,TIT,,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,15.7
2022,RGI,Female,TIT,,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,18.9
2014,RGI,,TIT,MIGRANT,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,43.5
2015,RGI,,TIT,MIGRANT,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,150.0
2016,RGI,,TIT,MIGRANT,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,87.0
2017,RGI,,TIT,MIGRANT,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,111.1
2018,RGI,,TIT,MIGRANT,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,100.0
2019,RGI,,TIT,MIGRANT,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,69.0
2020,RGI,,TIT,MIGRANT,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,95.2
2021,RGI,,TIT,MIGRANT,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,111.1
2022,RGI,,TIT,MIGRANT,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,100.0
2010,RGI,,TIT,,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,15.1
2011,RGI,,TIT,,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,16.9
2012,RGI,,TIT,,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,13.5
2013,RGI,,TIT,,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,15.4
2014,RGI,,TIT,,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,13.3
2015,RGI,,TIT,,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,15.6
2016,RGI,,TIT,,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,14.8
2017,RGI,,TIT,,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,14.7
2018,RGI,,TIT,,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,14.4
2019,RGI,,TIT,,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,14.3
2020,RGI,,TIT,,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,16.8
2021,RGI,,TIT,,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,16.8
2022,RGI,,TIT,,,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,16.7
2014,RGI,Male,TIT,,,,,Zegama,"Per 1,000 people",Zegama,13.6
2015,RGI,Male,TIT,,,,,Zegama,"Per 1,000 people",Zegama,11.1
2016,RGI,Male,TIT,,,,,Zegama,"Per 1,000 people",Zegama,7.4
2017,RGI,Male,TIT,,,,,Zegama,"Per 1,000 people",Zegama,6.2
2018,RGI,Male,TIT,,,,,Zegama,"Per 1,000 people",Zegama,5.0
2019,RGI,Male,TIT,,,,,Zegama,"Per 1,000 people",Zegama,7.6
2020,RGI,Male,TIT,,,,,Zegama,"Per 1,000 people",Zegama,7.5
2021,RGI,Male,TIT,,,,,Zegama,"Per 1,000 people",Zegama,7.5
2022,RGI,Male,TIT,,,,,Zegama,"Per 1,000 people",Zegama,7.5
2014,RGI,Female,TIT,,,,,Zegama,"Per 1,000 people",Zegama,9.8
2015,RGI,Female,TIT,,,,,Zegama,"Per 1,000 people",Zegama,7.1
2016,RGI,Female,TIT,,,,,Zegama,"Per 1,000 people",Zegama,5.5
2017,RGI,Female,TIT,,,,,Zegama,"Per 1,000 people",Zegama,9.7
2018,RGI,Female,TIT,,,,,Zegama,"Per 1,000 people",Zegama,5.5
2019,RGI,Female,TIT,,,,,Zegama,"Per 1,000 people",Zegama,4.1
2020,RGI,Female,TIT,,,,,Zegama,"Per 1,000 people",Zegama,8.0
2021,RGI,Female,TIT,,,,,Zegama,"Per 1,000 people",Zegama,6.7
2022,RGI,Female,TIT,,,,,Zegama,"Per 1,000 people",Zegama,5.4
2014,RGI,,TIT,MIGRANT,,,,Zegama,"Per 1,000 people",Zegama,48.8
2015,RGI,,TIT,MIGRANT,,,,Zegama,"Per 1,000 people",Zegama,23.3
2016,RGI,,TIT,MIGRANT,,,,Zegama,"Per 1,000 people",Zegama,30.5
2017,RGI,,TIT,MIGRANT,,,,Zegama,"Per 1,000 people",Zegama,50.4
2018,RGI,,TIT,MIGRANT,,,,Zegama,"Per 1,000 people",Zegama,24.2
2019,RGI,,TIT,MIGRANT,,,,Zegama,"Per 1,000 people",Zegama,42.0
2020,RGI,,TIT,MIGRANT,,,,Zegama,"Per 1,000 people",Zegama,39.1
2021,RGI,,TIT,MIGRANT,,,,Zegama,"Per 1,000 people",Zegama,31.7
2022,RGI,,TIT,MIGRANT,,,,Zegama,"Per 1,000 people",Zegama,51.9
2010,RGI,,TIT,,,,,Zegama,"Per 1,000 people",Zegama,7.8
2011,RGI,,TIT,,,,,Zegama,"Per 1,000 people",Zegama,11.1
2012,RGI,,TIT,,,,,Zegama,"Per 1,000 people",Zegama,13.6
2013,RGI,,TIT,,,,,Zegama,"Per 1,000 people",Zegama,12.4
2014,RGI,,TIT,,,,,Zegama,"Per 1,000 people",Zegama,11.8
2015,RGI,,TIT,,,,,Zegama,"Per 1,000 people",Zegama,9.2
2016,RGI,,TIT,,,,,Zegama,"Per 1,000 people",Zegama,6.5
2017,RGI,,TIT,,,,,Zegama,"Per 1,000 people",Zegama,7.8
2018,RGI,,TIT,,,,,Zegama,"Per 1,000 people",Zegama,5.2
2019,RGI,,TIT,,,,,Zegama,"Per 1,000 people",Zegama,5.9
2020,RGI,,TIT,,,,,Zegama,"Per 1,000 people",Zegama,7.7
2021,RGI,,TIT,,,,,Zegama,"Per 1,000 people",Zegama,7.1
2022,RGI,,TIT,,,,,Zegama,"Per 1,000 people",Zegama,6.5
2014,RGI,Male,TIT,,,,,Zerain,"Per 1,000 people",Zerain,8.3
2015,RGI,Male,TIT,,,,,Zerain,"Per 1,000 people",Zerain,8.4
2016,RGI,Male,TIT,,,,,Zerain,"Per 1,000 people",Zerain,0.0
