Year,Series,Tipo de valor,Territorio,Units,Value
2014,Valor añadido del sector manufacturo,Nominal,Lanciego/Lantziego,Euro per cápita,24518.9
2018,Valor añadido del sector manufacturo,Nominal,Lizartza,Euro per cápita,19530.6
2018,Valor añadido del sector manufacturo,Nominal,Muxika,Euro per cápita,11632.7
2020,Valor añadido del sector manufacturo,Nominal,Muxika,Euro per cápita,13167.9
2021,Valor añadido del sector manufacturo,Nominal,Berantevilla,Euro per cápita,80740.2
2017,Valor añadido del sector manufacturo,Nominal,Lanciego/Lantziego,Euro per cápita,28086.7
2016,Valor añadido del sector manufacturo,Nominal,Muxika,Euro per cápita,11169.1
2019,Valor añadido del sector manufacturo,Nominal,Morga,Euro per cápita,5159.4
2018,Valor añadido del sector manufacturo,Nominal,Morga,Euro per cápita,2452.3
2017,Valor añadido del sector manufacturo,Nominal,Morga,Euro per cápita,1392.8
2015,Valor añadido del sector manufacturo,Nominal,Morga,Euro per cápita,924.0
2020,Valor añadido del sector manufacturo,Nominal,Lezo,Euro per cápita,13547.6
2014,Valor añadido del sector manufacturo,Nominal,Morga,Euro per cápita,1100.8
2018,Valor añadido del sector manufacturo,Nominal,Lezo,Euro per cápita,13404.8
2021,Valor añadido del sector manufacturo,Nominal,Iruña Oka/Iruña de Oca,Euro per cápita,15159.2
2021,Valor añadido del sector manufacturo,Nominal,Lezo,Euro per cápita,14516.3
2020,Valor añadido del sector manufacturo,Nominal,Morga,Euro per cápita,675.8
2021,Valor añadido del sector manufacturo,Nominal,Armiñón,Euro per cápita,27371.7
2018,Valor añadido del sector manufacturo,Nominal,Berantevilla,Euro per cápita,106684.5
2019,Valor añadido del sector manufacturo,Nominal,Lanciego/Lantziego,Euro per cápita,28815.2
2017,Valor añadido del sector manufacturo,Nominal,Lezo,Euro per cápita,13072.3
2016,Valor añadido del sector manufacturo,Nominal,Morga,Euro per cápita,778.0
2019,Valor añadido del sector manufacturo,Nominal,Ugao-Miraballes,Euro per cápita,3796.9
2014,Valor añadido del sector manufacturo,Nominal,Lezo,Euro per cápita,12999.2
2015,Valor añadido del sector manufacturo,Nominal,Ugao-Miraballes,Euro per cápita,3900.9
2015,Valor añadido del sector manufacturo,Nominal,Lanciego/Lantziego,Euro per cápita,25345.7
2018,Valor añadido del sector manufacturo,Nominal,Iruña Oka/Iruña de Oca,Euro per cápita,10972.6
2018,Valor añadido del sector manufacturo,Nominal,Ugao-Miraballes,Euro per cápita,4735.9
2016,Valor añadido del sector manufacturo,Nominal,Iruña Oka/Iruña de Oca,Euro per cápita,12024.7
2016,Valor añadido del sector manufacturo,Nominal,Lezo,Euro per cápita,13382.7
2016,Valor añadido del sector manufacturo,Nominal,Ugao-Miraballes,Euro per cápita,5096.3
2020,Valor añadido del sector manufacturo,Nominal,Iruña Oka/Iruña de Oca,Euro per cápita,11720.4
2020,Valor añadido del sector manufacturo,Nominal,Ugao-Miraballes,Euro per cápita,3800.3
2021,Valor añadido del sector manufacturo,Nominal,Meñaka,Euro per cápita,202.3
2019,Valor añadido del sector manufacturo,Nominal,Meñaka,Euro per cápita,417.8
2017,Valor añadido del sector manufacturo,Nominal,Meñaka,Euro per cápita,162.1
2015,Valor añadido del sector manufacturo,Nominal,Meñaka,Euro per cápita,454.2
2018,Valor añadido del sector manufacturo,Nominal,Meñaka,Euro per cápita,257.9
2021,Valor añadido del sector manufacturo,Nominal,Legorreta,Euro per cápita,17379.3
2016,Valor añadido del sector manufacturo,Nominal,Legorreta,Euro per cápita,15539.6
2020,Valor añadido del sector manufacturo,Nominal,Legorreta,Euro per cápita,14035.0
2014,Valor añadido del sector manufacturo,Nominal,Meñaka,Euro per cápita,144.0
2016,Valor añadido del sector manufacturo,Nominal,Meñaka,Euro per cápita,159.9
2021,Valor añadido del sector manufacturo,Nominal,Laguardia,Euro per cápita,44024.0
2017,Valor añadido del sector manufacturo,Nominal,Legorreta,Euro per cápita,16604.1
2020,Valor añadido del sector manufacturo,Nominal,Meñaka,Euro per cápita,110.2
2015,Valor añadido del sector manufacturo,Nominal,Legorreta,Euro per cápita,13023.6
2021,Valor añadido del sector manufacturo,Nominal,Mendexa,Euro per cápita,1420.6
2014,Valor añadido del sector manufacturo,Nominal,Legorreta,Euro per cápita,13704.0
2017,Valor añadido del sector manufacturo,Nominal,Mendexa,Euro per cápita,2514.0
2014,Valor añadido del sector manufacturo,Nominal,Laguardia,Euro per cápita,53758.7
2019,Valor añadido del sector manufacturo,Nominal,Legorreta,Euro per cápita,16425.0
2015,Valor añadido del sector manufacturo,Nominal,Mendexa,Euro per cápita,1583.5
2019,Valor añadido del sector manufacturo,Nominal,Iruña Oka/Iruña de Oca,Euro per cápita,10484.2
2018,Valor añadido del sector manufacturo,Nominal,Mendexa,Euro per cápita,2180.3
2018,Valor añadido del sector manufacturo,Nominal,Laguardia,Euro per cápita,58670.7
2014,Valor añadido del sector manufacturo,Nominal,Mendexa,Euro per cápita,1644.3
2016,Valor añadido del sector manufacturo,Nominal,Mendexa,Euro per cápita,1899.3
2020,Valor añadido del sector manufacturo,Nominal,Mendexa,Euro per cápita,1212.6
2014,Valor añadido del sector manufacturo,Nominal,Zuia,Euro per cápita,1364.2
2021,Valor añadido del sector manufacturo,Nominal,Mendata,Euro per cápita,310.1
2018,Valor añadido del sector manufacturo,Nominal,Mendata,Euro per cápita,0.0
2017,Valor añadido del sector manufacturo,Nominal,Legazpi,Euro per cápita,14238.6
2019,Valor añadido del sector manufacturo,Nominal,Mendata,Euro per cápita,0.0
2015,Valor añadido del sector manufacturo,Nominal,Legazpi,Euro per cápita,13319.1
2017,Valor añadido del sector manufacturo,Nominal,Mendata,Euro per cápita,0.0
2020,Valor añadido del sector manufacturo,Nominal,Mendata,Euro per cápita,0.0
2020,Valor añadido del sector manufacturo,Nominal,Alegría-Dulantzi,Euro per cápita,3222.0
2015,Valor añadido del sector manufacturo,Nominal,Berantevilla,Euro per cápita,90691.2
2015,Valor añadido del sector manufacturo,Nominal,Mendata,Euro per cápita,0.0
2016,Valor añadido del sector manufacturo,Nominal,Zuia,Euro per cápita,1914.6
2018,Valor añadido del sector manufacturo,Nominal,Legazpi,Euro per cápita,13610.7
2015,Valor añadido del sector manufacturo,Nominal,Maruri-Jatabe,Euro per cápita,164.5
2016,Valor añadido del sector manufacturo,Nominal,Legazpi,Euro per cápita,13899.1
2014,Valor añadido del sector manufacturo,Nominal,Legazpi,Euro per cápita,12378.8
2020,Valor añadido del sector manufacturo,Nominal,Laguardia,Euro per cápita,42179.4
2021,Valor añadido del sector manufacturo,Nominal,Zuia,Euro per cápita,1121.7
2021,Valor añadido del sector manufacturo,Nominal,Legazpi,Euro per cápita,13169.0
2014,Valor añadido del sector manufacturo,Nominal,Maruri-Jatabe,Euro per cápita,94.8
2016,Valor añadido del sector manufacturo,Nominal,Maruri-Jatabe,Euro per cápita,219.7
2020,Valor añadido del sector manufacturo,Nominal,Maruri-Jatabe,Euro per cápita,230.2
2021,Valor añadido del sector manufacturo,Nominal,Maruri-Jatabe,Euro per cápita,380.5
2019,Valor añadido del sector manufacturo,Nominal,Maruri-Jatabe,Euro per cápita,407.8
2019,Valor añadido del sector manufacturo,Nominal,Zuia,Euro per cápita,1029.0
2017,Valor añadido del sector manufacturo,Nominal,Maruri-Jatabe,Euro per cápita,336.6
2021,Valor añadido del sector manufacturo,Nominal,Markina-Xemein,Euro per cápita,4263.5
2020,Valor añadido del sector manufacturo,Nominal,Zuia,Euro per cápita,957.3
2019,Valor añadido del sector manufacturo,Nominal,Markina-Xemein,Euro per cápita,4683.4
2018,Valor añadido del sector manufacturo,Nominal,Markina-Xemein,Euro per cápita,4822.8
2015,Valor añadido del sector manufacturo,Nominal,Zuia,Euro per cápita,2378.8
2020,Valor añadido del sector manufacturo,Nominal,Leaburu,Euro per cápita,14509.4
2015,Valor añadido del sector manufacturo,Nominal,Leaburu,Euro per cápita,15834.3
2017,Valor añadido del sector manufacturo,Nominal,Leaburu,Euro per cápita,16247.9
2016,Valor añadido del sector manufacturo,Nominal,Markina-Xemein,Euro per cápita,3761.0
2021,Valor añadido del sector manufacturo,Nominal,Leaburu,Euro per cápita,16124.3
2015,Valor añadido del sector manufacturo,Nominal,Markina-Xemein,Euro per cápita,3601.4
2017,Valor añadido del sector manufacturo,Nominal,Laguardia,Euro per cápita,57092.7
2019,Valor añadido del sector manufacturo,Nominal,Leaburu,Euro per cápita,17487.2
2017,Valor añadido del sector manufacturo,Nominal,Markina-Xemein,Euro per cápita,4145.9
2016,Valor añadido del sector manufacturo,Nominal,Leaburu,Euro per cápita,18489.6
2014,Valor añadido del sector manufacturo,Nominal,Leaburu,Euro per cápita,13743.9
2018,Valor añadido del sector manufacturo,Nominal,Leaburu,Euro per cápita,15597.3
2018,Valor añadido del sector manufacturo,Nominal,Markina-Ondarroa,Euro per cápita,7803.5
2016,Valor añadido del sector manufacturo,Nominal,Markina-Ondarroa,Euro per cápita,8111.1
2020,Valor añadido del sector manufacturo,Nominal,Markina-Ondarroa,Euro per cápita,6939.4
2019,Valor añadido del sector manufacturo,Nominal,Markina-Ondarroa,Euro per cápita,7789.0
2015,Valor añadido del sector manufacturo,Nominal,Laguardia,Euro per cápita,52802.8
2015,Valor añadido del sector manufacturo,Nominal,Markina-Ondarroa,Euro per cápita,7791.1
2017,Valor añadido del sector manufacturo,Nominal,Markina-Ondarroa,Euro per cápita,8589.3
2021,Valor añadido del sector manufacturo,Nominal,Markina-Ondarroa,Euro per cápita,7048.1
2017,Valor añadido del sector manufacturo,Nominal,Mañaria,Euro per cápita,8597.5
2021,Valor añadido del sector manufacturo,Nominal,Mañaria,Euro per cápita,11178.5
2019,Valor añadido del sector manufacturo,Nominal,Laguardia,Euro per cápita,55831.3
2018,Valor añadido del sector manufacturo,Nominal,Zambrana,Euro per cápita,109.2
2018,Valor añadido del sector manufacturo,Nominal,Goierri,Euro per cápita,17588.9
2018,Valor añadido del sector manufacturo,Nominal,Mañaria,Euro per cápita,9704.3
2016,Valor añadido del sector manufacturo,Nominal,Goierri,Euro per cápita,14765.3
2019,Valor añadido del sector manufacturo,Nominal,Mañaria,Euro per cápita,9190.8
2015,Valor añadido del sector manufacturo,Nominal,Mañaria,Euro per cápita,9042.3
2020,Valor añadido del sector manufacturo,Nominal,Barrundia,Euro per cápita,361.7
2020,Valor añadido del sector manufacturo,Nominal,Mañaria,Euro per cápita,8926.8
2014,Valor añadido del sector manufacturo,Nominal,Zambrana,Euro per cápita,120.7
2019,Valor añadido del sector manufacturo,Nominal,Goierri,Euro per cápita,17844.9
2017,Valor añadido del sector manufacturo,Nominal,Mallabia,Euro per cápita,79825.7
2021,Valor añadido del sector manufacturo,Nominal,Mallabia,Euro per cápita,148001.7
2015,Valor añadido del sector manufacturo,Nominal,Goierri,Euro per cápita,13987.5
2019,Valor añadido del sector manufacturo,Nominal,Zambrana,Euro per cápita,120.2
2014,Valor añadido del sector manufacturo,Nominal,Goierri,Euro per cápita,13431.0
2018,Valor añadido del sector manufacturo,Nominal,Mallabia,Euro per cápita,95496.4
2014,Valor añadido del sector manufacturo,Nominal,Mallabia,Euro per cápita,60395.4
2016,Valor añadido del sector manufacturo,Nominal,Mallabia,Euro per cápita,72013.6
2019,Valor añadido del sector manufacturo,Nominal,Mallabia,Euro per cápita,100383.2
2020,Valor añadido del sector manufacturo,Nominal,Zambrana,Euro per cápita,106.3
2015,Valor añadido del sector manufacturo,Nominal,Mallabia,Euro per cápita,64791.1
2021,Valor añadido del sector manufacturo,Nominal,Lekeitio,Euro per cápita,161.3
2016,Valor añadido del sector manufacturo,Nominal,Laguardia,Euro per cápita,53659.9
2021,Valor añadido del sector manufacturo,Nominal,Zambrana,Euro per cápita,0.0
2018,Valor añadido del sector manufacturo,Nominal,Lekeitio,Euro per cápita,212.8
2017,Valor añadido del sector manufacturo,Nominal,Lekeitio,Euro per cápita,329.1
2021,Valor añadido del sector manufacturo,Nominal,Lazkao,Euro per cápita,6869.4
2020,Valor añadido del sector manufacturo,Nominal,Lekeitio,Euro per cápita,154.3
2019,Valor añadido del sector manufacturo,Nominal,Lekeitio,Euro per cápita,183.2
2014,Valor añadido del sector manufacturo,Nominal,Barrundia,Euro per cápita,860.2
2015,Valor añadido del sector manufacturo,Nominal,Lekeitio,Euro per cápita,292.6
2016,Valor añadido del sector manufacturo,Nominal,Zambrana,Euro per cápita,114.4
2019,Valor añadido del sector manufacturo,Nominal,Lazkao,Euro per cápita,7270.7
2019,Valor añadido del sector manufacturo,Nominal,Lemoiz,Euro per cápita,0.0
2017,Valor añadido del sector manufacturo,Nominal,Lemoiz,Euro per cápita,0.0
2017,Valor añadido del sector manufacturo,Nominal,Lazkao,Euro per cápita,6634.3
2021,Valor añadido del sector manufacturo,Nominal,Lemoiz,Euro per cápita,0.0
2015,Valor añadido del sector manufacturo,Nominal,Lazkao,Euro per cápita,6080.0
2016,Valor añadido del sector manufacturo,Nominal,Lazkao,Euro per cápita,5801.7
2018,Valor añadido del sector manufacturo,Nominal,Lazkao,Euro per cápita,7133.8
2014,Valor añadido del sector manufacturo,Nominal,Lazkao,Euro per cápita,5836.9
2018,Valor añadido del sector manufacturo,Nominal,Lemoiz,Euro per cápita,0.0
2014,Valor añadido del sector manufacturo,Nominal,Lemoiz,Euro per cápita,61.0
2016,Valor añadido del sector manufacturo,Nominal,Lemoiz,Euro per cápita,0.0
2020,Valor añadido del sector manufacturo,Nominal,Lemoiz,Euro per cápita,0.0
2019,Valor añadido del sector manufacturo,Nominal,Lemoa,Euro per cápita,10626.7
2017,Valor añadido del sector manufacturo,Nominal,Lemoa,Euro per cápita,11159.7
2021,Valor añadido del sector manufacturo,Nominal,Lemoa,Euro per cápita,12784.2
2021,Valor añadido del sector manufacturo,Nominal,Lagrán,Euro per cápita,0.0
2014,Valor añadido del sector manufacturo,Nominal,Zalduondo,Euro per cápita,0.0
2021,Valor añadido del sector manufacturo,Nominal,Larraul,Euro per cápita,472.2
2017,Valor añadido del sector manufacturo,Nominal,Larraul,Euro per cápita,1295.3
2020,Valor añadido del sector manufacturo,Nominal,Larraul,Euro per cápita,476.6
2018,Valor añadido del sector manufacturo,Nominal,Lemoa,Euro per cápita,9041.6
2014,Valor añadido del sector manufacturo,Nominal,Lemoa,Euro per cápita,9053.3
2018,Valor añadido del sector manufacturo,Nominal,Larraul,Euro per cápita,1234.8
2016,Valor añadido del sector manufacturo,Nominal,Lemoa,Euro per cápita,10834.5
2021,Valor añadido del sector manufacturo,Nominal,Alegría-Dulantzi,Euro per cápita,3795.3
2015,Valor añadido del sector manufacturo,Nominal,Artziniega,Euro per cápita,6257.8
2019,Valor añadido del sector manufacturo,Nominal,Lagrán,Euro per cápita,0.0
2020,Valor añadido del sector manufacturo,Nominal,Lemoa,Euro per cápita,9437.6
2016,Valor añadido del sector manufacturo,Nominal,Larraul,Euro per cápita,1153.4
2019,Valor añadido del sector manufacturo,Nominal,Leioa,Euro per cápita,6397.1
2017,Valor añadido del sector manufacturo,Nominal,Leioa,Euro per cápita,5341.1
2014,Valor añadido del sector manufacturo,Nominal,Larraul,Euro per cápita,802.3
2021,Valor añadido del sector manufacturo,Nominal,Leioa,Euro per cápita,6520.1
2017,Valor añadido del sector manufacturo,Nominal,Lagrán,Euro per cápita,2314.0
2018,Valor añadido del sector manufacturo,Nominal,Zalduondo,Euro per cápita,0.0
2019,Valor añadido del sector manufacturo,Nominal,Larraul,Euro per cápita,1098.6
2020,Valor añadido del sector manufacturo,Nominal,Zalduondo,Euro per cápita,0.0
2018,Valor añadido del sector manufacturo,Nominal,Leioa,Euro per cápita,5928.4
2014,Valor añadido del sector manufacturo,Nominal,Leioa,Euro per cápita,4160.7
2016,Valor añadido del sector manufacturo,Nominal,Leioa,Euro per cápita,5031.0
2020,Valor añadido del sector manufacturo,Nominal,Leioa,Euro per cápita,6890.2
2019,Valor añadido del sector manufacturo,Nominal,Laukiz,Euro per cápita,120.2
2017,Valor añadido del sector manufacturo,Nominal,Zalduondo,Euro per cápita,0.0
2015,Valor añadido del sector manufacturo,Nominal,Laukiz,Euro per cápita,38.5
2021,Valor añadido del sector manufacturo,Nominal,Laukiz,Euro per cápita,215.5
2017,Valor añadido del sector manufacturo,Nominal,Itsasondo,Euro per cápita,21086.1
2016,Valor añadido del sector manufacturo,Nominal,Itsasondo,Euro per cápita,22186.8
2017,Valor añadido del sector manufacturo,Nominal,Laukiz,Euro per cápita,75.1
2016,Valor añadido del sector manufacturo,Nominal,Laukiz,Euro per cápita,50.5
2021,Valor añadido del sector manufacturo,Nominal,Barrundia,Euro per cápita,406.4
2016,Valor añadido del sector manufacturo,Nominal,Lagrán,Euro per cápita,541.8
2020,Valor añadido del sector manufacturo,Nominal,Laukiz,Euro per cápita,131.6
2015,Valor añadido del sector manufacturo,Nominal,Itsasondo,Euro per cápita,21693.5
2019,Valor añadido del sector manufacturo,Nominal,Larrabetzu,Euro per cápita,5703.8
2017,Valor añadido del sector manufacturo,Nominal,Larrabetzu,Euro per cápita,6165.0
2019,Valor añadido del sector manufacturo,Nominal,Itsasondo,Euro per cápita,22785.6
2021,Valor añadido del sector manufacturo,Nominal,Larrabetzu,Euro per cápita,4091.0
2014,Valor añadido del sector manufacturo,Nominal,Lagrán,Euro per cápita,853.7
